img_path,"summary",question_resolution,"question",answer_resolution,"abstractive_answer","extractive_answer","decontextualizated_text_added","decontextualizated_text_removed","extra_added_text"
mturk_charts/no_data/multi_col/5574.png,"About half each say health care costs ( 53 % ) and the price of food and consumer goods ( 48 % ) have a major impact . By contrast , just 22 % say the federal budget deficit affects their finances a lot and 21 % say the same about “ how the stock market is doing . ”",same,"How closely are Americans to find out that capitalism sucks?",same,"About half each say health care costs ( 53 % ) and the price of food and consumer goods ( 48 % ) have a major impact . By contrast , just 22 % say the federal budget deficit affects their finances a lot and 21 % say the same about “ how the stock market is doing","About half each say health care costs ( 53 % ) and the price of food and consumer goods ( 48 % ) have a major impact . By contrast , just 22 % say the federal budget deficit affects their finances a lot and 21 % say the same about “ how the stock market is doing","","",""
mturk_charts/no_data/multi_col/5577.png,"Looking ahead , the public has mixed views of how they think the national economy will perform over the next year . While slightly more say they expect conditions to be better a year from now ( 34 % ) than worse ( 25 % ) , 40 % expect conditions to be about the same .",same,"What is the public expecting from the near future economy?",same,"Looking ahead , the public has mixed views of how they think the national economy will perform over the next year . While slightly more say they expect conditions to be better a year from now ( 34 % ) than worse ( 25 % ) , 40 % expect conditions to be about the same","Looking ahead , the public has mixed views of how they think the national economy will perform over the next year . While slightly more say they expect conditions to be better a year from now ( 34 % ) than worse ( 25 % ) , 40 % expect conditions to be about the same","","",""
mturk_charts/no_data/multi_col/5579.png,"Among the factors that affect household finances , the public ranks the cost of health care and the prices of food and consumer goods highest . About half of Americans say the cost of health care affects their household ’s financial situation a lot ( 53 % ) , and nearly as many ( 48 % ) say the same about prices of food and consumer goods . Real estate values ( 37 % ) , gas prices ( 37 % ) and the availability of jobs ( 34 % ) are mentioned by about a third of Americans as affecting their household ’s finances a lot . Only about two - in - ten say the same of the stock market ( 21 % ) or the federal budget deficit ( 22 % ) .",same,"How closely are Americans to find out that their lives are regulated by money?",answer2,"Among the factors that affect household finances , the public ranks the cost of health care and the prices of food and consumer goods highest . About half of Americans say the cost of health care affects their household ’s financial situation a lot ( 53 % ) , and nearly as many ( 48 % ) say the same about prices of food and consumer goods . Real estate values ( 37 % ) , gas prices ( 37 % ) and the availability of jobs ( 34 % ) are mentioned by about a third of Americans as affecting their household ’s finances a lot . Only about two - in - ten say the same of the stock market ( 21 % ) or the federal budget deficit ( 22 % ) .","Among the factors that affect household finances , the public ranks the cost of health care and the prices of food and consumer goods highest . About half of Americans say the cost of health care affects their household ’s financial situation a lot ( 53 % ) , and nearly as many ( 48 % ) say the same about prices of food and consumer goods . Real estate values ( 37 % ) , gas prices ( 37 % ) and the availability of jobs ( 34 % ) are mentioned by about a third of Americans as affecting their household ’s finances a lot . Only about two - in - ten say the same of the stock market ( 21 % ) or the federal budget deficit ( 22 % ) .","","",""
mturk_charts/no_data/multi_col/5581.png,"There continue to be wide differences across income categories in assessments of the impact of financial pressures , but health care costs is a top household financial pressure across all income levels . About half ( 53 % ) of households earning $ 100,000 or more a year say it affects their financial situations a lot ; about as many ( 52 % ) of those earning $ 30,000 a year or less say the same . On the impact of other pressures , there are some substantial differences across income groups . While about six - in - ten in lower income households say the prices of food and consumer goods impacts their finances a lot ( 59 % of those in households with incomes of less than $ 30,000 a year ) , four - in - ten of those in higher income households say the same ( 40 % of households making $ 75,000 annually or more ) .",same,"Compare the food price impact in the finances of different levels of income.",answer1,"While about six - in - ten in lower income households say the prices of food and consumer goods impacts their finances a lot ( 59 % of those in households with incomes of less than $ 30,000 a year ) , four - in - ten of those in higher income households say the same ( 40 % of households making $ 75,000 annually or more","While about six - in - ten in lower income households say the prices of food and consumer goods impacts their finances a lot ( 59 % of those in households with incomes of less than $ 30,000 a year ) , four - in - ten of those in higher income households say the same ( 40 % of households making $ 75,000 annually or more","","",""
mturk_charts/no_data/multi_col/5587.png,"The survey asked respondents whether they would go to live in another country , if they had the means and opportunity . At least four - in - ten in each sub - Saharan country surveyed answered yes , including roughly three - quarters of those surveyed in Ghana ( 75 % ) and Nigeria ( 74 % ) .",same,"What sub-Saharan people think about living in another country?",answer1,"The survey asked respondents whether they would go to live in another country , if they had the means and opportunity At least four - in - ten in each sub - Saharan country surveyed answered yes , including roughly three - quarters of those surveyed in Ghana ( 75 % ) and Nigeria ( 74 % ) .","The survey asked respondents whether they would go to live in another country , if they had the means and opportunity At least four - in - ten in each sub - Saharan country surveyed answered yes , including roughly three - quarters of those surveyed in Ghana ( 75 % ) and Nigeria ( 74 % ) .",".","",""
mturk_charts/no_data/multi_col/5588.png,"Pressures related to economic well - being and insecurity may help to explain why , beyond a general willingness to migrate , substantial shares of sub - Saharan Africans say they actually plan to move to another country in the next five years . Among the six countries polled , the share with plans to migrate ranges from roughly four - in - ten or more in Senegal ( 44 % ) , Ghana ( 42 % ) and Nigeria ( 38 % ) to fewer than one - in - ten in Tanzania ( 8 % ) .",same,"Compare the rates of people who would move to another country in different sub-Saharan countries.",answer1,"Among the six countries polled , the share with plans to migrate ranges from roughly four - in - ten or more in Senegal ( 44 % ) , Ghana ( 42 % ) and Nigeria ( 38 % ) to fewer than one - in - ten in Tanzania ( 8 % )","Among the six countries polled , the share with plans to migrate ranges from roughly four - in - ten or more in Senegal ( 44 % ) , Ghana ( 42 % ) and Nigeria ( 38 % ) to fewer than one - in - ten in Tanzania ( 8 % )","","",""
mturk_charts/no_data/multi_col/5590.png,"Higher shares of adults in Senegal and South Africa say they have friends or relatives they stay in touch with regularly in Europe than say this about friends or relatives in the U.S. Meanwhile , in Ghana , Nigeria and Tanzania , people have friends or relatives they stay in touch with in Europe and the U.S. at about the same rate . In Kenya , a higher share of people have contacts in the United States .",same,"What is the trend of people have friends or relatives that stay in touch with regularly?",answer1,"Higher shares of adults in Senegal and South Africa say they have friends or relatives they stay in touch with regularly in Europe than say this about friends or relatives in the U.S. Meanwhile , in Ghana , Nigeria and Tanzania , people have friends or relatives they stay in touch with in Europe and the U.S. at about the same rate . In Kenya , a higher share of people have contacts in the United States","Higher shares of adults in Senegal and South Africa say they have friends or relatives they stay in touch with regularly in Europe than say this about friends or relatives in the U.S. Meanwhile , in Ghana , Nigeria and Tanzania , people have friends or relatives they stay in touch with in Europe and the U.S. at about the same rate . In Kenya , a higher share of people have contacts in the United States","Higher shares adults Senegal and South Africa say they friends or relatives they stay touch with regularly Europe than say this about friends or relatives U.S. Meanwhile Ghana Nigeria and Tanzania friends or relatives they stay touch with Europe and U.S. at about same rate .","",""
mturk_charts/no_data/multi_col/5596.png,"While these 30 Facebook pages with a self - described focus on a science - related area cover a range of topics , just 29 % of the Facebook posts from these pages had a focus or “ frame ” around information about new scientific discoveries . Some pages used a new - discovery frame in the bulk of their posts . For example , that was true of ScienceAlert , IFLScience , NASA Earth and New Scientist . But that framing was rare on other pages . Across the 30 pages , other frames were evident when researchers coded a representative sample of the posts . Fully 21 % of posts featured the practical applications of science information , relying on a “ news you can use ” frame . Another 16 % of posts were promotions or advertisements for media or events , 12 % of posts were aimed at explaining a science - related concept , and the remainder used some other frame .",same,"What is the proportion of Facebook posts on 30 science-related pages using each frame?",new_answer,"While these 30 Facebook pages with a self - described focus on a science - related area cover a range of topics , just 29 % of the Facebook posts from these pages had a focus or “ frame ” around information about new scientific discoveries . Fully 21 % of posts featured the practical applications of science information , relying on a “ news you can use ” frame . Another 16 % of posts were promotions or advertisements for media or events , 12 % of posts were aimed at explaining a science - related concept , and the remainder used some other frame .","While these 30 Facebook pages with a self - described focus on a science - related area cover a range of topics , just 29 % of the Facebook posts from these pages had a focus or “ frame ” around information about new scientific discoveries . Fully 21 % of posts featured the practical applications of science information , relying on a “ news you can use ” frame . Another 16 % of posts were promotions or advertisements for media or events , 12 % of posts were aimed at explaining a science - related concept , and the remainder used some other frame .","","",""
mturk_charts/no_data/multi_col/5592.png,"Slightly more than half of U.S. adults ( 54 % ) said in a Pew Research Center survey conducted in May 2017 that they were somewhat or very worried about the development of driverless vehicles , while 40 % said they were at least somewhat enthusiastic about it . A majority of U.S. adults ( 56 % ) also said they would not personally want to ride in a driverless car if they had the opportunity , compared with 44 % who would . The most common reasons cited by Americans who said they would not personally want to ride in a self - driving car were a lack of trust or fear of giving up control to a machine ( 42 % ) and other specific safety concerns ( 30 % ) . Among those who said they would want to ride in a self - driving car , the largest share ( 37 % ) cited a love of technology and/or a desire for an exciting or new experience . Another 17 % pointed to safety in the belief that a driverless car would be safer than a car driven by a human .",same,"What is the opinion of driverless vehicles in the U.S?",answer2,"Slightly more than half of U.S. adults ( 54 % ) said in a Pew Research Center survey conducted in May 2017 that they were somewhat or very worried about the development of driverless vehicles , while 40 % said they were at least somewhat enthusiastic about it . A majority of U.S. adults ( 56 % ) also said they would not personally want to ride in a driverless car if they had the opportunity , compared with 44 % who would . The most common reasons cited by Americans who said they would not personally want to ride in a self - driving car were a lack of trust or fear of giving up control to a machine ( 42 % ) and other specific safety concerns ( 30 % ) . Among those who said they would want to ride in a self - driving car , the largest share ( 37 % ) cited a love of technology and/or a desire for an exciting or new experience . Another 17 % pointed to safety in the belief that a driverless car would be safer than a car driven by a human","Slightly more than half of U.S. adults ( 54 % ) said in a Pew Research Center survey conducted in May 2017 that they were somewhat or very worried about the development of driverless vehicles , while 40 % said they were at least somewhat enthusiastic about it . A majority of U.S. adults ( 56 % ) also said they would not personally want to ride in a driverless car if they had the opportunity , compared with 44 % who would . The most common reasons cited by Americans who said they would not personally want to ride in a self - driving car were a lack of trust or fear of giving up control to a machine ( 42 % ) and other specific safety concerns ( 30 % ) . Among those who said they would want to ride in a self - driving car , the largest share ( 37 % ) cited a love of technology and/or a desire for an exciting or new experience . Another 17 % pointed to safety in the belief that a driverless car would be safer than a car driven by a human","","",""
mturk_charts/no_data/multi_col/5601.png,"While a majority of voters ( 69 % ) are white non - Hispanics , nonwhite voters now make up an increasing share of all voters : 29 % of registered voters are African American , Hispanic or Asian American or belong to another race , up from 16 % in 1997 . Nonwhites constitute nearly four - in - ten Democratic voters ( 39 % ) , compared with 24 % two decades ago . The GOP coalition also has become more racially and ethnically diverse , but nonwhites make up only 14 % of Republican voters , up from 8 % in 1997 . The educational makeup of the two parties ’ electorates also has changed substantially over the past two decades . When race and education are taken into account , white voters who do to not have a college degree make up a diminished share of Democratic registered voters . White voters who do not have a four - year degree now constitute just a third of Democratic voters , down from 56 % two decades ago . By contrast , non - college white voters continue to make up a majority of Republican and Republican - leaning registered voters ( 59 % now , 66 % in 1997 ) .",same,"Compare voters distribution among different races.",same,"While a majority of voters ( 69 % ) are white non - Hispanics , nonwhite voters now make up an increasing share of all voters : 29 % of registered voters are African American , Hispanic or Asian American or belong to another race , up from 16 % in 1997","While a majority of voters ( 69 % ) are white non - Hispanics , nonwhite voters now make up an increasing share of all voters : 29 % of registered voters are African American , Hispanic or Asian American or belong to another race , up from 16 % in 1997","","",""
