img_path,summary,question_resolution,question,answer_resolution,abstractive_answer,extractive_answer,decontextualizated_text_added,decontextualizated_text_removed,extra_added_text
mturk_charts/no_data/multi_col/9311.png,"However , independents who lean toward the Republican and Democratic parties – unlike those who identify as partisans – hold very different views . By a 58%-32 % margin , independents who lean Republican say that Apple should unlock the iPhone . By contrast , 55 % of Democratic leaners say Apple should not unlock the iPhone , while 34 % say that they should . Across age groups , adults ages 18 - 29 are divided over what Apple should do : 47 % say the company should unlock the iPhone , while about as many ( 43 % ) say it should not unlock the phone to ensure the privacy of its other users . Among adults age 30 and older , somewhat more say Apple should unlock rather than not unlock the San Bernardino suspect ’s iPhone . By a 54%-27 % margin , those 65 and older think Apple should unlock the phone ; 18 % do not offer a view .",same,What are the opinions about Apple unlocking San Bernardino suspect's iPhone among different ages?,answer2,"However , independents who lean toward the Republican and Democratic parties – unlike those who identify as partisans – hold very different views . By a 58%-32 % margin , independents who lean Republican say that Apple should unlock the iPhone . By contrast , 55 % of Democratic leaners say Apple should not unlock the iPhone , while 34 % say that they should Across age groups , adults ages 18 - 29 are divided over what Apple should do : 47 % say the company should unlock the iPhone , while about as many ( 43 % ) say it should not unlock the phone to ensure the privacy of its other users . Among adults age 30 and older , somewhat more say Apple should unlock rather than not unlock the San Bernardino suspect ’s iPhone . By a 54%-27 % margin , those 65 and older think Apple should unlock the phone ; 18 % do not offer a view","However , independents who lean toward the Republican and Democratic parties – unlike those who identify as partisans – hold very different views . By a 58%-32 % margin , independents who lean Republican say that Apple should unlock the iPhone . By contrast , 55 % of Democratic leaners say Apple should not unlock the iPhone , while 34 % say that they should Across age groups , adults ages 18 - 29 are divided over what Apple should do : 47 % say the company should unlock the iPhone , while about as many ( 43 % ) say it should not unlock the phone to ensure the privacy of its other users . Among adults age 30 and older , somewhat more say Apple should unlock rather than not unlock the San Bernardino suspect ’s iPhone . By a 54%-27 % margin , those 65 and older think Apple should unlock the phone ; 18 % do not offer a view",,,
mturk_charts/no_data/multi_col/9315.png,"For people who do have online access , social networking is popular nearly everywhere , but especially in the emerging world . For example , nearly nine - in - ten online Jordanians , Indonesians , Filipinos and Venezuelans report using social networks . This compares with only 57 % of online French , 54 % of online South Koreans and half of online Germans . This also means that among internet users , social networking is more popular in the Middle East and Latin America than it is in the U.S. and Europe . Internet access is strongly tied to per - capita national income . Richer countries in the survey tend to have higher rates of internet access or smartphone ownership compared with poorer nations . This also holds true when emerging and developing nations are compared with each other . While there is a strong correlation in this relationship , as middle - income countries approach total internet saturation it is likely that this association will diminish .",same,What are opinions about the relation between internet access and per - capita income?,answer2,"For people who do have online access , social networking is popular nearly everywhere , but especially in the emerging world . For example , nearly nine - in - ten online Jordanians , Indonesians , Filipinos and Venezuelans report using social networks . This compares with only 57 % of online French , 54 % of online South Koreans and half of online Germans . This also means that among internet users , social networking is more popular in the Middle East and Latin America than it is in the U.S. and Europe . Internet access is strongly tied to per - capita national income . Richer countries in the survey tend to have higher rates of internet access or smartphone ownership compared with poorer nations . This also holds true when emerging and developing nations are compared with each other . While there is a strong correlation in this relationship , as middle - income countries approach total internet saturation it is likely that this association will diminish","For people who do have online access , social networking is popular nearly everywhere , but especially in the emerging world . For example , nearly nine - in - ten online Jordanians , Indonesians , Filipinos and Venezuelans report using social networks . This compares with only 57 % of online French , 54 % of online South Koreans and half of online Germans . This also means that among internet users , social networking is more popular in the Middle East and Latin America than it is in the U.S. and Europe . Internet access is strongly tied to per - capita national income . Richer countries in the survey tend to have higher rates of internet access or smartphone ownership compared with poorer nations . This also holds true when emerging and developing nations are compared with each other . While there is a strong correlation in this relationship , as middle - income countries approach total internet saturation it is likely that this association will diminish",,,
mturk_charts/no_data/multi_col/9332.png,"Last March , more than a year before the first primaries , more voters valued a hypothetical candidate with “ experience and a proven record ” ( 50 % ) than one who had “ new ideas and a different approach ” ( 43 % ) . Just six months later , those numbers had flipped – 55 % said it was more important for a candidate to have new ideas , while 37 % valued experience and a proven record .",same,"In last March, what opinion do the voters have about what is important in a candidate?",answer2,"Last March , more than a year before the first primaries , more voters valued a hypothetical candidate with “ experience and a proven record ” ( 50 % ) than one who had “ new ideas and a different approach ” ( 43 % ) . Just six months later , those numbers had flipped – 55 % said it was more important for a candidate to have new ideas , while 37 % valued experience and a proven record","Last March , more than a year before the first primaries , more voters valued a hypothetical candidate with “ experience and a proven record ” ( 50 % ) than one who had “ new ideas and a different approach ” ( 43 % ) . Just six months later , those numbers had flipped – 55 % said it was more important for a candidate to have new ideas , while 37 % valued experience and a proven record",,,
mturk_charts/no_data/multi_col/9337.png,"Fewer Mexicans are migrating to the U.S. today than in the past . In fact , more Mexicans left than came to the U.S since the end of the Great Recession . Between 2009 and 2014 , 870,000 Mexican nationals left Mexico to come to the U.S. , down from the 2.9 million who left Mexico for the U.S. between 1995 and 2000 . Of those moving back to Mexico , many cite family as the reason for their return . About 1 million Mexican immigrants and their U.S.-born children moved from the U.S. to Mexico between 2009 and 2014 , and 61 % said they had done so to reunite with family or to start a family , according to the 2014 Mexican National Survey of Demographic Dynamics .",same,What is the rate of Mexican nationals left Mexico to come to US changed since 2000 ?,answer2,"Between 2009 and 2014 , 870,000 Mexican nationals left Mexico to come to the U.S. , down from the 2.9 million who left Mexico for the U.S. between 1995 and 2000 .","Between 2009 and 2014 , 870,000 Mexican nationals left Mexico to come to the U.S. , down from the 2.9 million who left Mexico for the U.S. between 1995 and 2000 .",.,,
mturk_charts/no_data/multi_col/9338.png,"The share of 18- to 24 - year - olds who report having used online dating has nearly tripled in the last two years . Today 27 % of these young adults report that they have done so , up from just 10 % in early 2013 . Meanwhile , the share of 55- to 64 - year - olds who use online dating has doubled over the same time period ( from 6 % in 2013 to 12 % in 2015 ) .",same,What are opinions do the public have in using online dating sites among young adults changed since 2013 ?,answer2,"The share of 18- to 24 - year - olds who report having used online dating has nearly tripled in the last two years . Today 27 % of these young adults report that they have done so , up from just 10 % in early 2013 .","The share of 18- to 24 - year - olds who report having used online dating has nearly tripled in the last two years . Today 27 % of these young adults report that they have done so , up from just 10 % in early 2013 .",,,
mturk_charts/no_data/multi_col/9340.png,"But despite these reservations , those who have personally used online dating themselves – or know someone who does – tend to have much more positive attitudes compared to those with little direct exposure to online dating or online daters . For instance , just 55 % of non - users agree that online dating is a good way to meet people , while six - in - ten agree that online dating is more dangerous than other ways of meeting people .",same,What is the opinion about online dating by the people who never used online dating ?,answer2,"just 55 % of non - users agree that online dating is a good way to meet people , while six - in - ten agree that online dating is more dangerous than other ways of meeting people .","just 55 % of non - users agree that online dating is a good way to meet people , while six - in - ten agree that online dating is more dangerous than other ways of meeting people .",,,
mturk_charts/no_data/multi_col/9345.png,"The economic differences within parties are striking . Republicans and Republican leaners with family incomes of $ 100,000 or more are more likely than any other income group in either party to say the system is fair to most Americans : 60 % of Republicans with incomes of at least $ 100,000 express this view , compared with no more than about four - in - ten Republicans in lower income categories . Among Democrats , the pattern is reversed . Higher - income Democrats and Democratic leaners are the most likely to say the economic system in this country unfairly favors powerful interests : 82 % of Democrats with a household income of $ 100,000 or more say this ; just 17 % say the system is typically fair to “ most Americans . ”",same,What opinions do the High income Republicans have?,answer2,"The economic differences within parties are striking . Republicans and Republican leaners with family incomes of $ 100,000 or more are more likely than any other income group in either party to say the system is fair to most Americans : 60 % of Republicans with incomes of at least $ 100,000 express this view , compared with no more than about four - in - ten Republicans in lower income categories . Among Democrats , the pattern is reversed . Higher - income Democrats and Democratic leaners are the most likely to say the economic system in this country unfairly favors powerful interests : 82 % of Democrats with a household income of $ 100,000 or more say this ; just 17 % say the system is typically fair to “ most Americans . ”","The economic differences within parties are striking . Republicans and Republican leaners with family incomes of $ 100,000 or more are more likely than any other income group in either party to say the system is fair to most Americans : 60 % of Republicans with incomes of at least $ 100,000 express this view , compared with no more than about four - in - ten Republicans in lower income categories . Among Democrats , the pattern is reversed . Higher - income Democrats and Democratic leaners are the most likely to say the economic system in this country unfairly favors powerful interests : 82 % of Democrats with a household income of $ 100,000 or more say this ; just 17 % say the system is typically fair to “ most Americans . ”",,,
mturk_charts/no_data/multi_col/9349.png,"Among this group , Democrats and Democratic - leaning Millennials are far more likely than Republican and Republican - leaning Millennials to learn about the election via social media , the new analysis finds . Nearly three - quarters ( 74 % ) of Millennial Democrats who say they are very likely to participate in their state ’s primary or caucus learned about the 2016 presidential election through a social networking site . This is starkly higher than the 50 % of Millennial Republicans who say they are very likely to participate . These party differences were not found in other generations .",same,What opinion do millennials have about Dems election from social media?,answer2,Nearly three - quarters ( 74 % ) of Millennial Democrats who say they are very likely to participate in their state ’s primary or caucus learned about the 2016 presidential election through a social networking site . This is starkly higher than the 50 % of Millennial Republicans who say they are very likely to participate . These party differences were not found in other generations .,Nearly three - quarters ( 74 % ) of Millennial Democrats who say they are very likely to participate in their state ’s primary or caucus learned about the 2016 presidential election through a social networking site . This is starkly higher than the 50 % of Millennial Republicans who say they are very likely to participate . These party differences were not found in other generations .,(,"Among this group , and Democratic leaning Millennials far more Republican and Republican leaning Millennials learn via media , new analysis finds",
mturk_charts/no_data/multi_col/9356.png,"What does it take to be considered part of the middle class these days ? The vast majority of American adults agree that a secure job and the ability to save money for the future are essential . The public is more evenly split when it comes to owning a home and having the time and money to travel for vacation . But one thing is now less likely to be seen as a requirement : a college education . While the economic gap between college graduates and those with a high school education or less has never been greater , the share of adults saying a college education is necessary to be middle class has actually fallen since 2012 , from 37 % to 30 % , according to a Pew Research Center survey conducted Dec. 8 - 13 , 2015 .",same,What are opinions about the requirements to be middle class?,answer2,"The public is more evenly split when it comes to owning a home and having the time and money to travel for vacation . But one thing is now less likely to be seen as a requirement : a college education . While the economic gap between college graduates and those with a high school education or less has never been greater , the share of adults saying a college education is necessary to be middle class has actually fallen since 2012 , from 37 % to 30 % , according to a Pew Research Center survey conducted Dec. 8 - 13 , 2015 .","The public is more evenly split when it comes to owning a home and having the time and money to travel for vacation . But one thing is now less likely to be seen as a requirement : a college education . While the economic gap between college graduates and those with a high school education or less has never been greater , the share of adults saying a college education is necessary to be middle class has actually fallen since 2012 , from 37 % to 30 % , according to a Pew Research Center survey conducted Dec. 8 - 13 , 2015 .",,What does take considered part these days ? vast majority American agree that secure job ability save future are essential,
mturk_charts/no_data/multi_col/9391.png,"Blacks are far more likely to view revamping the criminal justice system as a key goal than are whites and Hispanics . Nearly three - quarters of blacks ( 73 % ) say this should be a top priority , compared with 48 % of Hispanics and just 39 % of whites .",same,"why should Blacks give greater priority to criminal justice reform than whites, Hispanics?",answer2,"Blacks are far more likely to view revamping the criminal justice system as a key goal than are whites and Hispanics . Nearly three - quarters of blacks ( 73 % ) say this should be a top priority , compared with 48 % of Hispanics and just 39 % of whites .","Blacks are far more likely to view revamping the criminal justice system as a key goal than are whites and Hispanics . Nearly three - quarters of blacks ( 73 % ) say this should be a top priority , compared with 48 % of Hispanics and just 39 % of whites .",,,
