img_path,summary,question_resolution,question,answer_resolution,abstractive_answer,extractive_answer,decontextualizated_text_added,decontextualizated_text_removed,extra_added_text
mturk_charts/no_data/multi_col/6563.png,"In total , about 1.1 million unauthorized immigrants are eligible for the benefits , according to a 2014 Pew Research Center estimate , which means that about 78 % of those potentially eligible have applied to the program . The total reflects the number of applications during the life of the program , not the number of applications approved or immigrants currently receiving benefits . Several U.S. senators who support the bill represent states with some of the highest number of DACA recipients , including California , Illinois and Arizona . California alone has 222,795 initial DACA recipients , the highest in the nation , followed by Texas ( 124,300 ) and Illinois ( 42,376 ) .",same,How are unauthorized immigrants receiving DACA benefits in different states?,answer1,"California alone has 222,795 initial DACA recipients , the highest in the nation , followed by Texas ( 124,300 ) and Illinois ( 42,376 ) .California alone has 222,795 initial DACA recipients , the highest in the nation , followed by Texas ( 124,300 ) and Illinois ( 42,376 )","California alone has 222,795 initial DACA recipients , the highest in the nation , followed by Texas ( 124,300 ) and Illinois ( 42,376 ) .","California alone has 222,795 initial DACA recipients highest in nation followed by Texas ( 124,300 ) and Illinois ( 42,376 ) .",total about 1.1 million unauthorized immigrants are eligible for benefits according to a 2014 Pew Research Center estimate which means that about 78 % of those potentially eligible have applied to program,"California alone has 222,795 initial DACA recipients , the highest in the nation , followed by Texas ( 124,300 ) and Illinois ( 42,376 )"
mturk_charts/no_data/multi_col/6566.png,"In addition to these core religious beliefs , 69 % of U.S. Muslims also put a premium on working for justice and equality in society , and 62 % consider it essential to safeguard the environment . The importance of the environment is even more prominent among those who say religion is very important in their lives ; 68 % of this group say protecting the environment is essential to their Muslim identity , compared with only half ( 51 % ) of those who say religion is less important to them . About half ( 48 % ) of U.S. Muslims say eating halal ( religiously sanctioned ) food is essential to their religious identity , and 44 % say the same about dressing modestly . Modest dress is more important to women ( 52 % ) than men ( 36 % ) .",same,How is Modest dressing important among American Muslim men and women?,answer1,Modest dress is more important to women ( 52 % ) than men ( 36 % ),Modest dress is more important to women ( 52 % ) than men ( 36 % ),,,
mturk_charts/no_data/multi_col/6567.png,"About eight - in - ten adults ( 78 % ) feel that public libraries help them find information that is trustworthy and reliable and 76 % say libraries help them learn new things . Also , 56 % believe libraries help them get information that aids with decisions they have to make . A large majority of Millennials ( 87 % ) say the library helps them find information that is trustworthy and reliable , compared with 74 % of Baby Boomers ( ages 52 to 70 ) who say the same . More than eight - in - ten Millennials ( 85 % ) credit libraries with helping them learn new things , compared with 72 % of Boomers . And just under two - thirds ( 63 % ) of Millennials say the library helps them get information that assists with decisions they have to make , compared with 55 % of Boomers .",same,What is the opinion of adult on whether public libraries give trustworthy information and help in learning new things?,same,About eight - in - ten adults ( 78 % ) feel that public libraries help them find information that is trustworthy and reliable and 76 % say libraries help them learn new things,About eight - in - ten adults ( 78 % ) feel that public libraries help them find information that is trustworthy and reliable and 76 % say libraries help them learn new things,,,
mturk_charts/no_data/multi_col/6574.png,"The survey finds that most Republicans and Republican leaners favor Trump listening more to members of the party with experience in government . Nearly six - in - ten ( 58 % ) say Trump should listen more to Republicans who have experience working in government , while 34 % say he should listen less . However , conservative Republicans ( 52 % ) are less likely than moderate and liberal Republicans ( 70 % ) to say Trump needs to listen more to members of the GOP with experience in government .",same,What is the opinion of people on whether Trump should listen more to Experienced Republicans in government?,answer1,"58 % say Trump should listen more to Republicans who have experience working in government , while 34 % say he should listen less .","58 % say Trump should listen more to Republicans who have experience working in government , while 34 % say he should listen less .","Trump , .",Nearly six - - ten ( ) class='chrome-extension-mutihighlight chrome-extension-mutihighlight-style-6'>Trump,
mturk_charts/no_data/multi_col/6575.png,"A separate survey , conducted on Pew Research Center ’s nationally representative American Trends Panel , finds stark divisions between those who approve and those who disapprove of Trump ’s job performance in their impressions of the president . This survey , conducted online Aug. 8 - 21 among 4,971 adults , asked respondents to describe in their own words what they like most about Trump and their biggest concern about how he is handling his job as president . For a sample of responses , see verbatim on positive and negative impressions of Trump ’s presidency . Trump ’s personality is mentioned quite often both positively and negatively . Among those who approve of Trump ’s job performance ( 36 % of the public ) , more than half ( 54 % ) volunteer something about his personality or general approach as what they like most ; mentions of Trump ’s policies or agenda are a distant second , at 14 % .",same,Why do people like Trump?,answer1,"Among those who approve of Trump ’s job performance ( 36 % of the public ) , more than half ( 54 % ) volunteer something about his personality or general approach as what they like most ; mentions of Trump ’s policies or agenda are a distant second , at 14 % .","Among those who approve of Trump ’s job performance ( 36 % of the public ) , more than half ( 54 % ) volunteer something about his personality or general approach as what they like most ; mentions of Trump ’s policies or agenda are a distant second , at 14 % .",Trump Trump,class='chrome-extension-mutihighlight chrome-extension-mutihighlight-style-6'>Trump class='chrome-extension-mutihighlight chrome-extension-mutihighlight-style-6'>Trump class='chrome-extension-mutihighlight chrome-extension-mutihighlight-style-6'>Trump class='chrome-extension-mutihighlight chrome-extension-mutihighlight-style-6'>Trump class='chrome-extension-mutihighlight chrome-extension-mutihighlight-style-6'>Trump,
mturk_charts/no_data/multi_col/6577.png,"Public more confident in Trump on trade than on immigration , nuclear weapons . In the Aug.15 - 21 telephone survey , half of Americans say they are very or somewhat confident in Trump to negotiate favorable trade agreements with other countries ; nearly as many ( 46 % ) are at least somewhat confident he can make good appointments to federal courts . Trump draws less confidence in his ability to make wise decisions about immigration and the use of nuclear weapons ( 40 % each ) . Majorities say they are not too or not at all confident in Trump ’s handling of these two issues .",same,How confident are Americans on Trump's negotiation abilities with other countries?,answer1,half of Americans say they are very or somewhat confident in Trump to negotiate favorable trade agreements with other countries .,half of Americans say they are very or somewhat confident in Trump to negotiate favorable trade agreements with other countries .,Trump .,the Aug.15 - 21 telephone survey class='chrome-extension-mutihighlight chrome-extension-mutihighlight-style-6'>Trump,
mturk_charts/no_data/multi_col/6376.png,"Adults with lower incomes and less education are more likely to place a high value on a spouse or partner ’s ability to provide for a family – whether that spouse is a man or a woman . Roughly eight - in - ten adults ages 25 and older ( 81 % ) with no education beyond high school say that , for a man to be a good husband or partner , being able to support a family financially is very important . Among those with some college experience 72 % say this , and the share is smaller still among those with a four - year college degree ( 62 % ) . The pattern is similar when it comes to a woman being a good wife or partner . Four - in - ten high school graduates say being able to financially support a family is very important , compared with 29 % of those with some college and 25 % of those with a bachelor ’s degree or higher .",same,What is the opinion of adults aged 25 and above on whether a man supporting his family financially is important?,same,"Roughly eight - in - ten adults ages 25 and older ( 81 % ) with no education beyond high school say that , a man being able to support a family financially is very important . Among those with some college experience 72 % say this , and the share is smaller still among those with a four - year college degree ( 62 % ) .","Roughly eight - in - ten adults ages 25 and older ( 81 % ) with no education beyond high school say that , a man being able to support a family financially is very important . Among those with some college experience 72 % say this , and the share is smaller still among those with a four - year college degree ( 62 % ) .",Among those some college experience 72 this the share smaller still among those four year college degree 62,for be good husband or partner,
mturk_charts/no_data/multi_col/6382.png,"On the political front , Germany ’s mainstream parties enjoy widespread support . A 58 % majority have a favorable opinion of Merkel ’s center - right Christian Democratic Union ( CDU ) and a 68 % majority like the center - left Social Democratic Party ( SPD ) . This stands in stark contrast to France , Greece , Italy , Spain and the UK , where all political parties tend to be unpopular .",same,How popular is SPD and CDU in Germany?,answer1,A 58 % majority have a favorable opinion of Merkel ’s center - right Christian Democratic Union ( CDU ) and a 68 % majority like the center - left Social Democratic Party ( SPD ) .,A 58 % majority have a favorable opinion of Merkel ’s center - right Christian Democratic Union ( CDU ) and a 68 % majority like the center - left Social Democratic Party ( SPD ) .,A 58 % majority have a favorable opinion of Merkel ’s center - right Christian Democratic Union ( CDU ) a 68 % majority like center - left Social Democratic Party ( SPD ),"This stands in stark contrast to France , Greece , Italy , Spain UK , where all political parties tend to be unpopular",
mturk_charts/no_data/multi_col/6393.png,"The number of Hispanics who speak Spanish at home is at an all - time high , though growth is slowing . A record 37 million Hispanics ages 5 and older speak Spanish at home , up from 25 million in 2000 . However , between 2010 and 2015 , this number grew at an annual average of 1.8 % , down from an annual average of 3.4 % between 2000 and 2010 . California continues to have the largest Latino population among states , but Texas is seeing a faster growth rate . In 2015 , 15.2 million Hispanics lived in California , a 39 % increase from 10.9 million in 2000 . Yet Texas has had even faster growth , with its Hispanic population increasing 60 % over the same period , from 6.7 million in 2000 to 10.7 million in 2015 . Meanwhile , Georgia ’s Hispanic population has more than doubled since 2000 , the fastest growth among the 10 states with the largest Hispanic populations .",same,How is Latino growing in the state with the fastest Latino growth?,answer1,"Georgia ’s Hispanic population has more than doubled since 2000 , the fastest growth among the 10 states with the largest Hispanic populations","Georgia ’s Hispanic population has more than doubled since 2000 , the fastest growth among the 10 states with the largest Hispanic populations",,Meanwhile,
mturk_charts/no_data/multi_col/6095.png,"Orthodox Christians have decreased as a share of the overall Christian population even as their numbers have more than doubled since 1910 , when there were 125 million of them . This decrease in share is due to the fact that the worldwide populations of Catholics , Protestants and other Christians have collectively almost quadrupled over the last century ( from 490 million in 1910 to 1.9 billion in 2010 ) . Roughly one - in - eight Christians ( 12 % ) are now Orthodox , down from one - in - five ( 20 % ) in 1910 .",same,How is the population changing of Orthodox Christians?,answer1,"Roughly one - in - eight Christians ( 12 % ) are now Orthodox , down from one - in - five ( 20 % ) in 1910 .","Roughly one - in - eight Christians ( 12 % ) are now Orthodox , down from one - in - five ( 20 % ) in 1910 .",,,
