img_path,"summary",question_resolution,"question",answer_resolution,"abstractive_answer","extractive_answer","decontextualizated_text_added","decontextualizated_text_removed","extra_added_text"
mturk_charts/no_data/multi_col/7093.png,"Support for the goals of the science marches is divided by political party . Republicans and Republican leaners oppose the goals of the science marches by a 47%-25 % margin ; some 29 % are undecided about their views . Democrats and Democratic leaners support the goals of the marches by a 68%-14 % margin , with 18 % undecided .",same,"What are the partisan views on science marches?",answer1,"Republicans and Republican leaners oppose the goals of the science marches by a 47%-25 % margin ; some 29 % are undecided about their views . Democrats and Democratic leaners support the goals of the marches by a 68%-14 % margin , with 18 % undecided .","Republicans and Republican leaners oppose the goals of the science marches by a 47%-25 % margin ; some 29 % are undecided about their views . Democrats and Democratic leaners support the goals of the marches by a 68%-14 % margin , with 18 % undecided .","","",""
mturk_charts/no_data/multi_col/7098.png,"Here , too , there are differences in views by party and age . Fully 68 % of Republicans and Republican - leaning independents think there has been too much media coverage of demonstrations , while 18 % think the amount of coverage has been about right and 11 % say there has been too little coverage . By contrast , 43 % of Democrats and Democratic leaners think there has been the right amount of coverage , 29 % think there has been too little and 26 % say there has been too much media coverage of demonstrations these days .",same,"What is the partisan views on media coverage of protests these days in the US?",same,"Fully 68 % of Republicans and Republican - leaning independents think there has been too much media coverage of demonstrations , while 18 % think the amount of coverage has been about right and 11 % say there has been too little coverage . 43 % of Democrats and Democratic leaners think there has been the right amount of coverage , 29 % think there has been too little and 26 % say there has been too much media coverage of demonstrations these days .","Fully 68 % of Republicans and Republican - leaning independents think there has been too much media coverage of demonstrations , while 18 % think the amount of coverage has been about right and 11 % say there has been too little coverage . 43 % of Democrats and Democratic leaners think there has been the right amount of coverage , 29 % think there has been too little and 26 % say there has been too much media coverage of demonstrations these days .","","By contrast",""
mturk_charts/no_data/multi_col/7108.png,"Roughly a quarter century after the end of the Soviet era , Russia retains substantial influence throughout many parts of Central and Eastern Europe . Indeed , Russia is widely viewed by the region ’s Orthodox Christians as an important counterweight to Western influences and as a global protector of Orthodox and ethnic Russian populations , according to a new Pew Research Center survey of 18 countries in Central and Eastern Europe . Majorities or pluralities in nearly all Orthodox - majority countries surveyed agree that a strong Russia is necessary to balance the influence of the West , and that Russia has an obligation to protect Orthodox Christians and ethnic Russians outside its borders .",same,"What are the views of different countries in the Orthodox on whether Russia is a necessary balance to the West influence?",same,"Majorities or pluralities in nearly all Orthodox - majority countries surveyed agree that a strong Russia is necessary to balance the influence of the West .","Majorities or pluralities in nearly all Orthodox - majority countries surveyed agree that a strong Russia is necessary to balance the influence of the West .",".",", and has an obligation protect Christians and ethnic Russians outside its borders",""
mturk_charts/no_data/multi_col/7281.png,"Overall , 54 % of Americans say they pay about the right amount in taxes , considering what they get from the federal government , while 40 % say they pay more than their fair share . Just 5 % believe they pay less than their fair share . Currently those in higher income families are more likely than those in lower income families to feel they are paying more than their fair share . About half ( 52 % ) of those with annual family incomes of $ 100,000 or more say they pay more than their fair share . By comparison , just 30 % of those with family incomes of less than $ 30,000 say they pay more than their fair share .",same,"How fair do Americans consider taxes?",answer1,"Overall , 54 % of Americans say they pay about the right amount in taxes , while 40 % say they pay more than their fair share . Just 5 % believe they pay less than their fair share . About half ( 52 % ) of those with annual family incomes of $ 100,000 or more say they pay more than their fair share . By comparison , just 30 % of those with family incomes of less than $ 30,000 say they pay more than their fair share .","Overall , 54 % of Americans say they pay about the right amount in taxes , while 40 % say they pay more than their fair share . Just 5 % believe they pay less than their fair share . About half ( 52 % ) of those with annual family incomes of $ 100,000 or more say they pay more than their fair share . By comparison , just 30 % of those with family incomes of less than $ 30,000 say they pay more than their fair share .","","considering what get from federal government Currently higher income families are likely lower income families to feel are paying",""
mturk_charts/no_data/multi_col/7287.png,"Military officers have considerably higher levels of educational attainment , on average , than enlisted personnel and U.S. adults . More than eight - in - ten DOD active - duty officers have at least a bachelor ’s degree , including 42 % who hold an advanced degree . They are four times as likely as average adults ages 18 to 44 to have completed a postgraduate degree . The educational profile of enlisted personnel is much different . The vast majority of enlisted personnel ( 92 % ) have completed high school or some college . This compares with 60 % of all U.S. adults ages 18 to 44 . Fewer than one - in - ten enlisted personnel ( 7 % ) have a bachelor ’s degree , compared with 19 % of all adults ages 18 to 44 .",same,"How is the education level of military officers?",answer1,"More than eight - in - ten DOD active - duty officers have at least a bachelor ’s degree , including 42 % who hold an advanced degree .","More than eight - in - ten DOD active - duty officers have at least a bachelor ’s degree , including 42 % who hold an advanced degree .","","Military considerably higher levels of educational attainment on average enlisted personnel and U.S. adults",""
mturk_charts/no_data/multi_col/7289.png,"By a wide margin ( 58 % to 36 % ) , Americans approve of the U.S. missile strikes against Syria in response to reports of the use of chemical weapons by Bashar al - Assad ’s government . By a comparable margin ( 61 % to 32 % ) , the public says that Donald Trump does not have a clear plan for dealing with the situation in Syria .",same,"How favorable are Americans on exploding Syria?",answer1,"By a wide margin ( 58 % to 36 % ) , Americans approve of the U.S. missile strikes against Syria .","By a wide margin ( 58 % to 36 % ) , Americans approve of the U.S. missile strikes against Syria .","","in response reports use chemical weapons by Bashar al - Assad ’s government comparable 61 32 public says that Donald Trump does not have clear plan for dealing with situation in",""
mturk_charts/no_data/multi_col/6327.png,"In the August survey , 36 % of all adults approve of the way Trump is handling his job as president , including 26 % who say they strongly approve . But among those who say white people do not benefit at all from advantages that black people do not have , 74 % approve of Trump , with 60 % approving strongly . Among those who say white people do not benefit too much from advantages that blacks do not have , a smaller majority ( 57 % ) approve of Trump ’s job performance , including 39 % who strongly approve .",same,"Describe the racism issue among Trump supporters.",answer1,"among those who say white people do not benefit at all from advantages that black people do not have , 74 % approve of Trump , with 60 % approving strongly . Among those who say white people do not benefit too much from advantages that blacks do not have , a smaller majority ( 57 % ) approve of Trump ’s job performance , including 39 % who strongly approve .","among those who say white people do not benefit at all from advantages that black people do not have , 74 % approve of Trump , with 60 % approving strongly . Among those who say white people do not benefit too much from advantages that blacks do not have , a smaller majority ( 57 % ) approve of Trump ’s job performance , including 39 % who strongly approve .","","In the August survey 36 adults the way is handling his as president 26 they But",""
mturk_charts/no_data/multi_col/6328.png,"About a quarter of U.S. adults ( 24 % ) say tax rates on corporations and large businesses should be lowered , while roughly twice as many ( 52 % ) say they should be raised . Another 21 % say corporate tax rates should be kept the same as they are now .",same,"How do Americans see taxes rates policies?",same,"About a quarter of U.S. adults ( 24 % ) say tax rates on corporations and large businesses should be lowered , while roughly twice as many ( 52 % ) say they should be raised . Another 21 % say corporate tax rates should be kept the same as they are now .","About a quarter of U.S. adults ( 24 % ) say tax rates on corporations and large businesses should be lowered , while roughly twice as many ( 52 % ) say they should be raised . Another 21 % say corporate tax rates should be kept the same as they are now .","","",""
mturk_charts/no_data/multi_col/6329.png,"Democrats , regardless of ideology , support higher tax rates on corporations . But while 70 % of liberal Democrats say tax rates on household incomes over $ 250,000 should be raised , fewer than half of conservative and moderate Democrats ( 46 % ) say the same .",same,"What is Democrats' opinion on whether over $250.000 household income should be raised as well?",answer1,"while 70 % of liberal Democrats say tax rates on household incomes over $ 250,000 should be raised , fewer than half of conservative and moderate Democrats ( 46 % ) say the same .","while 70 % of liberal Democrats say tax rates on household incomes over $ 250,000 should be raised , fewer than half of conservative and moderate Democrats ( 46 % ) say the same .","","regardless ideology support higher corporations But",""
mturk_charts/no_data/multi_col/6591.png,"Six - in - ten adults say the public K-12 education system has a lot of responsibility in making sure the U.S. workforce has the right skills and education to be successful in today ’s economy , according to a Pew Research Center survey conducted in association with the Markle Foundation in 2016 . The only entity or institution that more people say has a lot of responsibility is “ individuals themselves , ” cited by 72 % of adults . Americans express a bit more ambivalence toward the role of colleges and universities in workforce preparation , with around half of adults ( 52 % ) saying these higher - education institutions should have a lot of responsibility in making sure workers have the right skills and education to succeed . About half ( 49 % ) say employers should have a lot of responsibility in this role , but people are less likely to assign a lot of responsibility to state ( 40 % ) and federal governments ( 35 % ) .",same,"What do adults say about the public K-12 education system?",same,"Six - in - ten adults say the public K-12 education system has a lot of responsibility in making sure the U.S. workforce has the right skills and education to be successful in today ’s economy .","Six - in - ten adults say the public K-12 education system has a lot of responsibility in making sure the U.S. workforce has the right skills and education to be successful in today ’s economy .",".",", according Pew Research Center survey conducted association with Markle Foundation 2016",""
