img_path,"summary",question_resolution,"question",answer_resolution,"abstractive_answer","extractive_answer","decontextualizated_text_added","decontextualizated_text_removed","extra_added_text"
mturk_charts/no_data/multi_col/6789.png,"Witnessing online harassment has led some bystanders to change their online behavior . Roughly one - quarter of Americans ( 27 % ) say they have chosen not to post something after witnessing online harassment , while a similar share ( 28 % ) say they adjusted their privacy settings after seeing this type of online behavior . Some users report going a step further : 13 % of U.S. adults have stopped using an online service altogether after seeing others being harassed .",same,"Describe how Americans are reacting to online harassment.",answer1,"Roughly one - quarter of Americans ( 27 % ) say they have chosen not to post something after witnessing online harassment , while a similar share ( 28 % ) say they adjusted their privacy settings after seeing this type of online behavior . 13 % of U.S. adults have stopped using an online service altogether after seeing others being harassed","Roughly one - quarter of Americans ( 27 % ) say they have chosen not to post something after witnessing online harassment , while a similar share ( 28 % ) say they adjusted their privacy settings after seeing this type of online behavior . 13 % of U.S. adults have stopped using an online service altogether after seeing others being harassed","","Some users report going step further :",""
mturk_charts/no_data/multi_col/6802.png,"Yet even as partisan divides in views of some of these institutions have widened in recent years , the public ’s overall evaluations are little changed . Majorities of Americans say churches and religious organizations ( 59 % ) and colleges and universities ( 55 % ) have a positive effect . Nearly half ( 47 % ) say labor unions have a positive impact ; 32 % see their impact negatively . Views of the impact of banks and other financial institutions are more negative ( 46 % ) than positive ( 39 % ) . And by roughly two - to - one ( 63 % to 28 % ) , more Americans say that the national news media has a negative than positive effect on the way things are going in the country .",same,"What is the Americans' view about the national news media?",answer1,"by roughly two - to - one ( 63 % to 28 % ) , more Americans say that the national news media has a negative than positive effect on the way things are going in the country","by roughly two - to - one ( 63 % to 28 % ) , more Americans say that the national news media has a negative than positive effect on the way things are going in the country","","And",""
mturk_charts/no_data/multi_col/6808.png,"Among Republicans and Republican leaners , younger adults have much more positive views of colleges and universities than older adults . About half ( 52 % ) of Republicans ages 18 to 29 say colleges and universities have a positive impact on the country , compared with just 27 % of those 65 and older . By contrast , there are no significant differences in views among Democrats by age , with comparable majorities of all age groups saying colleges and universities have a positive impact .",same,"Describe Republicans' opinion on impact of colleges in the country.",same,"About half ( 52 % ) of Republicans ages 18 to 29 say colleges and universities have a positive impact on the country , compared with just 27 % of those 65 and older .","About half ( 52 % ) of Republicans ages 18 to 29 say colleges and universities have a positive impact on the country , compared with just 27 % of those 65 and older .",".","",""
mturk_charts/no_data/multi_col/6747.png,"Young adults – those younger than 35 – continue to be the most likely of all age groups to rent . In 2016 , 65 % of households headed by people younger than 35 were renting , up from 57 % in 2006 . Rental rates have also risen notably among those ages 35 to 44 . In 2016 , about four - in - ten ( 41 % ) households headed by someone in this age range were renting , up from 31 % in 2006 .",same,"Describe house ownership situation of people from 35 to 44 years.",answer1,"In 2016 , about four - in - ten ( 41 % ) households headed by someone in this age range were renting , up from 31 % in 2006 .","In 2016 , about four - in - ten ( 41 % ) households headed by someone in this age range were renting , up from 31 % in 2006 .","","Rental rates have also risen notably among those ages 35 to 44",""
mturk_charts/no_data/multi_col/6748.png,"Black and Hispanic households continue to be about twice as likely as white households to rent their homes . In 2016 , 58 % of black household heads and 54 % of Hispanic household heads were renting their homes , compared with 28 % of whites . But all major racial and ethnic groups were more likely to rent in 2016 than a decade earlier .",same,"Describe Black and Hispanic people's rental situation.",same,"58 % of black household heads and 54 % of Hispanic household heads were renting their homes .","58 % of black household heads and 54 % of Hispanic household heads were renting their homes .","","Black households continue to be about twice as likely as white households to rent In 2016 , , compared with 28 whites",""
mturk_charts/no_data/multi_col/6721.png,"Blacks and Hispanics are especially likely to view online harassment as a pressing issue . For instance , larger shares of blacks ( 74 % ) and Hispanics ( 72 % ) than whites ( 57 % ) consider online harassment to be a “ major problem . ” Blacks are also more likely to say it is more important for people to feel safe and welcome online than to be able to speak their minds freely ( 68 % vs. 31 % ) . Whites are more evenly divided on this question ( 51 % vs. 48 % ) , as are Hispanics ( 52 % vs. 46 % ) .",same,"What Black people think about the importance to feel safe online?",same,"Blacks are more likely to say it is more important for people to feel safe and welcome online ( 68 % ) .","Blacks are more likely to say it is more important for people to feel safe and welcome online ( 68 % ) .",".","also than be able speak their minds freely vs. 31",""
mturk_charts/no_data/multi_col/6256.png,"A narrow majority ( 56 % ) of unpartnered adults are the head of their household . Some 35 % are living alone and 22 % are living with others in the home ( single parents would fall into this category ) . Nearly three - in - ten ( 28 % ) are living with a parent or grandparent , reflecting the fact that unpartnered adults are disproportionately young . An additional 16 % have some other relationship to the head of the household ( for example , a sibling or roommate ) .",same,"How are unpartnered adults living?",answer1,"A narrow majority ( 56 % ) of unpartnered adults are the head of their household . Some 35 % are living alone and 22 % are living with others in the home ( single parents would fall into this category ) . Nearly three - in - ten ( 28 % ) are living with a parent or grandparent . An additional 16 % have some other relationship to the head of the household ( for example , a sibling or roommate ) .","A narrow majority ( 56 % ) of unpartnered adults are the head of their household . Some 35 % are living alone and 22 % are living with others in the home ( single parents would fall into this category ) . Nearly three - in - ten ( 28 % ) are living with a parent or grandparent . An additional 16 % have some other relationship to the head of the household ( for example , a sibling or roommate ) .","","reflecting fact that disproportionately young",""
mturk_charts/no_data/multi_col/6263.png,"Democrats and Democratic - leaning independents are twice as likely as Republicans and Republican leaners to say they support the federal government providing all Americans with a guaranteed income if computers and robots become widely competitive with humans ( 77 % vs. 38 % ) . Democrats are also substantially more likely than Republicans to favor a federally run service program for displaced workers ( 66 % vs. 46 % ) . On other questions related to automation policies , there are smaller or no partisan differences . For example , large majorities in both parties ( 85 % of Democrats and 86 % of Republicans ) say workforce automation should be primarily limited to jobs that are dangerous or unhealthy for humans to do . And about six - in - ten in each party ( 63 % of Democrats and 61 % of Republicans ) support allowing consumers to pay extra to interact with a human when buying goods or services .",same,"How do partisans imagine the economy towards the human workforce being replaced with robots?",answer1,"Democrats and Democratic - leaning independents are twice as likely as Republicans and Republican leaners to say they support the federal government providing all Americans with a guaranteed income if computers and robots become widely competitive with humans ( 77 % vs. 38 % ) . Democrats are also substantially more likely than Republicans to favor a federally run service program for displaced workers ( 66 % vs. 46 % ) . large majorities in both parties ( 85 % of Democrats and 86 % of Republicans ) say workforce automation should be primarily limited to jobs that are dangerous or unhealthy for humans to do . And about six - in - ten in each party ( 63 % of Democrats and 61 % of Republicans ) support allowing consumers to pay extra to interact with a human when buying goods or services .","Democrats and Democratic - leaning independents are twice as likely as Republicans and Republican leaners to say they support the federal government providing all Americans with a guaranteed income if computers and robots become widely competitive with humans ( 77 % vs. 38 % ) . Democrats are also substantially more likely than Republicans to favor a federally run service program for displaced workers ( 66 % vs. 46 % ) . large majorities in both parties ( 85 % of Democrats and 86 % of Republicans ) say workforce automation should be primarily limited to jobs that are dangerous or unhealthy for humans to do . And about six - in - ten in each party ( 63 % of Democrats and 61 % of Republicans ) support allowing consumers to pay extra to interact with a human when buying goods or services .","","On other questions related policies , there smaller no partisan differences For example ,",""
mturk_charts/no_data/multi_col/6273.png,"Big house , small house . Our studies of political polarization and partisan antipathy both found that the disagreements between Republicans and Democrats go far beyond political values and issues . They also have markedly different preferences about where they would like to live . Most Republicans ( 65 % ) say they would rather live in a community where houses are larger and farther apart and where schools and shopping are not nearby . A majority of Democrats ( 61 % ) prefer smaller houses within walking distance of schools and shopping .",same,"What are the partisan's disagreements when it comes to urbanism?",answer1,"Most Republicans ( 65 % ) say they would rather live in a community where houses are larger and farther apart and where schools and shopping are not nearby . A majority of Democrats ( 61 % ) prefer smaller houses within walking distance of schools and shopping","Most Republicans ( 65 % ) say they would rather live in a community where houses are larger and farther apart and where schools and shopping are not nearby . A majority of Democrats ( 61 % ) prefer smaller houses within walking distance of schools and shopping","","Big house , small house Our studies political polarization partisan antipathy both found that the disagreements between go far beyond political values issues They also have markedly different preferences about like to",""
mturk_charts/no_data/multi_col/6639.png,"About half of Americans ( 49 % ) think at least “ some ” U.S. Muslims are anti - American , greater than the share who say “ just a few ” or “ none ” are anti - American , according to a January 2016 survey . Views on this question have become much more partisan in the last 14 years ( see graphic ) . But most Americans do not see widespread support for extremism among Muslims living in the U.S. , according to a February 2017 survey . Overall , 40 % say there is not much support for extremism among U.S. Muslims , while an additional 15 % say there is none at all . About a quarter say there is a fair amount of support ( 24 % ) for extremism among U.S. Muslims ; 11 % say there is a great deal of support .",same,"What is Americans' view on whether U.S. Muslims are anti-American?",answer1,"About half of Americans ( 49 % ) think at least “ some ” U.S. Muslims are anti - American , greater than the share who say “ just a few ” or “ none ” are anti - American .","About half of Americans ( 49 % ) think at least “ some ” U.S. Muslims are anti - American , greater than the share who say “ just a few ” or “ none ” are anti - American .","none .","class='chrome-extension-mutihighlight chrome-extension-mutihighlight-style-5'>none according to January 2016 survey",""
