img_path,summary,question_resolution,question,answer_resolution,abstractive_answer,extractive_answer,decontextualizated_text_added,decontextualizated_text_removed,extra_added_text,title,original_answer
mturk_charts/no_data/multi_col/3149.png,"Large majorities of Americans say the tone and nature of political debate in the United States has become more negative in recent years . More than eight - in - ten U.S. adults ( 85 % ) say that political debate in the country has become more negative and less respectful , according to a survey conducted this spring . About three - quarters ( 76 % ) say it has become less fact - based and 60 % say it has become less focused on issues . Donald Trump is a major factor in people ’s views about the state of the nation ’s political discourse . A majority ( 55 % ) say Trump has changed the tone and nature of political debate for the worse , while fewer than half as many ( 24 % ) say he has changed it for the better . One - in - five Americans say he has had little impact .",same,What Americans thinks about Trump influence on the tone of political debate?,answer1,"A majority ( 55 % ) say Trump has changed the tone and nature of political debate for the worse , while fewer than half as many ( 24 % ) say he has changed it for the better . One - in - five Americans say he has had little impact .","A majority ( 55 % ) say Trump has changed the tone and nature of political debate for the worse , while fewer than half as many ( 24 % ) say he has changed it for the better . One - in - five Americans say he has had little impact .",,,,"Most Americans say political debate in the U.S. has become less respectful, fact-based, substantive","A majority ( 55 % ) say Trump has changed the tone and nature of political debate for the worse , while fewer than half as many ( 24 % ) say he has changed it for the better . One - in - five Americans say he has had little impact ."
mturk_charts/no_data/multi_col/3147.png,"Among those with a postgraduate degree , 95 % of Democrats feel colleges and universities are very or somewhat open to a wide range of opinions and viewpoints . Just 46 % of Republican postgraduates say the same . And among those with no college experience , 83 % of Democrats say higher education is open to differing viewpoints , compared with just 45 % of Republicans .",same,What Democrats with a postgraduate degree thinks about opennes of colleges to various viewpoints?,same,"Among those with a postgraduate degree , 95 % of Democrats feel colleges and universities are very or somewhat open to a wide range of opinions and viewpoints","Among those with a postgraduate degree , 95 % of Democrats feel colleges and universities are very or somewhat open to a wide range of opinions and viewpoints",,,,Republican college graduates – and those who have not completed college – are about equally skeptical of the openness of colleges to a wide range of views,"Among those with a postgraduate degree , 95 % of Democrats feel colleges and universities are very or somewhat open to a wide range of opinions and viewpoints"
mturk_charts/no_data/multi_col/3143.png,Significant shares also assert they face challenges separating the truth from false information when they are listening to elected officials and using social media . Some 64 % say it is hard to tell the difference between what is true and not true when they hear elected officials ; 48 % say the same thing about information they encounter on social media .,same,What people think about separating the truth from false information from elected officials and social media?,answer1,Some 64 % say it is hard to tell the difference between what is true and not true when they hear elected officials ; 48 % say the same thing about information they encounter on social media .,Some 64 % say it is hard to tell the difference between what is true and not true when they hear elected officials ; 48 % say the same thing about information they encounter on social media .,,,,Nearly two-thirds of adults find it hard to tell what’s true when elected officials speak.,Some 64 % say it is hard to tell the difference between what is true and not true when they hear elected officials ; 48 % say the same thing about information they encounter on social media .
mturk_charts/no_data/multi_col/3141.png,"However , this level of confidence does not extend across all civic activities . It seems to plunge as soon as politics enter the picture . U.S. adults render a split verdict on whether they can count on fellow Americans to accept election results regardless of who wins : 53 % express “ a fair amount ” or “ a great deal ” of confidence that others will accept the results , while 47 % say they have “ not too much ” or “ no confidence at all ” that others will accept the election outcome . Americans also are split on whether they can rely on others to reconsider their views after learning new information ( 49 % have at least some confidence , 50 % little or none ) , stay informed about important issues and events ( 49 % vs. 51 % ) and respect the rights of people who are not like them ( 48 % vs. 52 % ) . Moreover , in some areas Americans do not expect others to act in civically helpful ways . Some 58 % of adults are not confident that others can hold civil conversations with people who have different views , and 57 % are not confident others will cast informed votes in elections .",same,What is the opinion of most Americans about the possibility of other people conversing civilly with people who hold different opinions?,answer1,Some 58 % of adults are not confident that others can hold civil conversations with people who have different views,Some 58 % of adults are not confident that others can hold civil conversations with people who have different views,,,,"Many Americans have confidence in others to do the right thing in civic life at times, but not always.",Some 58 % of adults are not confident that others can hold civil conversations with people who have different views
mturk_charts/no_data/multi_col/3139.png,"Levels of personal trust are associated with race and ethnicity , age , education and household income . To explore these connections , we asked questions about people ’s general trust or distrust in others , their sense of the exploitative tendencies or fairness of others , and their assessment of the overall helpfulness or selfishness of others . Then , we built a scale of personal trust and distributed people along a spectrum from least trusting to most trusting . About a fifth of adults ( 22 % ) display consistently trustful attitudes on these questions , and roughly a third ( 35 % ) express consistently wary or distrustful views . Some 41 % hold mixed views on core personal trust questions.1 There are some notable demographic variations in levels of personal trust , which , even in these new contexts , follow historic trends captured by the Center and other researchers . The share of whites who show high levels of trust ( 27 % ) is twice as high as the share of blacks ( 13 % ) and Hispanics ( 12 % ) . The older a person is , the more likely they are to tilt toward more trustful answers . The more education Americans have , and the greater their household income , the greater the likelihood they are high on the personal trust spectrum . Those with less income and education are markedly more likely to be low trusters .",same,"What proportion of adults are confident about issues such as race and ethnicity, age, education and family income?",answer1,About a fifth of adults ( 22 % ) display consistently trustful attitudes on these questions,About a fifth of adults ( 22 % ) display consistently trustful attitudes on these questions,,,,"Personal trust ranges across a spectrum, with differences in levels of trust tied to race and ethnicity, age, education and household income.",About a fifth of adults ( 22 % ) display consistently trustful attitudes on these questions
mturk_charts/no_data/multi_col/3138.png,"Trust is an essential elixir for public life and neighborly relations , and when Americans think about trust these days , they worry . Two - thirds of adults think other Americans have little or no confidence in the federal government . Majorities believe the public ’s confidence in the U.S. government and in each other is shrinking , and most believe a shortage of trust in government and in other citizens makes it harder to solve some of the nation ’s key problems . As a result , many think it is necessary to clean up the trust environment : 68 % say it is very important to repair the public ’s level of confidence in the federal government , and 58 % say the same about improving confidence in fellow Americans .",same,Describe Americans' opinion of the public's trust in the national government?,answer1,Two - thirds of adults think other Americans have little or no confidence in the federal government,Two - thirds of adults think other Americans have little or no confidence in the federal government,,,,Americans think their distrust of the federal government and each other is a problem that gets in the way of solving issues.,Two - thirds of adults think other Americans have little or no confidence in the federal government
mturk_charts/no_data/multi_col/3134.png,"On this scale , the share of whites who show high levels of trust ( 27 % ) is twice as high as the share of black ( 13 % ) and Hispanic adults ( 12 % ) . The older a person is , the more likely they are to tilt toward more trustful answers . The more education Americans have , and the greater their household income , the greater the likelihood they are high on the personal trust spectrum . Those with less income and education are markedly more likely to be low trusters . Strikingly , nearly half of young adults ( 46 % ) are in the low trust group – a significantly higher share than among older adults .",same,What are the Americans' views on social inequality?,answer1,"On this scale , the share of whites who show high levels of trust ( 27 % ) is twice as high as the share of black ( 13 % ) and Hispanic adults ( 12 % ) . The older a person is , the more likely they are to tilt toward more trustful answers . The more education Americans have , and the greater their household income , the greater the likelihood they are high on the personal trust spectrum . Those with less income and education are markedly more likely to be low trusters . Strikingly , nearly half of young adults ( 46 % ) are in the low trust group – a significantly higher share than among older adults","On this scale , the share of whites who show high levels of trust ( 27 % ) is twice as high as the share of black ( 13 % ) and Hispanic adults ( 12 % ) . The older a person is , the more likely they are to tilt toward more trustful answers . The more education Americans have , and the greater their household income , the greater the likelihood they are high on the personal trust spectrum . Those with less income and education are markedly more likely to be low trusters . Strikingly , nearly half of young adults ( 46 % ) are in the low trust group – a significantly higher share than among older adults",,,,"Personal trust ranges across a spectrum, with differences in levels of trust tied to race and ethnicity, age, education and household income","On this scale , the share of whites who show high levels of trust ( 27 % ) is twice as high as the share of black ( 13 % ) and Hispanic adults ( 12 % ) . The older a person is , the more likely they are to tilt toward more trustful answers . The more education Americans have , and the greater their household income , the greater the likelihood they are high on the personal trust spectrum . Those with less income and education are markedly more likely to be low trusters . Strikingly , nearly half of young adults ( 46 % ) are in the low trust group – a significantly higher share than among older adults"
mturk_charts/no_data/multi_col/3128.png,"Atheists are among the most knowledgeable about religion . Self - described atheists correctly answer 17.9 questions right , on average , and agnostics get 17.0 questions right . Jews and evangelical Protestants also are among the top performers , getting an average of 18.7 and 15.5 questions right , respectively . Evangelical Protestants get the most questions right about Christianity and the Bible . The survey asked 14 questions about the Bible and Christianity , including questions about biblical figures such as Moses , aspects of Christianity in general and attributes of Protestantism , Catholicism and Mormonism in particular . Evangelical Protestants give the highest number of right answers , answering 9.3 out of 14 on average . Atheists and Mormons also do well , getting an average of 8.6 and 8.5 questions right .",same,How much do people know about religion?,answer1,"Atheists are among the most knowledgeable about religion . Self - described atheists correctly answer 17.9 questions right , on average , and agnostics get 17.0 questions right . Jews and evangelical Protestants also are among the top performers , getting an average of 18.7 and 15.5 questions right , respectively . Evangelical Protestants get the most questions right about Christianity and the Bible . The survey asked 14 questions about the Bible and Christianity , including questions about biblical figures such as Moses , aspects of Christianity in general and attributes of Protestantism , Catholicism and Mormonism in particular . Evangelical Protestants give the highest number of right answers , answering 9.3 out of 14 on average . Atheists and Mormons also do well , getting an average of 8.6 and 8.5 questions right","Atheists are among the most knowledgeable about religion . Self - described atheists correctly answer 17.9 questions right , on average , and agnostics get 17.0 questions right . Jews and evangelical Protestants also are among the top performers , getting an average of 18.7 and 15.5 questions right , respectively . Evangelical Protestants get the most questions right about Christianity and the Bible . The survey asked 14 questions about the Bible and Christianity , including questions about biblical figures such as Moses , aspects of Christianity in general and attributes of Protestantism , Catholicism and Mormonism in particular . Evangelical Protestants give the highest number of right answers , answering 9.3 out of 14 on average . Atheists and Mormons also do well , getting an average of 8.6 and 8.5 questions right",,,,Evangelical Protestants get the most questions right about Christianity,"Atheists are among the most knowledgeable about religion . Self - described atheists correctly answer 17.9 questions right , on average , and agnostics get 17.0 questions right . Jews and evangelical Protestants also are among the top performers , getting an average of 18.7 and 15.5 questions right , respectively . Evangelical Protestants get the most questions right about Christianity and the Bible . The survey asked 14 questions about the Bible and Christianity , including questions about biblical figures such as Moses , aspects of Christianity in general and attributes of Protestantism , Catholicism and Mormonism in particular . Evangelical Protestants give the highest number of right answers , answering 9.3 out of 14 on average . Atheists and Mormons also do well , getting an average of 8.6 and 8.5 questions right"
mturk_charts/no_data/multi_col/3127.png,"The new survey finds that partisans are starkly divided in their perceptions of how seriously the Trump administration is trying to prevent Russian interference in future U.S. elections . A large majority of Republicans ( 81 % ) say they are very or somewhat confident the administration is making a serious effort to prevent future Russian interference , with 49 % saying they are very confident – an 11 - point increase since March 2018 . Only 17 % say they are not too or not at all confident . In contrast , 83 % of Democrats say they are not too or not at all confident that the administration is making a serious effort to prevent Russian interference . Only 15 % say they are very or somewhat confident .",same,What are the partisans perceptions about Trump's administration?,answer1,"The new survey finds that partisans are starkly divided in their perceptions of how seriously the Trump administration is trying to prevent Russian interference in future U.S. elections . A large majority of Republicans ( 81 % ) say they are very or somewhat confident the administration is making a serious effort to prevent future Russian interference , with 49 % saying they are very confident – an 11 - point increase since March 2018 . Only 17 % say they are not too or not at all confident . In contrast , 83 % of Democrats say they are not too or not at all confident that the administration is making a serious effort to prevent Russian interference . Only 15 % say they are very or somewhat confident","The new survey finds that partisans are starkly divided in their perceptions of how seriously the Trump administration is trying to prevent Russian interference in future U.S. elections . A large majority of Republicans ( 81 % ) say they are very or somewhat confident the administration is making a serious effort to prevent future Russian interference , with 49 % saying they are very confident – an 11 - point increase since March 2018 . Only 17 % say they are not too or not at all confident . In contrast , 83 % of Democrats say they are not too or not at all confident that the administration is making a serious effort to prevent Russian interference . Only 15 % say they are very or somewhat confident",,,,Sharp partisan gap in views of Trump's efforts to block future election influence,"The new survey finds that partisans are starkly divided in their perceptions of how seriously the Trump administration is trying to prevent Russian interference in future U.S. elections . A large majority of Republicans ( 81 % ) say they are very or somewhat confident the administration is making a serious effort to prevent future Russian interference , with 49 % saying they are very confident – an 11 - point increase since March 2018 . Only 17 % say they are not too or not at all confident . In contrast , 83 % of Democrats say they are not too or not at all confident that the administration is making a serious effort to prevent Russian interference . Only 15 % say they are very or somewhat confident"
mturk_charts/no_data/multi_col/3124.png,"Republicans ’ views of Mueller ’s investigation , which were generally negative over the probe ’s two - year course , are much more positive now that it has been completed . Six - in - ten Republicans and Republican - leaning independents now say they are confident in the fairness of the investigation . In January , just 39 % of Republicans said they were confident Mueller was conducting a fair inquiry .",same,Please describe the Republican views of Mueller's investigation .,answer1,"Republicans views of Mueller ’s investigation , which were generally negative over the probe ’s two - year course , are much more positive it Republicans and Republican - leaning independents now say they are confident in the fairness of the investigation . In January , just 39 % of Republicans said they were confident Mueller was conducting a fair inquiry","Republicans views of Mueller ’s investigation , which were generally negative over the probe ’s two - year course , are much more positive it Republicans and Republican - leaning independents now say they are confident in the fairness of the investigation . In January , just 39 % of Republicans said they were confident Mueller was conducting a fair inquiry",views which,,,"With Mueller's probe into Russian election involvement completed, more Republicans are confident the investigation was fair","generally negative over the probe ’s two - year course , are much more positive it Republicans and Republican - leaning independents now say they are confident in the fairness of the investigation . In January , just 39 % of Republicans said they were confident Mueller was conducting a fair inquiry"
