img_path,summary,question_resolution,question,answer_resolution,abstractive_answer,extractive_answer,decontextualizated_text_added,decontextualizated_text_removed,extra_added_text
mturk_charts/no_data/multi_col/4106.png,"Among Democrats , however , news interest plays a large role in whether they feel misunderstood . About a quarter of Democrats who are very interested in the news feel misunderstood ( 27 % ) , compared with about four - in - ten of the somewhat interested ( 39 % ) and roughly half of those not interested ( 52 % ) . Still , Democrats at all levels of news interest are much less likely than Republicans to feel misunderstood by the news media . ( For more on the measure of news interest , see this report . )",same,Describe Democrats feelings about being misunderstood by the news media?,answer1,"Among Democrats , news interest plays a large role in whether they feel misunderstood . About a quarter of Democrats who are very interested in the news feel misunderstood ( 27 % ) , compared with about four - in - ten of the somewhat interested ( 39 % ) and roughly half of those not interested ( 52 % ) . Still , Democrats at all levels of news interest are much less likely than Republicans to feel misunderstood by the news media .","Among Democrats , news interest plays a large role in whether they feel misunderstood . About a quarter of Democrats who are very interested in the news feel misunderstood ( 27 % ) , compared with about four - in - ten of the somewhat interested ( 39 % ) and roughly half of those not interested ( 52 % ) . Still , Democrats at all levels of news interest are much less likely than Republicans to feel misunderstood by the news media .",Among interest plays large role whether they . . Still at all levels interest much less likely than Republicans to by media .,,
mturk_charts/no_data/multi_col/4098.png,"In the wake of President Donald Trump ’s announcement that the United States would withdraw troops from Syria , the public is divided over the issue , and about two - thirds say they do not think Trump has a clear plan for dealing with the situation in the war - torn country . Overall , 43 % of Americans say withdrawing American troops from Syria would be the right decision , while 45 % say it would be the wrong decision . The new Pew Research Center survey of 1,505 U.S. adults was conducted Jan. 9 - 14 – before a Jan. 16 bombing in Syria in which 14 people were killed , including several American service members and civilians . Nearly six - in - ten Republicans and GOP - leaning independents ( 58 % ) think it would be the right decision for the U.S. to leave Syria , while 30 % say it would be the wrong decision . The balance of opinion among Democrats and Democratic leaners is roughly the reverse : Just 30 % view withdrawal as the right decision , while 60 % say it is the wrong decision .",same,What Americans think about withdrawing troops from Syria?,same,"Overall , 43 % of Americans say withdrawing American troops from Syria would be the right decision , while 45 % say it would be the wrong decision . Nearly six - in - ten Republicans and GOP - leaning independents ( 58 % ) think it would be the right decision for the U.S. to leave Syria , while 30 % say it would be the wrong decision . The balance of opinion among Democrats and Democratic leaners is roughly the reverse : Just 30 % view withdrawal as the right decision , while 60 % say it is the wrong decision .","Overall , 43 % of Americans say withdrawing American troops from Syria would be the right decision , while 45 % say it would be the wrong decision . Nearly six - in - ten Republicans and GOP - leaning independents ( 58 % ) think it would be the right decision for the U.S. to leave Syria , while 30 % say it would be the wrong decision . The balance of opinion among Democrats and Democratic leaners is roughly the reverse : Just 30 % view withdrawal as the right decision , while 60 % say it is the wrong decision .","In wake President Donald Trump ’s announcement that United States withdraw public is divided over issue and about two - thirds they do not think Trump has a clear plan for dealing with situation in war - torn country . . The new Pew Research Center survey 1,505 U.S. adults was conducted Jan. 9 - 14 – before a Jan. 16 bombing in in which 14 people were killed including several service members and civilians . Nearly six - in - ten Republicans and GOP - leaning independents ( 58 ) think for U.S. to leave 30 . The balance opinion among Democrats and Democratic leaners is roughly reverse : Just 30 view withdrawal as 60 is .",,"Overall , 43 % of Americans say withdrawing American troops from Syria would be the right decision , while 45 % say it would be the wrong decision . Nearly six - in - ten Republicans and GOP - leaning independents ( 58 % ) think it would be the right decision for the U.S. to leave Syria , while 30 % say it would be the wrong decision . The balance of opinion among Democrats and Democratic leaners is roughly the reverse : Just 30 % view withdrawal as the right decision , while 60 % say it is the wrong decision ."
mturk_charts/no_data/multi_col/4075.png,"Looking ahead , most Republicans want to see their party move in a more conservative direction . Nearly six - in - ten Republican and Republican - leaning registered voters ( 58 % ) say they want the GOP to move in a more conservative direction , compared with 38 % who want it to move in a more moderate direction . Republican views on their preferred ideological direction for the party are about the same as they have been following other recent midterm and presidential elections .",same,Describe Republicans desires about their party direction?,same,"Nearly six - in - ten Republican and Republican - leaning registered voters ( 58 % ) say they want the GOP to move in a more conservative direction , compared with 38 % who want it to move in a more moderate direction .","Nearly six - in - ten Republican and Republican - leaning registered voters ( 58 % ) say they want the GOP to move in a more conservative direction , compared with 38 % who want it to move in a more moderate direction .",. views on their preferred ideological for party are about same as have been following other recent midterm presidential elections .,,"Nearly six - in - ten Republican and Republican - leaning registered voters ( 58 % ) say they want the GOP to move in a more conservative direction , compared with 38 % who want it to move in a more moderate direction ."
mturk_charts/no_data/multi_col/4107.png,"Among Democrats , however , there are differences across demographic traits , especially when it comes to education and age . About three - in - ten Democrats with at least a college degree ( 29 % ) feel misunderstood by the news media , compared with 42 % of those with some college education and 47 % of those with a high school diploma or less . Democrats ages 50 and older are also less likely to feel misunderstood than those under age 50 ( 35 % vs. 44 % ) .",same,How do Democrats feel about the news media?,answer1,"Among Democrats , there are differences across demographic traits , especially when it comes to education and age . About three - in - ten Democrats with at least a college degree ( 29 % ) feel misunderstood by the news media , compared with 42 % of those with some college education and 47 % of those with a high school diploma or less .","Among Democrats , there are differences across demographic traits , especially when it comes to education and age . About three - in - ten Democrats with at least a college degree ( 29 % ) feel misunderstood by the news media , compared with 42 % of those with some college education and 47 % of those with a high school diploma or less .",Among there are differences across demographic traits especially when it comes to age,,
mturk_charts/no_data/multi_col/4121.png,"Most Americans hoped for efforts at cooperation between Trump and Democratic leaders in the current Congress , according to a post - election survey conducted in November . More than eight - in - ten U.S. adults ( 84 % ) said Trump should cooperate either a great deal ( 39 % ) or a fair amount ( 45 % ) with Democratic leaders over the next two years . A smaller majority ( 65 % ) , however , said Democratic leaders should cooperate with Trump a great deal ( 28 % ) or a fair amount ( 36 % ) .",same,"What do U.S adults say about Trump, according to the election survey conducted in November?",answer1,"More than eight - in - ten U.S. adults ( 84 % ) said Trump should cooperate either a great deal ( 39 % ) or a fair amount ( 45 % ) with Democratic leaders over the next two years . A smaller majority ( 65 % ) , however , said Democratic leaders should cooperate with Trump a great deal ( 28 % ) or a fair amount ( 36 % ) .","More than eight - in - ten U.S. adults ( 84 % ) said Trump should cooperate either a great deal ( 39 % ) or a fair amount ( 45 % ) with Democratic leaders over the next two years . A smaller majority ( 65 % ) , however , said Democratic leaders should cooperate with Trump a great deal ( 28 % ) or a fair amount ( 36 % ) .","Most Americans hoped for efforts at cooperation between and current Congress , according to post election survey conducted November A smaller majority 65 , however , 28 36",,"More than eight - in - ten U.S. adults ( 84 % ) said Trump should cooperate either a great deal ( 39 % ) or a fair amount ( 45 % ) with Democratic leaders over the next two years . A smaller majority ( 65 % ) , however , said Democratic leaders should cooperate with Trump a great deal ( 28 % ) or a fair amount ( 36 % ) ."
mturk_charts/no_data/multi_col/4128.png,"This second survey , conducted May 29 to June 11 , 2018 , reveals that social media users generally believe it would be relatively easy for the platforms they use to determine key traits about them based on the data they have amassed about their behaviors . Majorities of social media users say it would be very or somewhat easy for these platforms to determine their race or ethnicity ( 84 % ) , their hobbies and interests ( 79 % ) , their political affiliation ( 71 % ) or their religious beliefs ( 65 % ) . Some 28 % of social media users believe it would be difficult for these platforms to figure out their political views , nearly matching the share of Facebook users who are assigned a political listing but believe that listing is not very or not at all accurately .",same,What do the majority of social media users say about their personal details?,answer1,"Majorities of social media users say it would be very or somewhat easy for these platforms to determine their race or ethnicity ( 84 % ) , their hobbies and interests ( 79 % ) , their political affiliation ( 71 % ) or their religious beliefs ( 65 % ) .","Majorities of social media users say it would be very or somewhat easy for these platforms to determine their race or ethnicity ( 84 % ) , their hobbies and interests ( 79 % ) , their political affiliation ( 71 % ) or their religious beliefs ( 65 % ) .",This second survey conducted May 29 June 11 2018 reveals that generally believe relatively the they use key traits about them based on the data they have amassed about behaviors,,"Majorities of social media users say it would be very or somewhat easy for these platforms to determine their race or ethnicity ( 84 % ) , their hobbies and interests ( 79 % ) , their political affiliation ( 71 % ) or their religious beliefs ( 65 % ) ."
mturk_charts/no_data/multi_col/4111.png,"In addition , black Muslims are much more likely than nonblack Muslims to have been born in the United States ( 69 % vs. 36 % ) , though less likely than black Christians ( 90 % ) . Aside from those born in the U.S. , many black Muslims come from sub - Saharan Africa , including countries such as Somalia and Ethiopia . By contrast , the most common places of origin for nonblack Muslims are south Asian countries , such as Pakistan .",same,Compare birthplaces of black Muslims to black Christians?,same,"In addition , black Muslims are much more likely than nonblack Muslims to have been born in the United States ( 69 % vs. 36 % ) , though less likely than black Christians ( 90 % ) .","In addition , black Muslims are much more likely than nonblack Muslims to have been born in the United States ( 69 % vs. 36 % ) , though less likely than black Christians ( 90 % ) .",. Aside from those U.S. many come from sub - Saharan Africa including countries such as Somalia and Ethiopia . By contrast most common places of origin for south Asian countries such as Pakistan .,,"In addition , black Muslims are much more likely than nonblack Muslims to have been born in the United States ( 69 % vs. 36 % ) , though less likely than black Christians ( 90 % ) ."
mturk_charts/no_data/multi_col/4124.png,"Family members accounted for about a third ( 35 % ) of all border apprehensions in 2018 – the highest share within the past seven years . The months leading up to the shutdown drove this increase : Family member apprehensions in December made up more than half ( 54 % ) of total southwest border apprehensions that month , the fourth consecutive high since September ( 40 % ) . Border agents also apprehended nearly 54,000 unaccompanied children in 2018 – or 12 % of the total – though this share was lower than in 2014 through 2016 ( each 14 % ) . ( Unaccompanied child apprehensions do not include children who were apprehended as a family unit and later became unaccompanied as a result of prosecution initiatives . ) Besides unaccompanied children and family members , single adults continue to account for the largest share of border apprehensions : In 2018 there were nearly 250,000 single adult apprehensions , or 54 % of the total . Still , the recent surge in family unit apprehensions is particularly notable because December 2018 marks the third time family member apprehensions exceeded single adult apprehensions , according to the Department of Homeland Security . The other two times were in October and November .",same,How are the border apprehensions statistics?,answer1,"Family members accounted for about a third ( 35 % ) of all border apprehensions in 2018 – the highest share within the past seven years . Besides unaccompanied children and family members , single adults continue to account for the largest share of border apprehensions .","Family members accounted for about a third ( 35 % ) of all border apprehensions in 2018 – the highest share within the past seven years . Besides unaccompanied children and family members , single adults continue to account for the largest share of border apprehensions .",,"months leading up shutdown drove this increase : made up more than half 54 total southwest that month fourth consecutive high since September 40 Border agents also apprehended nearly 54,000 or 12 total though this was lower than 2014 through 2016 each 14 Unaccompanied child do not include who apprehended as later became as result prosecution initiatives : In there nearly 250,000 or 54 total","Family members accounted for about a third ( 35 % ) of all border apprehensions in 2018 – the highest share within the past seven years . Besides unaccompanied children and family members , single adults continue to account for the largest share of border apprehensions ."
mturk_charts/no_data/multi_col/4136.png,"Roughly a third of Americans ( 34 % ) now say substantially expanding the U.S.-Mexico border wall would result in a major reduction in illegal immigration into the U.S. , up from 29 % two years ago . Two - in - ten say expansion would lead to a minor reduction in illegal immigration , while a plurality ( 44 % ) continues to say expanding the wall would have little impact .",same,How do Americans see U.S-Mexico border wall?,same,"Roughly a third of Americans ( 34 % ) now say substantially expanding the U.S.-Mexico border wall would result in a major reduction in illegal immigration into the U.S. , up from 29 % two years ago . Two - in - ten say expansion would lead to a minor reduction in illegal immigration , while a plurality ( 44 % ) continues to say expanding the wall would have little impact .","Roughly a third of Americans ( 34 % ) now say substantially expanding the U.S.-Mexico border wall would result in a major reduction in illegal immigration into the U.S. , up from 29 % two years ago . Two - in - ten say expansion would lead to a minor reduction in illegal immigration , while a plurality ( 44 % ) continues to say expanding the wall would have little impact .",,,
mturk_charts/no_data/multi_col/4169.png,"Voters approached the 2018 midterm elections with some trepidation about the voting process and many had concerns that U.S. election systems may be hacked . After the election , however , most say it was “ very easy ” to vote and confidence in election security has increased . About three - quarters of those who report casting ballots in the midterm elections ( 76 % ) say that voting was “ very easy . ” In a survey conducted in October , just 44 % of those who planned to vote expected that the process would be very easy .",same,Describe how Americans perceive the midterm elections?,same,"After the election , most say it was “ very easy ” to vote . About three - quarters of those who report casting ballots in the midterm elections ( 76 % ) say that voting was “ very easy . ” In a survey conducted in October , just 44 % of those who planned to vote expected that the process would be very easy .","After the election , most say it was “ very easy ” to vote . About three - quarters of those who report casting ballots in the midterm elections ( 76 % ) say that voting was “ very easy . ” In a survey conducted in October , just 44 % of those who planned to vote expected that the process would be very easy .","Voters approached 2018 with some trepidation about process and many had concerns U.S. election systems may be hacked . After election , most it ” to vote . . ” In a survey conducted October , just 44 planned to vote expected process would be .",,"After the election , most say it was “ very easy ” to vote . About three - quarters of those who report casting ballots in the midterm elections ( 76 % ) say that voting was “ very easy . ” In a survey conducted in October , just 44 % of those who planned to vote expected that the process would be very easy ."
