img_path,"summary",question_resolution,"question",answer_resolution,"abstractive_answer","extractive_answer","decontextualizated_text_added","decontextualizated_text_removed","extra_added_text"
mturk_charts/no_data/multi_col/4070.png,"While the public expects greater discord between two parties they view as far apart , rank - and - file Republicans and Democrats see their own parties as united . Overall , 55 % of Republicans and Republican leaners describe the GOP as mostly united on issues and its vision for the future .",same,"What are Republican views about union in the GOP?",same,"Overall , 55 % of Republicans and Republican leaners describe the GOP as mostly united on issues and its vision for the future .","Overall , 55 % of Republicans and Republican leaners describe the GOP as mostly united on issues and its vision for the future .",".","",""
mturk_charts/no_data/multi_col/3757.png,"Partisans have starkly different ideas about what steps the federal government should take to improve life in the future . Democrats and Republicans differ notably in the policies they believe the federal government should enact to improve life for future generations . About two - thirds of Republicans ( 65 % ) , for example , say reducing the number of undocumented immigrants coming into the U.S. should be a top priority for the federal government , but just 17 % of Democrats agree . And while 83 % of Democrats say providing high - quality , affordable health care for all should be a top priority , a much smaller share of Republicans ( 48 % ) agree .",same,"Compare the Democratic and Republican views about providing health care to the population.",answer1,"while 83 % of Democrats say providing high - quality , affordable health care for all should be a top priority , a much smaller share of Republicans ( 48 % ) agree .","while 83 % of Democrats say providing high - quality , affordable health care for all should be a top priority , a much smaller share of Republicans ( 48 % ) agree .",".","",""
mturk_charts/no_data/multi_col/3764.png,"Across 10 European nations recently surveyed by Pew Research Center , a median of 74 % say the EU promotes peace , and most also think it promotes democratic values and prosperity . However , Europeans also tend to describe Brussels as inefficient and intrusive , and in particular they believe the EU is out of touch – a median of 62 % say it does not understand the needs of its citizens .",same,"Describe Europeans opinions about EU.",answer1,"Across 10 European nations recently surveyed by Pew Research Center , a median of 74 % say the EU promotes peace , and most also think it promotes democratic values and prosperity . However , Europeans also tend to describe Brussels as inefficient and intrusive , and in particular they believe the EU is out of touch – a median of 62 % say it does not understand the needs of its citizens .","Across 10 European nations recently surveyed by Pew Research Center , a median of 74 % say the EU promotes peace , and most also think it promotes democratic values and prosperity . However , Europeans also tend to describe Brussels as inefficient and intrusive , and in particular they believe the EU is out of touch – a median of 62 % say it does not understand the needs of its citizens .","Across 10 European nations recently surveyed by Pew Research Center","",""
mturk_charts/no_data/multi_col/3765.png,"And as May elections for the European Parliament approach , attitudes toward the EU - wide legislative body are mixed , although overall ratings are slightly more favorable ( a median of 50 % ) than unfavorable ( 45 % ) . The UK and Greece once again stand out for their negative assessments , while Germans and the French are almost evenly divided .",same,"What are the views of Europeans towards the European Parliament?",answer2,"attitudes toward the EU - wide legislative body are mixed , although overall ratings are slightly more favorable ( a median of 50 % ) than unfavorable ( 45 % ) . The UK and Greece once again stand out for their negative assessments , while Germans and the French are almost evenly divided .","attitudes toward the EU - wide legislative body are mixed , although overall ratings are slightly more favorable ( a median of 50 % ) than unfavorable ( 45 % ) . The UK and Greece once again stand out for their negative assessments , while Germans and the French are almost evenly divided .","","And as May elections European Parliament approach",""
mturk_charts/no_data/multi_col/3767.png,"Europeans have experienced a variety of economic challenges in recent years , and the financial anxiety felt by many is clearly reflected in the survey ’s findings . A remarkable number of Europeans believe the financial situation for average people in their country has not improved over the past two decades . In Greece , Italy and Spain – three southern European nations hit hard by the financial crisis – large majorities say average people are worse off than they were 20 years ago . And roughly half or more share this view in France and the UK . Two notable exceptions are Poland and Sweden , where about two - in - three believe people are generally better off financially .",same,"What is the belief among Europeans concerning their financial situation over the past 20 years?",answer2,"Europeans have experienced a variety of economic challenges in recent years , and the financial anxiety felt by many is clearly reflected in the survey ’s findings . A remarkable number of Europeans believe the financial situation for average people in their country has not improved over the past two decades . In Greece , Italy and Spain – three southern European nations hit hard by the financial crisis – large majorities say average people are worse off than they were 20 years ago . And roughly half or more share this view in France and the UK . Two notable exceptions are Poland and Sweden , where about two - in - three believe people are generally better off financially .","Europeans have experienced a variety of economic challenges in recent years , and the financial anxiety felt by many is clearly reflected in the survey ’s findings . A remarkable number of Europeans believe the financial situation for average people in their country has not improved over the past two decades . In Greece , Italy and Spain – three southern European nations hit hard by the financial crisis – large majorities say average people are worse off than they were 20 years ago . And roughly half or more share this view in France and the UK . Two notable exceptions are Poland and Sweden , where about two - in - three believe people are generally better off financially .","","",""
mturk_charts/no_data/multi_col/3768.png,"There is also widespread pessimism about the economic future . Majorities in most of the nations polled say that when children in their country grow up , they will be worse off financially than their parents , including eight - in - ten people in France who hold this view . Poland again stands out as having more positive views : 59 % of Poles are optimistic about the next generation ’s economic prospects .",same,"What is the views regarding Europeans next generation's financial situation compared to their parents?",answer2,"There is widespread pessimism about the economic future . Majorities in most of the nations polled say that when children in their country grow up , they will be worse off financially than their parents , including eight - in - ten people in France who hold this view . Poland again stands out as having more positive views : 59 % of Poles are optimistic about the next generation ’s economic prospects .","There is widespread pessimism about the economic future . Majorities in most of the nations polled say that when children in their country grow up , they will be worse off financially than their parents , including eight - in - ten people in France who hold this view . Poland again stands out as having more positive views : 59 % of Poles are optimistic about the next generation ’s economic prospects .","There is widespread pessimism future","",""
mturk_charts/no_data/multi_col/3769.png,"Public concerns about immigration often center around culture and a perceived link to terrorism . Across the 10 nations surveyed , a median of 51 % believe immigrants want to remain distinct from the broader society , while 38 % think they want to adopt the nation ’s customs and way of life . A median of 57 % say immigration increases the risk of terrorism in their country , while 38 % believe it does not .",same,"What is the perception about the influence of immigration in the terrorism increase?",answer1,"A median of 57 % say immigration increases the risk of terrorism in their country , while 38 % believe it does not .","A median of 57 % say immigration increases the risk of terrorism in their country , while 38 % believe it does not .","","",""
mturk_charts/no_data/multi_col/3774.png,"Across the countries surveyed , fewer than half say they approve of the way the EU is handling European economic issues ( median of 40 % ) , Brexit ( median of 38 % ) and the refugee issue ( median of 23 % ) . Ratings of the EU ’s performance , however , vary widely from country to country .",same,"Describe the approval rate of the EU performance in different subjects.",same,"Across the countries surveyed , fewer than half say they approve of the way the EU is handling European economic issues ( median of 40 % ) , Brexit ( median of 38 % ) and the refugee issue ( median of 23 % ) .","Across the countries surveyed , fewer than half say they approve of the way the EU is handling European economic issues ( median of 40 % ) , Brexit ( median of 38 % ) and the refugee issue ( median of 23 % ) .",".","",""
mturk_charts/no_data/multi_col/3775.png,"Though ratings for the EU are generally positive , views of the European Parliament and European Commission are more divided . A median of 50 % have a positive opinion of the European Parliament and 48 % view the European Commission favorably . As with attitudes toward the EU more broadly , Poles have some of the most positive views of these institutions while Greeks are much more negative . Roughly two - thirds of Greeks view the European Commission ( 66 % ) and Parliament ( 65 % ) unfavorably . Evaluations of these European institutions have stayed mostly the same since 2014 , when the question was last asked , although ratings have become more favorable in Spain and Italy . For example , in Spain in 2014 , roughly a third viewed the European Parliament ( 32 % ) and European Commission ( 30 % ) positively . In 2018 , the share increased to around 50 % for both bodies ( 52 % and 51 % , respectively ) .",same,"Describe the increase in the favorable views of the European Parliament and the European Commission in Spain.",answer1,"in Spain in 2014 , roughly a third viewed the European Parliament ( 32 % ) and European Commission ( 30 % ) positively . In 2018 , the share increased to around 50 % for both bodies ( 52 % and 51 % , respectively ) .","in Spain in 2014 , roughly a third viewed the European Parliament ( 32 % ) and European Commission ( 30 % ) positively . In 2018 , the share increased to around 50 % for both bodies ( 52 % and 51 % , respectively ) .","","",""
mturk_charts/no_data/multi_col/3777.png,"European publics tend to want less immigration . A median of 51 % believe their country should allow fewer immigrants or none at all , while 35 % think the number of immigrants should stay about the same . Just 10 % want more .",same,"What views do Europeans believe on immigrants  moving to their countries?",answer1,"European publics tend to want less immigration . A median of 51 % believe their country should allow fewer immigrants or none at all , while 35 % think the number of immigrants should stay about the same . Just 10 % want more .","European publics tend to want less immigration . A median of 51 % believe their country should allow fewer immigrants or none at all , while 35 % think the number of immigrants should stay about the same . Just 10 % want more .","European publics tend to want less immigration . none , while 35 think the number stay about the same . Just 10 want more .","class='chrome-extension-mutihighlight chrome-extension-mutihighlight-style-5'>none",""
