img_path1,title1,summary1,question1,img_path2,title2,summary2,question2,img_path3,title3,summary3,question3,img_path4,title4,summary4,img_path5,title5,summary5,img_path6,title6,summary6
mturk_charts/two_col/1.png,"Foreign-born population in the United States, 1850-2018","The foreign - born population residing in the U.S. reached a record 44.8 million , or 13.7 % of the U.S. population , in 2018 . This immigrant population has more than quadrupled since the 1960s , when the 1965 Immigration and Naturalization Act took effect . Though growth has begun to slow in recent years , the number of immigrants living in the United States is projected to almost double by 2065 .",How do foreigners in America compare in number to citizens?,mturk_charts/two_col/2.png,"English proficiency among U.S. immigrants, 1980-2018","Since 1980 , the share of immigrants who are proficient in English ( those who speak only English at home or speak English at least “ very well ” ) has declined , though it has increased slightly in recent years . This decline has been driven entirely by those who speak only English at home , which fell from 30 % of immigrants ages 5 and older in 1980 to 17 % in 2018 . The share who speaks English “ very well , ” meanwhile , has increased slightly , from 27 % to 37 % over the same time period .",Explain the decline of the foreign-born population who are proficient in English?,mturk_charts/two_col/3.png,"Languages spoken among U.S. immigrants, 2018","Among the nation ’s immigrants , Spanish is by far the most spoken non - English language ( 42 % of immigrants say they speak Spanish at home ) , but it is not the only non - English language spoken by immigrants . Some 6 % of immigrants speak Chinese ( including Mandarin and Cantonese ) , 5 % speak Hindi or a related language , 4 % speak Filipino or Tagalog , 3 % speak Vietnamese , 3 % speak French and 2 % speak Dravidian .",Describe the distribution of most spoken non-English languages from immigrants older than 5 years?,mturk_charts/no_data/two_col/6981.png,Advanced nations pessimistic about next generation's prospects When children today in our country grow up they will be financially than their parents ,"While publics in emerging markets and developing countries are not that happy about their current economic condition , a median of 56 % nevertheless believe that when those who are children today in their countries grow up they will be better off financially than their parents . Just 38 % voice the view that they will be worse off . Indians ( 76 % ) , Nigerians ( 72 % ) and Chileans ( 69 % ) are particularly optimistic about economic prospects for the next generation . Publics in advanced economies are quite pessimistic about young people ’s financial prospects , just 34 % believe they will be better off than the current generation . Such despair is particularly strong in Greece , Japan , France , Australia , Canada , Spain and the UK , where roughly seven - in - ten people say today ’s children will be worse off .",mturk_charts/no_data/two_col/7042.png,"Americans lean toward supporting the importance of regulations to increase renewable energy muse The private marketplace will ensure, Government tregulations are even without government tregulation necessaryto ensure this Yes itis possible No. itis not possible ","But the public is divided on the core question shaping the debates in the early period of the Trump administration : Is it possible to cut back environmental regulations and still effectively protect water and air quality ? Some 49 % think it is possible to trim regulations and still protect air and water , while 47 % believe it is not possible to protect those resources with fewer regulations . These views differ widely by political party .",mturk_charts/no_data/two_col/7085.png,"For Hispanics and Asians, naturalized citizen turnout higher than among U.S. born % of eligible voters who say they voted U.S born Natura lized citizens ","The number of naturalized - citizen voters reached 10.8 million in 2016 , up from 9.3 million in 2012 . In a year when immigration played a central role in the presidential campaign , turnout among naturalized - citizen voters ( those who were immigrants born in another country who have naturalized to become U.S. citizens ) was 54.3 % , up from 53.6 % in 2012 . Overall , the voter turnout rate among foreign - born citizens trailed that of U.S.-born voters , who had a 62.1 % turnout rate in 2016 . But among Asians and Hispanics – the nation ’s two largest immigrant groups – the pattern was reversed . In 2016 , turnout among Asian naturalized citizens was 51.9 % , compared with 44.9 % for U.S.-born Asians . Among Hispanics , naturalized - citizen turnout was 53.4 % , higher than the 45.5 % turnout for U.S.-born Hispanics . The voter turnout rate increased among Millennials and those in Generation X. Millennials ( those ages 20 to 35 in 2016 ) had a 50.8 % voter turnout rate in 2016 , up from 46.4 % in 2012 when they were ages 18 to 31 . Their turnout rate increased across racial and ethnic groups , with the exception of black Millennials , 50.6 % of whom turned out in 2016 , compared with 55.0 % in 2012 . This increase in the Millennial voter turnout rate is not only because the generation has grown older ( older voters vote at higher rates than younger voters ) , but also due to a higher turnout rate among its youngest members : 45.2 % of 20- to 24 - year - olds voted in 2016 , up from 43.6 % in 2012 . Generation X ( those ages 36 to 51 in 2016 ) turnout was 62.6 % , up from 61.0 % in 2012 . By contrast , the voter turnout rate among older generations was flat . Turnout for Baby Boomers ( those ages 52 to 70 ) was 68.7 % in 2016 , compared with 68.9 % in 2012 , while among the Silent and Greatest generations ( those ages 71 and older ) , it was 70.1 % in 2016 , compared with 71.8 % in 2012 ."
mturk_charts/two_col/4.png,"Hispanic population in the U.S., 2000-2017","There were nearly 60 million Latinos in the United States in 2017 , accounting for approximately 18 % of the total U.S. population . In 1980 , with a population of 14.8 million , Hispanics made up just 6.5 % of the total U.S. population . For more , read the accompanying blog post , “ Key facts about U.S. Hispanics and their diverse heritage . ” For facts on the foreign - born population in the United States , see our profile on U.S. immigrants .",Describe the growing trend of the population of Latinos in the United States?,mturk_charts/two_col/9.png,"Views on abortion, 2019: A detailed look","Though abortion is a divisive issue , more than half of U.S. adults take a non - absolutist position , saying that in most – but not all – cases , abortion should be legal ( 34 % ) or illegal ( 26 % ) . Fewer take the position that in all cases abortion should be either legal ( 27 % ) or illegal ( 12 % ) .",What do adults in the U.S. think about abortion?,mturk_charts/two_col/10.png,Weekly broadcast audience for top 20 NPR-affiliated radio stations,"The top 20 NPR - affiliated public radio stations ( by listenership ) had on average a total weekly listenership of about 11 million in 2018 , about the same as in 2017 . ( This includes listeners of NPR programming as well as original or other syndicated content aired on these stations . )",Describe the weekly listening trends of top NPRs?,mturk_charts/no_data/two_col/7089.png,Five major local TV media companies post big gains in broadcast revenue ,"In 2004 , the five largest companies in local TV – Sinclair , Nexstar , Gray , Tegna and Tribune – owned , operated or serviced 179 full - power stations , according to a Pew Research Center analysis of Securities and Exchange Commission filings data . That number grew to 378 in 2014 and to 443 in 2016 . If approved by regulators , Sinclair ’s acquisition of Tribune would bring its total to 208 , by far the largest among the media companies . In 2016 , the five biggest local TV companies ’ total broadcasting revenue was $ 8.3 billion , or 30 % higher than in 2014 , the previous major election year . And political advertising revenue grew by 31 % during this two - year period . ( Retransmission fee numbers are not reported separately for all five companies , though data for the industry overall show that this type of revenue has also been increasing rapidly . ) Since 2004 , these companies have more than doubled their broadcasting revenues , while their political advertising revenue has tripled .",mturk_charts/no_data/two_col/7112.png,"In Eastern Europe, sharp rise in share of adults who describe themselves as Orthodox Christians % who identify as Orthodox 1991 Note: 1991 data are from ""Pulse of Europe"" survey conducted People lby Pew Research Center's predecessor organization. the Times Mirror Centerfor the People & the Press. The 1991 ","1 Shares of Orthodox Christians have risen sharply across the region , while shares of Catholics have declined . The percentage of Russians who identify as Orthodox Christians has risen substantially since the end of the USSR , from 37 % in 1991 to 71 % in the new survey . Consequently , the share of Russians who describe their religious identity as atheist , agnostic or “ nothing in particular ” has fallen . And the trend is not limited to Russia . Similar patterns are evident in Ukraine and Bulgaria . At the same time , historically Catholic countries in Central and Eastern Europe have undergone a shift in the opposite direction : The Catholic share of the population in Poland , Hungary and the Czech Republic has declined at least modestly since 1991 .",mturk_charts/no_data/two_col/7196.png,"Republicans say people are rich - and poor - because of their own efforts; Democrats more likely to point to a person's circumstances and advantages In your opinion, which generally has more to do with ","In assessing why some people are poor , 53 % think it is because of circumstances beyond their control , while 34 % attribute it to a lack of effort . There has been little change in these opinions in recent years , according to a survey in December ."
mturk_charts/two_col/11.png,PBS NewsHour viewership,"The audience for public television programming declined over the past year : In 2018 , the NewsHour program , which airs on PBS , attracted 1.1 million viewers on average , down 6 % from the year before .",Describe the decline in viewership regarding public TV news?,mturk_charts/two_col/12.png,Local public radio station revenue,"At the local public radio level , an analysis of the public filings provided by 123 of the largest news - oriented licensees ( organizations that operate local public radio stations ) shows that in 2017 – the last year for which reliable data is available – total revenue for this group was $ 904.7 million .",Describe the growing revenue of NPRs?,mturk_charts/two_col/13.png,Local public radio station membership,"The total number of individual members – defined as anyone who has given money to one of the stations owned by these 123 licensees in each calendar year – in 2017 was 2.3 million , about a 10 % increase over the previous year .",Describe the trend of increases in memberships regarding NPRs?,mturk_charts/no_data/two_col/7254.png,Most Americans report concern for the environment; one-in-five try to act on that concern all the time % of U.S. adults who say that they are about helping the environment as they go about their daily lives they % of U.S. adults who say they make an effortto live in ways that thelp ,"Three - quarters of Americans are concerned about the environment , but fewer say they make an effort to live out that concern all the time . Among U.S. adults , 75 % say they are particularly concerned about helping the environment as they go about their daily lives , according to a 2016 Pew Research Center survey . But only one - in - five Americans say they make an effort to live in ways that help protect the environment “ all the time . ” Those ages 65 and older are three times as likely as those ages 18 to 29 to say they make this effort all the time ( 36 % vs. 12 % ) . Overall , 32 % of U.S. adults say they are bothered a lot by people throwing away things that could be recycled . Roughly six - in - ten Americans ( 61 % ) who say they always try to live in ways that protect the environment say it bothers them “ a lot ” when others throw away things that could be recycled . Among those who are less focused on environmental protection , only a quarter say it bothers them a lot when others do n’t recycle . People who are environmentally conscious are also twice as likely as others to say that seeing someone incorrectly putting trash in recycling bins bothers them a lot ( 42 % vs. 21 % ) .",mturk_charts/no_data/two_col/7271.png,Majority says GOP is 'mostly divided'; nearly half say the same of Democrats % who say each party is in its views on issues and ,"By contrast , about as many say the Democratic Party is divided as not ( 48 % mostly divided , 49 % mostly united ) . But that represents a change from October , when 39 % of registered voters thought the party was divided .",mturk_charts/no_data/two_col/7273.png,"About one-third of Americans read scripture weekly % of adults who read scripture at least once a week, by religious tradition ","1 About a third of Americans ( 35 % ) say they read scripture at least once a week , while 45 % seldom or never read scripture , according to 2014 data from our Religious Landscape Study . Frequency of reading scripture differs widely among religious groups . Majorities of Jehovah ’s Witnesses ( 88 % ) , Mormons ( 77 % ) , evangelical Protestants ( 63 % ) and members of historically black Protestant churches ( 61 % ) say they read scripture at least once a week . By contrast , 65 % of Jews say they seldom or never read scripture ."
mturk_charts/two_col/14.png,Local public radio station expenses,"Program and production expenses for the 123 news - oriented local public radio licensees was $ 446.8 million in 2017 , compared with $ 439.6 million in 2016 . While program and production expenses comprise only a portion of overall station expenses , an increase in these kinds of expenditures indicates that the stations are directing more dollars toward the creation of news content .",How did program and production expenses change for 123 new-oriented local public radio licensees from 2016-2017?,mturk_charts/two_col/15.png,Revenue for Univision network,"Univision ’s total revenue remained steady at slightly less than $ 3 billion in 2018 . ( Telemundo ’s revenue is not available for analysis , as its parent company , Comcast , does not provide network - specific revenue . )",What's the trend in Univision's total revenue as of 2018?,mturk_charts/two_col/16.png,Revenue for Spanish news radio stations,"While audience data is not available for Spanish - language news radio , revenue data is available and shows relative stability . Average station revenue for Spanish - language news stations that are listed in the BIA Advisory Services database have shown an overall decline of 12 % since 2011 , to about $ 1.2 million .",What's the trend in average station revenue for Spanish-language news stations since 2011?,mturk_charts/no_data/two_col/7393.png,Large employers more likely to offer paid family leave % of private -sector workers ,"Perhaps not surprisingly , workers at larger private sector employers are more likely to have paid family leave available . According to the NCS data , 23 % of workers at employers with 500 or more employees had access to the benefit ( up from 17 % in 2010 ) , while only 9 % of workers at employers with fewer than 100 employees do .",mturk_charts/no_data/two_col/7421.png,China more socially connected than India networking Adults who report using online social networking sites ,"And one more digital gap exists between China and India : social media use . Six - in - ten Chinese say they use social media , compared with only 14 % of Indians . Much of this disparity is due to the fact that more people have access to the internet in China . Nearly two - thirds of Indians with internet access ( 65 % ) say they use social media . Still , this figure among the Chinese is 84 % and has increased sharply since we first began asking the question in 2013 .",mturk_charts/no_data/two_col/7460.png,Most Americans say it would be tatoo risky to give presidents more power % who say ,"Just 17 % of Americans say that “ many of the country ’s problems could be dealt with more effectively if U.S. presidents did n’t have to worry so much about Congress or the courts , ” while 77 % take the view that “ it would be too risky to give U.S. presidents more power to deal directly with many of the country ’s problems ” – including sizable majorities of Democrats and Democratic - leaning independents ( 87 % ) and Republicans and Republican leaners ( 65 % ) ."
mturk_charts/two_col/17.png,Weekly terrestrial radio listenership,"The audience for terrestrial radio remains steady and high : In 2018 , 89 % of Americans ages 12 or older listened to terrestrial radio in a given week , according to Nielsen Media Research data published by the Radio Advertising Bureau , a figure that has changed little since 2009 .",What has the trend in terrestrial radio listeners been lately?,mturk_charts/two_col/18.png,Online radio listenership in cars by cellphone owners,"Online radio listening in cars , such as listening to AM / FM stations online or streaming other online audio , remained steady after years of increase . In 2019 , 41 % of Americans ages 12 and older have ever listened to online radio in a car using a phone , up from just 5 % in 2010 .",How has the usage of online radio in cars been among people 12 and older?,mturk_charts/two_col/21.png,Unique visitors of newspaper websites,"Gauging digital audience for the entire newspaper industry is difficult since many daily newspapers do not receive enough traffic to their websites to be measured by Comscore , the data source relied on here . Thus , the figures offered above reflect the top 50 U.S. daily newspapers based on circulation . In the fourth quarter of 2018 , there was an average of 11.6 million monthly unique visitors ( across all devices ) for these top 50 newspapers . This is nearly the same as in Q4 2017 ( 11.5 million ) and 2016 ( 11.7 million ) ; following two years of growth from 2014 to 2016 , newspapers ’ website traffic has leveled off . ( The list of top 50 papers is based on Sunday circulation but also includes The Wall Street Journal , which does not report Sunday circulation to AAM . It also includes The Washington Post and The New York Times , which make the top 50 even though they do not fully report their digital circulation to AAM . For more details and the full list of newspapers , see our methodology . )",How has the top 50 newspapers been performing based on unique viewership over the last few years?,mturk_charts/no_data/two_col/7463.png,Post-election partisan shift in views of risks of increased presidential power ,"The sense that increasing presidential power would be “ too risky ” has grown among Democrats since August , when Barack Obama was still president : While a 66 % majority said giving presidents greater powers would be too risky in August , nearly nine - in - ten ( 87 % ) now say this . Conversely , while 82 % of Republicans expressed concern about increasing presidential powers relative to the other branches of government in August , a smaller majority ( 65 % ) say this today .",mturk_charts/no_data/two_col/7472.png,9% of black college students were enrolled at an HBCU in 2015 degree were college enrolled university ata historically black college or university infall semester 1980 1990 2000 2010 2015 Note: Congress defines historically black colleges Congress and universities as degree- granting 1964 with the principal missionof prior ,"As desegregation , rising incomes and increased access to financial aid resulted in more college options for blacks , the share of blacks attending HBCUs began to shrink . By fall 1980 , 17 % of black students enrolled in degree - granting institutions were enrolled at an HBCU . By 2000 , that share had declined to 13 % , and it stood at 9 % in 2015 .",mturk_charts/no_data/two_col/7503.png,Blacks and whites differ in views of the current state of race relations % saying that race relations in the U.S. are ,"Only about a third of blacks say race relations in the U.S. are good . About six - in - ten blacks ( 61 % ) say race relations in the U.S. are generally bad , while just 34 % say relations are generally good . Whites are more split on the state of race relations in the country , with nearly equal shares saying relations are good ( 46 % ) as say they are bad ( 45 % ) . About nine - in - ten ( 88 % ) blacks say the country needs to continue making changes to give blacks equal rights with whites , compared with 53 % of whites . Immediately following the election of President Donald Trump , a far greater share of blacks ( 74 % ) than whites ( 43 % ) said they expected the election would lead to worse race relations ."
mturk_charts/two_col/22.png,Visit duration of newspaper websites,"Average minutes per visit for the top 50 U.S. daily newspapers , based on circulation , is about 2 1/3 minutes in Q4 2018 . This is down 5 % from Q4 2017 .",How has average minutes per visit changed for the top 50 daily U.S. newspapers recently?,mturk_charts/two_col/23.png,Share of newspaper advertising revenue coming from digital advertising,"Digital advertising accounted for 35 % of newspaper advertising revenue in 2018 , based on this analysis of publicly traded newspaper companies . The portion stood at 31 % in 2017 – but at 17 % in 2011 , the first year it was possible to perform this analysis .",How did the share of digital advertising as a portion of ad revenue change from 2017-2018?,mturk_charts/two_col/24.png,Average audience for network TV evening news,"The average audience for the evening newscasts for ABC , CBS and NBC remained relatively stable in 2018 , with 5.3 million viewers tuning in on average , compared with 5.2 million in 2017 , according to Comscore TV Essentials ® data . ( Average audience is defined as the average number of TVs tuned to a program throughout a time period . )","How has the average audience for the evening newscasts for ABC, CBS and NBC changed from 2017-2018?",mturk_charts/no_data/two_col/7534.png,"Immigration from Africa surges since 1970 Total U.S. foreign-born population from Africa, in thousands 1970 1980 1990 2000 2015 Note: Africa includes North Africanand sub- Sa haran African countries as defined lby ","African immigrants make up a small share of the nation ’s immigrant population , but their overall numbers are growing – roughly doubling every decade since 1970 , according to a new Pew Research Center analysis of U.S. Census Bureau data . There were 2.1 million African immigrants living in the United States in 2015 , up from 881,000 in 2000 and a substantial increase from 1970 when the U.S. was home to only 80,000 foreign - born Africans . They accounted for 4.8 % of the U.S. immigrant population in 2015 , up from 0.8 % in 1970 .",mturk_charts/no_data/two_col/7624.png,Police more supportive of gun rights than public % saying itis more important to ,"Other differences were not quite so large . About two - thirds of all Americans ( 64 % ) favor a ban on assault - style weapons and roughly the same share of police ( 67 % ) oppose such a restriction . More broadly , the surveys found that a larger share of police than the public believe it is more important to protect the rights of Americans to own guns than to control gun ownership ( 74 % of police vs. 53 % of the public ) .",mturk_charts/no_data/two_col/7681.png,Sharp increase in the number of Cubans entering the U.S. Number of Cubans entering the U.S. ,"On Thursday , the White House announced its latest step in policy toward Cuba by ending a long - standing policy that treated Cubans seeking to enter the U.S. differently from other immigrants . Under the old policy , Cubans hoping to legally live in the U.S. needed only to show up at a port of entry and pass an inspection , which included a check of criminal and immigration history in the U.S. After a year in the country , they were allowed to apply for legal permanent residence . The new policy makes Cubans who attempt to enter the U.S. without a visa subject to removal , whether they arrive by sea or port of entry . Overall , 56,406 Cubans entered the U.S. via ports of entry in fiscal year 2016 , up 31 % from fiscal 2015 when 43,159 Cubans entered the same way , according to the latest U.S. Customs and Border Protection data . Fiscal 2015 saw an even larger surge , as Cuban entries jumped 78 % over 2014 , when 24,278 Cubans entered the U.S. And those 2014 numbers had already increased dramatically from previous years after the Cuban government lifted travel restrictions that year ."
mturk_charts/two_col/25.png,Average audience for network TV morning news,"Average audience for morning news programs from ABC , CBS and NBC declined over the past year , down 4 % in 2018 , to about 3.2 million from 3.3 million .","What has the trend been in average audience for morning news programs from ABC, CBS and NBC over the past year?",mturk_charts/two_col/26.png,Average audience for network TV Sunday morning political talk shows,"Average audience for the network TV Sunday morning political talk shows on ABC , CBS , Fox and NBC – This Week , Face the Nation , Fox News Sunday and Meet the Press , respectively – declined 8 % in 2018 , to about 2.3 million average viewers .","What was the trend in average audience for network TV Sunday morning political talk shows on ABC, CBS and NBC in 2018?",mturk_charts/two_col/27.png,Average audience for network TV newsmagazines,"The average audience for the four newsmagazine shows aired by the networks – ABC ’s 20/20 , CBS ’s 60 Minutes and 48 Hours , and NBC ’s Dateline – declined in 2018 , down 8 % from 2017 .","How did average audience for the four newsmagazine shows aired by ABC, CBS and NBC change from 2017-2018?",mturk_charts/no_data/two_col/7700.png,"Views of Putin, Netanyahu and Merkel % who have a ","The public holds very different views of three world leaders : Vladimir Putin , Benjamin Netanyahu and Angela Merkel . By 69 % to 19 % more hold an unfavorable than favorable view of Russian President Vladimir Putin ; just 13 % do not offer a rating of him . Views of Israel Prime Minister Benjamin Netanyahu are mixed : 34 % view him favorably , while about as many ( 32 % ) view him unfavorably and 33 % are unable to offer a rating . German Chancellor Angela Merkel is not well known to the public : 48 % do not offer a rating of her ; 29 % view her favorably , while 23 % view her unfavorably .",mturk_charts/no_data/two_col/7713.png,Majority of police say fatal police-black encounters are isolated incidents; majority of the public says the encounters point to a bigger problem police % saying the deaths of blacks during encounters with ,"The opinions of police and the public also differ on some important issues facing the country . While a majority of the police and public support some gun control measures , roughly one - third of police ( 32 % ) but 64 % of the public favor banning assault - style weapons . And while 67 % of officers say the deaths of blacks in recent encounters with police are isolated incidents , less than half of the public ( 39 % ) shares this view .",mturk_charts/no_data/two_col/7721.png,"Nearly half see recent U.S. actions against Russia as aabout pright' Among those who heard allegations that Russia hacked DNC & Clinton campaign, % who say USS sanctions and Go too far About right Not far eno ugh ","Democrats are also more likely to support the sanctions and actions taken against Russia as a response . Among those who have heard about the allegations , 51 % of Democrats view the response as about right , while 37 % say the sanctions and actions do not go far enough and just 7 % say they go too far . By comparison , about a third of Republicans ( 35 % ) say the sanctions and actions against Russia go too far , while 39 % say they are about right and just 17 % say they do not go far enough ."
mturk_charts/two_col/28.png,Advertiser expenditure for evening network news,"Combined advertiser expenditures for the evening broadcast news programs , ABC ’s World News Tonight , CBS Evening News and NBC Nightly News , were $ 518 million in 2018 , a decline of 6 % compared with 2017 , according to estimates from Kantar Media . ( This data reflects the amount of money paid by advertisers , rather than the amount of revenue actually earned by networks . )",What is the trend on network TV evening broadcast news regarding how much advertisers spend on them?,mturk_charts/two_col/29.png,Advertiser expenditure for morning network news,"The three networks ’ advertiser expenditures for the morning news programs saw a slight increase in 2018 , increasing 3 % to $ 1.13 billion from $ 1.09 billion .",Describe the increasing trend regarding network TV morning news programs?,mturk_charts/two_col/30.png,Retransmission fee revenue for U.S. local TV stations,"Revenue from retransmission fees – the fees paid by cable and satellite systems to carry local channels – has been increasing rapidly in the past decade , according to estimates from Kagan , a media research group in S&amp;P Global Market Intelligence . In 2018 , retransmission revenue reached almost $ 10.2 billion , up from $ 9.4 billion in 2017 ; Kagan projects that this figure will reach $ 12.2 billion by 2023 .",Describe the rapid increase in the retransmission fees revenue?,mturk_charts/no_data/two_col/7724.png,the disapprove than approve of job the has done explaining future plans % policies who approve of thejob Trump has done explaining This policies and plans for the future to the American people ,"Ahead of Donald Trump ’s scheduled press conference in New York City on Wednesday , the public continues to give the president - elect low marks for how he is handling the transition process . Most disapprove of the job he has done outlining his plans for the country ’s future and there remain widespread concerns about his potential conflicts of interest – though these concerns are somewhat lower than they were a month ago . In addition , Trump is at odds with the public over his tax returns : A wide majority says he has a responsibility to release his tax returns , a step he has yet to take . The latest national survey by Pew Research Center , conducted Jan. 4 - 9 among 1,502 adults , finds that 39 % approve of the job President - elect Trump has done so far explaining his policies and plans for the future to the American people , while a larger share ( 55 % ) say they disapprove . Overall ratings have changed little since December and remain highly partisan : 72 % of Republicans and Republican leaners approve of the job he is doing , compared with just 13 % of Democrats and Democratic leaners .",mturk_charts/no_data/two_col/7726.png,Majority of public says Trump has a responsibility to release his tax returns % who say Trump to publicly release his tax returns ,"While Trump has yet to release his personal tax returns , the public thinks that he has a responsibility to do so : 60 % say this , compared with 33 % who say he does not have a responsibility to release his tax returns . By 79 % to 17 % , more Democrats and Democratic leaners say Trump has a responsibility to release his tax returns than say he does not . Among Republicans and Republican leaners , 38 % say he has a responsibility to do this , compared with 53 % who say he does not have this responsibility .",mturk_charts/no_data/two_col/7780.png,Some have had election arguments few describe them as 'major' person say sover they the 2016 election or argumentwith its outcome ,"For the most part , Americans ’ conversations about the election have not led to arguments , though 38 % of the public says they have had an argument about the election or its outcome . Still , just 9 % characterize the arguments as “ major . ” In July , a nearly identical share of registered voters ( 37 % ) said they had argued about the election ."
mturk_charts/two_col/31.png,Political advertising revenue at local TV companies,"Six major publicly held local TV station companies – Tribune , Nexstar , Sinclair , Tegna , Gray and Scripps – report political advertising revenue separately from other types of revenues in their Securities and Exchange Commission filings . In 2018 , the six companies reported a total of $ 1.2 billion in political advertising revenue , compared with $ 843 million in 2016 and $ 696 million in 2014 , the two most recent election years . ( Data points for 2012 to 2016 also include Media General , which was purchased by Nexstar in 2017 . )",How has the separately reported political advertising revenues of TV Station companies changed recently?,mturk_charts/two_col/32.png,Number of hours dedicated to local TV news,"The average amount of weekday local TV news programming was increased slightly in 2018 , according to the RTDNA / Hofstra University survey . Local TV stations dedicated an average of 5.9 hours to news programming per weekday in 2018 , up slightly from 5.6 hours in 2017 .",How has the amount of weekday local TV news programming changed recently?,mturk_charts/two_col/33.png,Mergers and acquisitions of local TV stations,"In 2018 , 144 local TV stations changed hands at a cost of $ 8.8 billion , as annually reported by BIA Advisory Services . This is up from $ 4.7 billion across 107 stations that experienced changes in ownership in 2017 . )",What is the current trend in TV station mergers and acquisitions?,mturk_charts/no_data/two_col/7781.png,Most discuss election results with own side % who say they have recently hada conversation. about supported Trump's election with someone who supported ,"As we found during the campaign , Republicans and Democrats are more likely to discuss the election with people on their side than with those on the other side . Eight - in - ten Republicans and Republican leaners say they ’ve had a conversation with someone who supported Trump , and about seven - in - ten Democrats and Democratic leaners ( 72 % ) say they ’ve had a conversation with someone who supported Hillary Clinton . By contrast , fewer Republicans ( 45 % ) and Democrats ( 40 % ) say they ’ve had a conversation with a supporter of the other candidate .",mturk_charts/no_data/two_col/7813.png,Nearly one-quarter of Americans make no purchases using cash in a typical week % ofus adults who say they make typical week using cash 39% say they don't worry about whether or not they have cash on hand % ofU.S adults who say they ,"Finally , this survey documents a pronounced shift in how Americans engage with one of the oldest elements of the modern economy : physical currency . Today nearly one - quarter ( 24 % ) of Americans indicate that none of the purchases they make in a typical week involve cash . And an even larger share – 39 % – indicates that they do n’t really worry about having cash on hand , since there are so many other ways of paying for things these days . Nonwhites , low - income Americans and those 50 and older are especially likely to rely on cash as a payment method . Among the other findings of this national survey of 4,787 U.S. adults conducted from Nov. 24 to Dec. 21 , 2015 :",mturk_charts/no_data/two_col/7817.png,"U.S. deportations of immigrants decline for second year in a rrow In thousands, by fiscal year ","The Obama administration deported 333,341 unauthorized immigrants in the 2015 fiscal year , a decline of about 81,000 ( or 20 % ) from the prior year , according to newly released data from the Department of Homeland Security . The number of deportations fell for the second year in a row and reached its lowest level since 2007 , during the George W. Bush administration . The decline in deportations occurred among non - criminal and criminal immigrants alike . Deportations of immigrants without a criminal conviction fell from 247,000 in 2014 to 193,000 in 2015 , a 22 % drop and the first in four years . Deportations of immigrants with a criminal conviction fell 17 % between fiscal 2014 and 2015 , from 168,000 to 140,000 . It is only the third time that the number of deportations of immigrants with a criminal conviction has fallen since at least 1981 . ( Fiscal 2016 data are not yet available . )"
mturk_charts/two_col/34.png,Smartphone dependency over time,"A growing share of Americans now use smartphones as their primary means of online access at home . Today roughly one - in - five American adults are “ smartphone - only ” internet users – meaning they own a smartphone , but do not have traditional home broadband service .",What is the trend in Americans using only smartphones for online access?,mturk_charts/two_col/35.png,Internet use over time,"When Pew Research Center began systematically tracking Americans ’ internet usage in early 2000 , about half of all adults were already online . Today , nine - in - ten American adults use the internet .",How has the number of Americans using the internet changed over the years?,mturk_charts/two_col/36.png,Home broadband use over time,"The proportion of American adults with high - speed broadband service at home increased rapidly between 2000 and 2010 . In recent years , however , broadband adoption growth has been much more sporadic . Today , roughly three - quarters of American adults have broadband internet service at home .",What's the trend in the proportion of American adults with high-speed broadband service?,mturk_charts/no_data/two_col/7957.png,Anti-Muslim assaults at highest level since 2001 Anti-Muslim assaults reported to the FBI ,"The number of physical assaults against Muslims in the United States reached 9/11 - era levels last year , according to a Pew Research Center analysis of new hate crimes statistics from the FBI . There were 91 reported aggravated or simple assaults motivated by anti - Muslim bias in 2015 , just two shy of the 93 reported in 2001 . Separately , the number of anti - Muslim intimidation crimes – defined as threatening bodily harm — also rose in 2015 , with 120 reported to the FBI . Again , this was the most anti - Muslim intimidation crimes reported in any year since 2001 , when there were 296 .",mturk_charts/no_data/two_col/8132.png,Japanese split on embracing or confronting China Which is more important? Being tough territorial with China disputes on Having a strong relationship ,"Nevertheless , the Japanese are divided on how best to deal with their superpower neighbor . In thinking about relations with China , 47 % say having a strong economic relationship is the most important thing to do , while 45 % believe the best way forward is to be tough on territorial disputes between Japan and China .",mturk_charts/no_data/two_col/8149.png,Voters stee GOP as mostly divided on issues and vision; Dems mostly united % ofregistered voters who say each party is views on issues and vision for the future ,"GOP voters see a divided party . In the view of most voters – including most Republicans – the GOP will face the election deeply divided . Fully 80 % of registered voters say the party is mostly divided in its views on issues and vision for the future , while just 17 % say it is mostly united . Seven - in - ten Republican and Republican - leaning voters say the GOP is mostly divided , as do 89 % of Democrats ."
