img_path,summary,question_resolution,question,answer_resolution,abstractive_answer,extractive_answer,decontextualizated_text_added,decontextualizated_text_removed,extra_added_text
mturk_charts/no_data_remaining/multi_col/3516.png,"Public views of Congress as an institution are at their lowest point in over a decade . Currently , 47 % express an unfavorable opinion of Congress , while 44 % feel favorably . This marks the lowest favorability marks for Congress since the unpopular government shutdown in late 1995 . Even during the impeachment of former President Clinton , a slightly higher percentage gave Congress a favorable rating ( 48 % in January 1999 ) . And in the summer of 1994 , a few months before the GOP gained control of the House and Senate , 53 % expressed a favorable view of Congress . The growing unhappiness with Congress represents a sharp turnaround from recent years . In January 2001 , 64 % expressed a favorable view of Congress , 20 points higher than today . While there are no data on views of Congress from July 2001 to June 2004 , ratings of virtually all domestic institutions grew more favorable following the Sept. 11 terror attacks . If anything , it is likely that Congress ’s image improved even more in late 2001 , making today ’s negative ratings even more notable .",same,What changes have occurred in the percentage of people supporting Congress?,new_answer,"Currently , 47 % express an unfavorable opinion of Congress , while 44 % feel favorably . This marks the lowest favorability marks for Congress since 1995 .","Currently , 47 % express an unfavorable opinion of Congress , while 44 % feel favorably . This marks the lowest favorability marks for Congress since 1995 .",,"the unpopular government shutdown in late ven during the impeachment of former President Clinton , a slightly higher percentage gave Congress a favorable rating ( 48 % in January 1999 ) . And in the summer of 1994 , a few months before the GOP gained control of the House and Senate , 53 % expressed a favorable view of Congress . The growing unhappiness with Congress represents a sharp turnaround from recent years . In January 2001 , 64 % expressed a favorable view of Congress , 20 points higher than today . While there are no data on views of Congress from July 2001 to June 2004 , ratings of virtually all domestic institutions grew more favorable following the Sept. 11 terror attacks .",
mturk_charts/no_data_remaining/multi_col/3517.png,As has been the case through much of Bush ’s presidency ­ and in stark contrast to the Clinton years ­ public views of the economy are deeply split along political lines . Republicans generally see an economy that is thriving ; 56 % judge it as excellent or good . Democrats and independents see it much more negatively ; just 28 % of independents and 23 % of Democrats say the economy is doing well .,same,"Compare the thoughts of Democrats, Republicans and Independents about economy in their country?",new_answer,Republicans generally see an economy that is thriving ; 56 % judge it as excellent or good . Democrats and independents see it much more negatively ; just 28 % of independents and 23 % of Democrats say the economy is doing well .,Republicans generally see an economy that is thriving ; 56 % judge it as excellent or good . Democrats and independents see it much more negatively ; just 28 % of independents and 23 % of Democrats say the economy is doing well .,,,
mturk_charts/no_data_remaining/multi_col/3518.png,"The latest national survey by the Pew Research Center for the People & amp ; the Press , conducted Jan. 4 - 8 among 1,503 adults , finds only modest public expectations for this year ’s State of the Union address . Just 30 % think Bush ’s speech will be more important than speeches in past years , down slightly compared with last year and 2004 ( 34 % each ) ; roughly half ( 47 % ) say Bush ’s address will be about as important as the speeches of recent years . In January 2002 , a few months after the 9/11 attacks , 54 % said Bush ’s speech that year would be more important . And the following year , as the war with Iraq loomed , nearly as many Americans ( 52 % ) felt Bush ’s address would carry greater importance .",same,What does people think of State of Union's role in the recent years?,answer2,"Just 30 % think Bush ’s speech will be more important than speeches in past years , down slightly compared with last year and 2004 ( 34 % each ) ; roughly half ( 47 % ) say Bush ’s address will be about as important as the speeches of recent years .","Just 30 % think Bush ’s speech will be more important than speeches in past years , down slightly compared with last year and 2004 ( 34 % each ) ; roughly half ( 47 % ) say Bush ’s address will be about as important as the speeches of recent years .",,,
mturk_charts/no_data_remaining/multi_col/3519.png,"Currently , 60 % of Republicans rate their personal financial situation as good or excellent , compared with 45 % of independents and 40 % of Democrats . Majorities in all three groups feel their finances will improve over the next year ; 70 % of Republicans expect their personal finance to improve a lot or some over the next year , compared with 61 % of independents and 59 % of Democrats .",same,Explain the public opinion about the personal finance by political category?,answer2,"Currently , 60 % of Republicans rate their personal financial situation as good or excellent , compared with 45 % of independents and 40 % of Democrats . Majorities in all three groups feel their finances will improve over the next year ; 70 % of Republicans expect their personal finance to improve a lot or some over the next year , compared with 61 % of independents and 59 % of Democrats","Currently , 60 % of Republicans rate their personal financial situation as good or excellent , compared with 45 % of independents and 40 % of Democrats . Majorities in all three groups feel their finances will improve over the next year ; 70 % of Republicans expect their personal finance to improve a lot or some over the next year , compared with 61 % of independents and 59 % of Democrats",,,
mturk_charts/no_data_remaining/multi_col/3520.png,"President Bush delivered the first two of four major speeches outlining a “ plan for victory ” in Iraq prior to this survey , but the addresses failed to turn around the general perception that the president lacks a clear plan for bringing the situation to a successful conclusion . Fewer than three - in - ten ( 28 % ) say Bush has a clear plan , while two - thirds say he does not .",same,What is public opinion about the Bush's plan for victory in Iraq?,answer1,"the addresses failed to turn around the general perception that the president lacks a clear plan for bringing the situation to a successful conclusion . Fewer than three - in - ten ( 28 % ) say Bush has a clear plan , while two - thirds say he does not .","the addresses failed to turn around the general perception that the president lacks a clear plan for bringing the situation to a successful conclusion . Fewer than three - in - ten ( 28 % ) say Bush has a clear plan , while two - thirds say he does not .",,,
mturk_charts/no_data_remaining/multi_col/3522.png,"These results from September 2005 represent a sharp increase from mid-2004 . Pew Internet Project data from June 2004 show that use of search engines on a typical day has risen from 30 % to 41 % of the internet - using population , which itself has grown in the past year . This means that the number of those using search engines on an average day jumped from roughly 38 million in June 2004 to about 59 million in September 2005 – an increase of about 55 % . comScore data , which are derived from a different methodology , show that from September 2004 to September 2005 the average daily use of search engines jumped from 49.3 million users to 60.7 million users – an increase of 23 % .",same,Explain the usage of email and search engine among the Americans?,answer1,"use of search engines on a typical day has risen from 30 % to 41 % of the internet - using population , which itself has grown in the past year . This means that the number of those using search engines on an average day jumped from roughly 38 million in June 2004 to about 59 million in September 2005 – an increase of about 55 % . comScore data , which are derived from a different methodology , show that from September 2004 to September 2005 the average daily use of search engines jumped from 49.3 million users to 60.7 million users – an increase of 23 %","use of search engines on a typical day has risen from 30 % to 41 % of the internet - using population , which itself has grown in the past year . This means that the number of those using search engines on an average day jumped from roughly 38 million in June 2004 to about 59 million in September 2005 – an increase of about 55 % . comScore data , which are derived from a different methodology , show that from September 2004 to September 2005 the average daily use of search engines jumped from 49.3 million users to 60.7 million users – an increase of 23 %",,,
mturk_charts/no_data_remaining/multi_col/3523.png,"Bush ’s current 36 % job approval rating is the lowest of his presidency , down from 40 % in late October and 50 % at the start of the year . This decline reflects a souring of opinion among independents ­ just 29 % approve of the president ’s job performance today , compared with 47 % at the start of the year . Democratic evaluations have been both stable and overwhelmingly negative over the course of the year . However , Bush is also now facing a significant loss of support within his own party ­ particularly among moderate Republicans . Overall , the proportion of Republicans who approve of Bush ’s job in office has dropped from 89 % just after the 2004 election to 77 % today .",same,How has Bush's approval varied?,answer1,"Bush ’s current 36 % job approval rating is the lowest of his presidency , down from 40 % in late October and 50 % at the start of the year .","Bush ’s current 36 % job approval rating is the lowest of his presidency , down from 40 % in late October and 50 % at the start of the year .",,,
mturk_charts/no_data_remaining/multi_col/3524.png,"For example , in Pew ’s 2005 Political Typology ( based on polling in December 2004 ) , 77 % of whites , but only 56 % of blacks agreed that the position of blacks in American society has improved in recent years . And while 63 % of whites feel that blacks who ca n’t get ahead are mostly responsible for their own condition , only 43 % of blacks agree , a gap that has stayed virtually constant over the last decade .",same,What is the opinion of blacks and whites about the condition of blacks in society?,answer2,"77 % of whites , but only 56 % of blacks agreed that the position of blacks in American society has improved in recent years . And while 63 % of whites feel that blacks who ca n’t get ahead are mostly responsible for their own condition , only 43 % of blacks agree , a gap that has stayed virtually constant over the last decade .","77 % of whites , but only 56 % of blacks agreed that the position of blacks in American society has improved in recent years . And while 63 % of whites feel that blacks who ca n’t get ahead are mostly responsible for their own condition , only 43 % of blacks agree , a gap that has stayed virtually constant over the last decade .",,,
mturk_charts/no_data_remaining/multi_col/3525.png,"The 2003 Values Survey series reveals a similar disparity on racially charged questions . For example , on the issue of affirmative action programs , 55 % of blacks , but only 24 % of whites , offered support — although that cleavage has narrowed substantially from a 50 - point differential in 1988 .",same,How was white and black approval of affirmative actions for blacks in 2003?,answer1,"on the issue of affirmative action programs , 55 % of blacks , but only 24 % of whites , offered support","on the issue of affirmative action programs , 55 % of blacks , but only 24 % of whites , offered support",,For example,
mturk_charts/no_data_remaining/multi_col/3526.png,"For example , while clear majorities of whites agree that government should do more to help the needy ( 55 % in the 2005 Typology ) and guarantee food and shelter ( 62 % in the 2003 Values survey ) , the numbers of blacks expressing those views are much larger ( 72 % and 80%)—a differential that has remained essentially constant over time .",same,What is opinion about the government to help the needy among white and black people?,answer2,"while clear majorities of whites agree that government should do more to help the needy ( 55 % in the 2005 Typology ) and guarantee food and shelter ( 62 % in the 2003 Values survey ) , the numbers of blacks expressing those views are much larger ( 72 % and 80%)—a differential that has remained essentially constant over time","while clear majorities of whites agree that government should do more to help the needy ( 55 % in the 2005 Typology ) and guarantee food and shelter ( 62 % in the 2003 Values survey ) , the numbers of blacks expressing those views are much larger ( 72 % and 80%)—a differential that has remained essentially constant over time",,,
