img_path,summary,question_resolution,question,answer_resolution,abstractive_answer,extractive_answer,decontextualizated_text_added,decontextualizated_text_removed,extra_added_text
mturk_charts/no_data_remaining/multi_col/3247.png,"With less than three weeks to go before the election , there is a growing sense among the public that the tone of the presidential campaign has changed . A majority of Americans ( 55 % ) now say that the campaign is too negative . This is up significantly from 43 % a month ago and represents a dramatic change from the beginning of the primary season when only 28 % said the campaign was too negative . Perceptions of the tone of the current campaign are nearly identical to views of the 2004 presidential campaign . In October , 2004 , 57 % of registered voters said the campaign was too negative .",same,What does the public think about the tone of the campaigns?,answer1,A majority of Americans ( 55 % ) now say that the campaign is too negative .,A majority of Americans ( 55 % ) now say that the campaign is too negative .,,, 
mturk_charts/no_data_remaining/multi_col/3248.png,"While the two presidential candidates received roughly the same amount of news coverage last week , Obama was clearly the most visible candidate in the eyes of the public . According to the Pew Research Center ’s Project for Excellence in Journalism , Obama was featured prominently in 79 % of all campaign news stories last week and McCain was featured in 74 % . More than half of the public ( 53 % ) says Obama was the candidate they heard the most about in the news last week , while only 25 % name McCain .",same,How can media coverage of candidates be described?,answer1,"Obama was featured prominently in 79 % of all campaign news stories last week and McCain was featured in 74 % . More than half of the public ( 53 % ) says Obama was the candidate they heard the most about in the news last week , while only 25 % name McCain .","Obama was featured prominently in 79 % of all campaign news stories last week and McCain was featured in 74 % . More than half of the public ( 53 % ) says Obama was the candidate they heard the most about in the news last week , while only 25 % name McCain .",,, 
mturk_charts/no_data_remaining/multi_col/3249.png,"From the public ’s perspective , some aspects of the presidential campaign have been covered better than others . Americans give the press high marks for coverage of the candidate debates and reporting on which candidate is leading in the latest polls . For both of these facets of the campaign , 62 % say that the press has done an excellent or good job and a third says its performance has been only fair or poor . About half ( 52 % ) say that the press has done only a fair or poor job in covering campaign strategies and the same percentage says this about coverage of the candidates ’ positions on issues . Somewhat fewer view coverage of these two aspects of the campaign positively . In both cases , 44 % say that campaign reporting has been excellent or good . The area in which the public sees the greatest weakness in campaign coverage is in news about the candidates ’ personal backgrounds and experiences . A majority ( 54 % ) say that the press has done only a fair or poor job , while roughly four - in - ten ( 41 % ) say the coverage has been excellent or good .",same,What does the public think about the media's work in presenting the background of the candidates?,same,"A majority ( 54 % ) say that the press has done only a fair or poor job , while roughly four - in - ten ( 41 % ) say the coverage has been excellent or good .","A majority ( 54 % ) say that the press has done only a fair or poor job , while roughly four - in - ten ( 41 % ) say the coverage has been excellent or good .",,, 
mturk_charts/no_data_remaining/multi_col/3253.png,"For the past two weeks , Obama and McCain have been about equally visible from the public ’s perspective . In the current survey , 42 % say they have heard the most about Obama in the news in the last week or so , while 37 % say McCain . This balance stands in stark contrast to the week of the GOP convention , when McCain was far more visible ( 54 % vs. 28 % ) . It is also quite different from the pre - convention period , when Obama was routinely the more visible of the candidates .",same,What does the public have to say about who they've heard the most about Obama or Maccin?,answer1,"In the current survey , 42 % say they have heard the most about Obama in the news in the last week or so , while 37 % say McCain .","In the current survey , 42 % say they have heard the most about Obama in the news in the last week or so , while 37 % say McCain .",,, 
mturk_charts/no_data_remaining/multi_col/3255.png,"Bleak views of national economic conditions are increasingly held across party lines . At the time of the 2006 mid - term elections , the condition of the economy was a partisan issue with 70 % of Republicans calling conditions excellent or good compared with only a quarter ( 25 % ) of Democrats . Republicans have soured on the economy over the past two years ; the share of Republicans rating economic conditions as excellent / good has fallen from 70 % in November 2006 , to 46 % in September 2007 , to 14 % today . As a result , the party gap on this issue has steadily diminished .",same,What do Democrats and Republicans think about the economy?,answer1,"At the time of the 2006 mid - term elections , the condition of the economy was a partisan issue with 70 % of Republicans calling conditions excellent or good compared with only a quarter ( 25 % ) of Democrats","At the time of the 2006 mid - term elections , the condition of the economy was a partisan issue with 70 % of Republicans calling conditions excellent or good compared with only a quarter ( 25 % ) of Democrats",,, 
mturk_charts/no_data_remaining/multi_col/3257.png,"For the public , the events on Wall Street and news about the economy were clearly the dominant stories . Fully 47 % cited either Wall Street turmoil ( 27 % ) or reports on the economy ( 20 % ) as the story they followed most closely last week . While there was considerable interest in the campaign , far fewer people ( 20 % ) cited this as their top story of the week . The national news media divided its attention between the campaign and the economic crisis last week . According to the Pew Research Center ’s Project for Excellence in Journalism ( PEJ ) , 37 % of the national newshole was devoted to the turmoil on Wall Street and the government ’s response while 31 % was focused on the campaign . The public ’s news menu was extensive last week . Aside from the economy and the campaign , 42 % say they followed news about the impact of Hurricane Ike ; 21 % cite this as the story they followed most closely last week .",same,How can the public's interest in news be described?,answer1,"Fully 47 % cited either Wall Street turmoil ( 27 % ) or reports on the economy ( 20 % ) as the story they followed most closely last week . While there was considerable interest in the campaign , far fewer people ( 20 % ) cited this as their top story of the week .","Fully 47 % cited either Wall Street turmoil ( 27 % ) or reports on the economy ( 20 % ) as the story they followed most closely last week . While there was considerable interest in the campaign , far fewer people ( 20 % ) cited this as their top story of the week .",,, 
mturk_charts/no_data_remaining/multi_col/3258.png,"While views of their own economies had also darkened in other developed countries by last spring ( 77 % of Americans rated the U.S. economic outlook bad , though only 46 % of Germans , and only 28 % of Australians , were of like mind ) , Japanese economic pessimism has tended to outpace that in other well - heeled nations . Fully 85 % among the Japanese public described their country ’s current economic situation as somewhat or very bad ; a mere 13 % judged it even somewhat good . On the “ bad ” side of the ledger , nearly half ( 48 % ) select “ somewhat , ” while 13 % say “ very . ” Contrast this with the 84 % of Indians and 66 % of Chinese and Brazilians who , despite their relative impoverishment , nonetheless express at least some degree of satisfaction with their economic lot in life .",same,"What is the public view on the economic situation in India, China and Brazil?",answer1,"Contrast this with the 84 % of Indians and 66 % of Chinese and Brazilians who , despite their relative impoverishment , nonetheless express at least some degree of satisfaction with their economic lot in life","Contrast this with the 84 % of Indians and 66 % of Chinese and Brazilians who , despite their relative impoverishment , nonetheless express at least some degree of satisfaction with their economic lot in life",,, 
mturk_charts/no_data_remaining/multi_col/3259.png,"Palin clearly has boosted John McCain ’s visibility . From mid - June through the last week of August , Barack Obama consistently led McCain as the candidate the public was hearing the most about in the news . McCain received an expected bump following the Republican convention , but he continued to top Obama last week as 41 % pointed to McCain as the more visible candidate while 32 % named Obama . Notably , 17 % said they had been hearing the most about Palin – even though they were specifically asked to name a presidential candidate .",same,Describe the presidential candidates news and public interest in details?,answer2,"McCain received an expected bump following the Republican convention , but he continued to top Obama last week as 41 % pointed to McCain as the more visible candidate while 32 % named Obama .","McCain received an expected bump following the Republican convention , but he continued to top Obama last week as 41 % pointed to McCain as the more visible candidate while 32 % named Obama .",,, 
mturk_charts/no_data_remaining/multi_col/3260.png,"The public divided its attention last week between the hurricane and the presidential campaign . Interest in the campaign remained high as 40 % followed campaign news very closely and 32 % listed this as their most closely followed story . For its part , the national news media continued to focus heavily on the presidential race – devoting 39 % of the overall newshole to campaign news . Coverage of Hurricane Ike accounted for 14 % of the newshole . News that the federal government was taking control of mortgage giants Fannie Mae and Freddie Mac , last week ’s biggest financial story , drew the very close attention of 28 % of the public . Some 6 % listed this as their most closely followed news story , and the media devoted 6 % of its overall coverage to the story .",same,How much impact the election campaign made in the public?,answer1,"The public divided its attention last week between the hurricane and the presidential campaign . Interest in the campaign remained high as 40 % followed campaign news very closely and 32 % listed this as their most closely followed story . For its part , the national news media continued to focus heavily on the presidential race – devoting 39 % of the overall newshole to campaign news","The public divided its attention last week between the hurricane and the presidential campaign . Interest in the campaign remained high as 40 % followed campaign news very closely and 32 % listed this as their most closely followed story . For its part , the national news media continued to focus heavily on the presidential race – devoting 39 % of the overall newshole to campaign news",,, 
mturk_charts/no_data_remaining/multi_col/3261.png,"McCain may also have improved the GOP “ brand , ” which had steadily eroded during Bush ’s second term . Half of registered voters now express a favorable opinion of the Republican Party – the party ’s highest rating in three years . The Democratic Party continues to have a more favorable image ( 55 % favorable ) , but the gap between the two parties has narrowed considerably since earlier this year . Equally important , independent voters now express about the same view of both major parties : 50 % of independents have a favorable opinion of the Republican Party while 49 % feel favorably toward the Democratic Party . As recently as August , positive ratings for the Democratic Party surpassed the GOP ’s by 18 points ( 56 % to 38 % ) .",same,What is the public's opinion about the different party?,answer2,50 % of independents have a favorable opinion of the Republican Party while 49 % feel favorably toward the Democratic Party .,50 % of independents have a favorable opinion of the Republican Party while 49 % feel favorably toward the Democratic Party .,while 49 feel favorably toward Democratic .,, 
