img_path,summary,question_resolution,question,answer_resolution,abstractive_answer,extractive_answer,decontextualizated_text_added,decontextualizated_text_removed,extra_added_text
mturk_charts/no_data_remaining/multi_col/3431.png,"The shootings at Virginia Tech University overshadowed all other news stories last week – both in terms of coverage and public interest . Fully 45 % of Americans paid very close attention to the tragedy and 56 % said it was the single news story they followed more closely than any other last week . However , interest in the Virginia Tech shootings was considerably lower than interest in the Columbine High School shootings which occurred almost exactly eight years earlier . More than two - thirds of Americans ( 68 % ) paid very close attention to the Columbine incident . Interest in the Virginia Tech shootings was on a par with school shootings that took place in the fall of 2006 ( including the shooting at an Amish school house in Pennsylvania ) , as well as the 1998 shootings at a middle school in Jonesboro , Arkansas and a high school in Springfield Oregon . In a busy news week , the public ’s focus was primarily on the events in Blacksburg , Virginia . While interest in the situation in Iraq was substantial , the war did not dominate the public ’s attention this past week as it has throughout most of the year . Only 13 % said they followed the events in Iraq more closely than any other news story . Neither Attorney General Alberto Gonzales ’s testimony before Congress concerning the firing of eight U.S. attorneys nor the Supreme Court ’s abortion ruling put a dent in the Virginia Tech audience . Only 4 % of the public named either of these stories as the one they followed most closely last week . The Virginia Tech shootings attracted more public interest and received more news coverage than any other story this year . Fully 51 % of all news coverage for the week was devoted to the Virginia Tech shootings and its aftermath . Cable news led the way devoting 76 % of its coverage to the story . More than 60 % of network television news focused on this story , as did half of all radio news . The public relied mainly on television for news about the shootings : 36 % say their main source of information about the story was cable news and another 32 % say they relied primarily on network TV news . The Internet was the main source of news on the shootings for 11 % of the public , while 9 % relied mainly on newspapers and another 9 % relied on radio .",same,How did news about Virginia Tech spark public interest?,answer1,Fully 45 % of Americans paid very close attention to the tragedy and 56 % said it was the single news story they followed more closely than any other last week .,Fully 45 % of Americans paid very close attention to the tragedy and 56 % said it was the single news story they followed more closely than any other last week .,,,
mturk_charts/no_data_remaining/multi_col/3432.png,"In other news this week , 28 % of the public paid very close attention to the situation in Iraq , while 22 % closely followed the debate in Washington about Iraq policy . Interest in the 2008 presidential campaign was unchanged from the previous week – 18 % followed news about the candidates very closely , and another 28 % followed campaign news fairly closely . Democrats continue to follow the campaign more closely than Republicans . In spite of Gonzales ’s long - awaited testimony , fewer than 20 % of the public paid very close attention to the continuing saga surrounding why eight U.S. attorneys were fired by the Justice Department . This is another story Democrats have consistently followed more closely than Republicans . This past week 27 % of Democrats vs. 11 % of Republicans paid very close attention to the story . The Supreme Court ’s decision to uphold the Partial Birth Abortion Ban Act was followed very closely by 21 % of the public . Though the ruling may have been overshadowed in part by the events at Virginia Tech , public interest was not far below that of other abortion rulings by the Court over the past 10 - 20 years . When the Court ruled in 2000 that a Nebraska law banning late - term abortion was unconstitutional , only 15 % of the public followed the decision very closely . However , 28 % of the public paid very close attention to the Court ’s deliberations on Pennsylvania abortion restrictions in 1992 . The Court ’s ruling in the 1989 Webster case attracted much more public interest – 47 % followed that decision very closely . Women paid slightly more attention to last week ’s abortion ruling than did men . Democrats and Republicans followed the story in about equal proportions .",same,How was public interest divided between the Iraq war and the election campaign?,answer1,"In other news this week , 28 % of the public paid very close attention to the situation in Iraq , while 22 % closely followed the debate in Washington about Iraq policy . Interest in the 2008 presidential campaign was unchanged from the previous week – 18 % followed news about the candidates very closely , and another 28 % followed campaign news fairly closely .","In other news this week , 28 % of the public paid very close attention to the situation in Iraq , while 22 % closely followed the debate in Washington about Iraq policy . Interest in the 2008 presidential campaign was unchanged from the previous week – 18 % followed news about the candidates very closely , and another 28 % followed campaign news fairly closely .",,,
mturk_charts/no_data_remaining/multi_col/3433.png,"The war in Iraq continued to attract broad public attention , despite drawing far less news coverage than the Imus flap . Overall , 34 % of Americans say they followed news about the situation in Iraq very closely , and 26 % cited the war as the story they followed most closely from April 12 - 16 . News about Imus ’s remarks regarding the Rutgers women ’s basketball team was the second most closely followed story : 24 % say they followed this story very closely , and 20 % named it as the story they tracked most closely . The public paid less attention to the week ’s other major stories . Fewer than one - in - ten cited the issue of immigration ( 8 % ) , the Iraq policy debate ( 7 % ) , the 2008 presidential campaign ( 6 % ) , or the Duke lacrosse case ( 5 % ) as the story they followed most closely last week .",same,How can public interest in the situation in Iraq be described?,answer1,"Overall , 34 % of Americans say they followed news about the situation in Iraq very closely , and 26 % cited the war as the story they followed most closely from April 12 - 16 .","Overall , 34 % of Americans say they followed news about the situation in Iraq very closely , and 26 % cited the war as the story they followed most closely from April 12 - 16 .",,,
mturk_charts/no_data_remaining/multi_col/3434.png,"Democrats have consistently paid closer attention to campaign news than have Republicans . On average interest among Democrats has exceeded interest among Republicans by 12 percentage points . During the week of April 2 , when candidates ’ first quarter fundraising totals dominated campaign news , 66 % of Democrats were paying very or fairly close attention to the campaign compared to 58 % of Republicans . Independents have been slightly less attentive to the campaign than Democrats or Republicans throughout most of the year . Last week , 46 % of Independents were closely following campaign news .",same,What was the interest of Democrats and Republicans in news about the campaign in April?,answer1,"During the week of April 2 , when candidates ’ first quarter fundraising totals dominated campaign news , 66 % of Democrats were paying very or fairly close attention to the campaign compared to 58 % of Republicans .","During the week of April 2 , when candidates ’ first quarter fundraising totals dominated campaign news , 66 % of Democrats were paying very or fairly close attention to the campaign compared to 58 % of Republicans .",,,
mturk_charts/no_data_remaining/multi_col/3435.png,"This past week , the presidential campaign was the third most closely followed news story . Fully one quarter of the public followed campaign news very closely and another 30 % paid fairly close attention . Twelve percent of the public said the campaign was the single news story they followed more closely than any other . In terms of news coverage , the campaign was ranked no . 2 – 10 % of the entire newshole was devoted to campaign news . Two foreign policy stories topped campaign news last week in terms of public interest . Roughly three - in - ten Americans ( 31 % ) paid very close attention to the release of 15 British sailors and marines held captive by the Iranian government , and 21 % said this was the story they followed most closely . The hostage story was no . 1 in terms of coverage : 12 % of the newshole was devoted to this story . One third of the public paid very close attention to the situation in Iraq and 20 % said this was the story they followed most closely . While media coverage of the Iraq war remains focused more heavily on the policy debate , the public expresses more interest in events on the ground in Iraq . Coverage of the policy debate outweighed news about the war itself by a better than two - to - one margin this past week . At the same time , the public was more than twice as likely to list the situation in Iraq , rather than the policy debate at home , as their top news story . News coverage of the firing of eight U.S. attorneys fell off dramatically last week , while public interest in the story remained fairly constant . The week of March 26 , 11 % of the newshole was devoted to the U.S. attorney firings – making it one of the top two most covered stories of that week . This past week , only 1 % of the news coverage was devoted to this story . Roughly one - in - five Americans paid very close attention to this story last week and 6 % said it was the story they followed most closely .",same,What was the public's interest in news about the campaign?,answer2,"Twelve percent of the public said the campaign was the single news story they followed more closely than any other In terms of news coverage , the campaign was ranked no . 2 – 10 % of the entire newshole was devoted to campaign news","Twelve percent of the public said the campaign was the single news story they followed more closely than any other In terms of news coverage , the campaign was ranked no . 2 – 10 % of the entire newshole was devoted to campaign news",,,
mturk_charts/no_data_remaining/multi_col/3436.png,"Two foreign policy stories topped campaign news last week in terms of public interest . Roughly three - in - ten Americans ( 31 % ) paid very close attention to the release of 15 British sailors and marines held captive by the Iranian government , and 21 % said this was the story they followed most closely . The hostage story was no . 1 in terms of coverage : 12 % of the newshole was devoted to this story . One third of the public paid very close attention to the situation in Iraq and 20 % said this was the story they followed most closely . While media coverage of the Iraq war remains focused more heavily on the policy debate , the public expresses more interest in events on the ground in Iraq . Coverage of the policy debate outweighed news about the war itself by a better than two - to - one margin this past week . At the same time , the public was more than twice as likely to list the situation in Iraq , rather than the policy debate at home , as their top news story . News coverage of the firing of eight U.S. attorneys fell off dramatically last week , while public interest in the story remained fairly constant . The week of March 26 , 11 % of the newshole was devoted to the U.S. attorney firings – making it one of the top two most covered stories of that week . This past week , only 1 % of the news coverage was devoted to this story . Roughly one - in - five Americans paid very close attention to this story last week and 6 % said it was the story they followed most closely . Global warming was back in the news last week – with a Supreme Court ruling on auto emissions and a new report on the causes of global climate change . Five percent of the news for the week was devoted to this topic . Roughly one quarter of the public ( 26 % ) followed news about global warming very closely . The same percentage paid very close attention to global warming news in early February of this year following the worldwide conference on the issue in Paris . Public interest in this topic is substantially higher now than it was ten years ago . In late 1997 , only about 10 % of the public was following news about global warming very closely .",same,How was the interest and coverage of news about the British sailor and marines made hostage?,answer2,"Roughly three - in - ten Americans ( 31 % ) paid very close attention to the release of 15 British sailors and marines held captive by the Iranian government , and 21 % said this was the story they followed most closely The hostage story was no . 1 in terms of coverage","Roughly three - in - ten Americans ( 31 % ) paid very close attention to the release of 15 British sailors and marines held captive by the Iranian government , and 21 % said this was the story they followed most closely The hostage story was no . 1 in terms of coverage",,,
mturk_charts/no_data_remaining/multi_col/3437.png,"The Republican Party has traditionally garnered it strongest backing among wealthier voters . But the recent overall decline in Republican Party affiliation nationwide has taken a toll even on GOP support among affluent voters . The latest Pew surveys find Democrats pulling even with Republicans among registered voters with annual family incomes in excess of roughly $ 135,000 per annum . Overall , while remarkably high voter enthusiasm is undoubtedly the key factor in the Democratic Party ’s fundraising success in 2006 and thus far this year , the pool of potential campaign donors is also less tilted toward the GOP today than it has been in the past . Pew Research Center surveys conducted over the past 13 years reveals a stark change in the party identification among the wealthiest voters – defined here as those in the top 10 % of household incomes . In 1995 , the year after the Republicans took control of the House and Senate , there were nearly twice as many Republicans ( 46 % ) as Democrats ( 25 % ) among the most affluent 10 % of registered voters ( household incomes of approximately $ 84,000 or more at the time ) . By comparison , there are just as many Democrats ( 31 % ) as Republicans ( 32 % ) among this class of voters today ( household incomes of approximately $ 135,000 or more ) . As has been the case nationwide , the shifting balance has had more to do with Republican losses than Democratic gains . Within the past two years , Republican Party identification has fallen nine percentage points among the wealthiest voters ( from 41 % to 32 % ) , while Democratic identification is up just three points . This mirrors the overall pattern nationwide , which shows a sizeable decline in GOP identification , and only modest growth in Democratic Party identification . ( For details , see March 22 , 2007 : Political Landscape More Favorable to Democrats . )",same,Explain the high income people identification among different parties over the years?,answer1,"the year after the Republicans took control of the House and Senate , there were nearly twice as many Republicans ( 46 % ) as Democrats ( 25 % ) among the most affluent 10 % of registered voters ( household incomes of approximately $ 84,000 or more at the time ) . By comparison , there are just as many Democrats ( 31 % ) as Republicans ( 32 % ) among this class of voters today ( household incomes of approximately $ 135,000 or more ) . As has been the case nationwide , the shifting balance has had more to do with Republican losses than Democratic gains . Within the past two years , Republican Party identification has fallen nine percentage points among the wealthiest voters ( from 41 % to 32 % ) , while Democratic identification is up just three points . This mirrors the overall pattern nationwide , which shows a sizeable decline in GOP identification , and only modest growth in Democratic Party identification . ( For details , see March 22 , 2007 : Political Landscape More Favorable to Democrats . )","the year after the Republicans took control of the House and Senate , there were nearly twice as many Republicans ( 46 % ) as Democrats ( 25 % ) among the most affluent 10 % of registered voters ( household incomes of approximately $ 84,000 or more at the time ) . By comparison , there are just as many Democrats ( 31 % ) as Republicans ( 32 % ) among this class of voters today ( household incomes of approximately $ 135,000 or more ) . As has been the case nationwide , the shifting balance has had more to do with Republican losses than Democratic gains . Within the past two years , Republican Party identification has fallen nine percentage points among the wealthiest voters ( from 41 % to 32 % ) , while Democratic identification is up just three points . This mirrors the overall pattern nationwide , which shows a sizeable decline in GOP identification , and only modest growth in Democratic Party identification . ( For details , see March 22 , 2007 : Political Landscape More Favorable to Democrats . )",,,
mturk_charts/no_data_remaining/multi_col/3438.png,"For example , Americans have a better opinion of the National Rifle Association these days than they did in the mid 1990 ’s . Over this same period , public calls for stricter gun - control laws have also quieted somewhat . A recent Pew nationwide survey found a 52%-to-32 % majority of respondents holding a favorable opinion of the NRA , which will hold its massive annual convention on April 13 - 15 this year in St. Louis . While this is the first time since 1994 that the favorability rating of the group has crossed the 50 % mark , positive views of the NRA have been inching upward in Pew polls in recent years .",same,What opinion US people hold on the National Rifle Association (NRA)?,answer2,"A Pew survey found a 52%-to-32 % majority of respondents holding a favorable opinion of the NRA which will hold its massive annual convention on April 13 - 15 this year in St. Louis . While this is the first time since 1994 that the favorability rating of the group has crossed the 50 % mark , positive views of the NRA have been inching upward in Pew polls in recent years","A Pew survey found a 52%-to-32 % majority of respondents holding a favorable opinion of the NRA which will hold its massive annual convention on April 13 - 15 this year in St. Louis . While this is the first time since 1994 that the favorability rating of the group has crossed the 50 % mark , positive views of the NRA have been inching upward in Pew polls in recent years",,nationwide,
mturk_charts/no_data_remaining/multi_col/3439.png,"As attitudes toward the NRA have warmed , attitudes toward more restrictive gun control have cooled . In September 1990 , 78 % of respondents in a national survey told Gallup they felt that laws governing the sale of firearms should be stricter . The figure declined throughout the 1990s and reached its lowest point ( 51 % ) in October 2002 . Since then support for stricter controls on guns has hovered in the mid-50s , reaching a peak of 60 % in 2004 . Most recently , in October 2006 , 56 % of people told Gallup they favored stricter gun - sales laws . However , when given the choice in that poll between enforcing current gun laws more strictly or doing that plus passing new gun laws , most people ( 53 % ) preferred only that current laws be enforced more strictly .",same,What is current public's opinion on firearm sales law?,answer1,"Most recently , in October 2006 , 56 % of people told Gallup they favored stricter gun - sales laws . However , when given the choice in that poll between enforcing current gun laws more strictly or doing that plus passing new gun laws , most people ( 53 % ) preferred only that current laws be enforced more strictly .","Most recently , in October 2006 , 56 % of people told Gallup they favored stricter gun - sales laws . However , when given the choice in that poll between enforcing current gun laws more strictly or doing that plus passing new gun laws , most people ( 53 % ) preferred only that current laws be enforced more strictly .",,,
mturk_charts/no_data_remaining/multi_col/3440.png,"Public interest in the Iraq war remained high last week as the country marked the fourth anniversary of the conflict , and the House of Representatives passed a controversial war funding bill . At the same time the fallout from the firing of eight U.S. attorneys by the Justice Department failed to gain much traction with the public , in spite of intense media coverage of the story . Beyond Iraq , the public divided its attention fairy evenly among the other top stories of the week – a missing Boy Scout found alive in North Carolina , news about the 2008 presidential campaign , medical care for wounded Iraq war veterans , and the U.S. attorney story . The third week into the U.S. attorney story , public interest increased only marginally , and the gap between coverage of the story and public attentiveness remained substantial . Only 20 % of the public paid very close attention to news about the firings , and 8 % said it was the story they followed most closely ( unchanged from last week ) . Fully 18 % of news coverage for the week was devoted to this story . One in five Americans paid very close attention to news about the 2008 candidates and 17 % closely followed news about Elizabeth Edwards ’ recurrence of cancer . Roughly one - in - ten Americans ( 9 % ) said they followed the campaign more closely than any other major news story , and another 7 % said they followed the Edwards news most closely .",same,What are the top interested news among public in the recent days?,answer2,"Public interest in the Iraq war remained high last week as the country marked the fourth anniversary of the conflict Beyond Iraq , the public divided its attention fairy evenly among the other top stories of the week – a missing Boy Scout found alive in North Carolina news about the 2008 presidential campaign , medical care for wounded Iraq war veterans , and the U.S. attorney story The third week into the U.S. attorney story , public interest increased only marginally , and the gap between coverage of the story and public attentiveness remained substantial Fully 18 % of news coverage for the week was devoted to this story Roughly one - in - ten Americans ( 9 % ) said they followed the campaign more closely than any other major news story , and another 7 % said they followed the Edwards news most closely","Public interest in the Iraq war remained high last week as the country marked the fourth anniversary of the conflict Beyond Iraq , the public divided its attention fairy evenly among the other top stories of the week – a missing Boy Scout found alive in North Carolina news about the 2008 presidential campaign , medical care for wounded Iraq war veterans , and the U.S. attorney story The third week into the U.S. attorney story , public interest increased only marginally , and the gap between coverage of the story and public attentiveness remained substantial Fully 18 % of news coverage for the week was devoted to this story Roughly one - in - ten Americans ( 9 % ) said they followed the campaign more closely than any other major news story , and another 7 % said they followed the Edwards news most closely",,,
