img_path,"summary",question_resolution,"question",answer_resolution,"abstractive_answer","extractive_answer","decontextualizated_text_added","decontextualizated_text_removed","abstractive_text_added","abstractive_text_removed","extra_added_text","title","original_answer"
mturk_charts/no_data_remaining/two_col/316.png,"As Obama prepares to deliver his sixth State of the Union , 24 % say his speech will be more important than past addresses , while 19 % say it will be less important ; 52 % say it is about as important as previous State of the Unions .",same,"What was people's opinions of this years State of the Union address compared to past years?",answer2,"24 % say this speech will be more important than past addresses , while 19 % say it will be less important ; 52 % say it is about as important as previous State of the Unions .","24 % say speech will be more important than past addresses , while 19 % say it will be less important ; 52 % say it is about as important as previous State of the Unions .",".","his","this",""," ","Importance of 2015 State of Union","24 % say his speech will be more important than past addresses , while 19 % say it will be less important ; 52 % say it is about as important as previous State of the Unions"
mturk_charts/no_data_remaining/two_col/317.png,"There were 11.2 million unauthorized immigrants in the U.S. as of 2012 . The total number of unauthorized immigrants living in the U.S. has not changed since 2009 , standing at 11 . 2 million in 2012 . ( A preliminary Pew Research estimate put the 2013 population of unauthorized immigrants at 11.3 million , statistically unchanged from the 2012 figure . ) Before then , the unauthorized immigration population had risen rapidly , from 3.5 million in 1990 to a peak of 12.2 million in 2007 , the year that the Great Recession began . Another major trend has been the decline in the number of unauthorized immigrants from Mexico , falling to 5.9 million in 2012 from a peak of 6.9 million in 2007 .",same,"Describe the trend of unauthorized immigration in the USA from 1990 to 2012?",answer1,"There were 11.2 million unauthorized immigrants in the U.S. as of 2012 . Before then , the unauthorized immigration population had risen rapidly , from 3.5 million in 1990 to a peak of 12.2 million in 2007 .","There were 11.2 million unauthorized immigrants in the U.S. as of 2012 . Before then , the unauthorized immigration population had risen rapidly , from 3.5 million in 1990 to a peak of 12.2 million in 2007 .","There were 11.2 immigrants U.S. as 2012 . .","year that Great Recession began","",""," ","Growth in unauthorized immigration in the U.S. has leveled off.","Before then , the unauthorized immigration population had risen rapidly , from 3.5 million in 1990 to a peak of 12.2 million in 2007 , the year that the Great Recession began"
mturk_charts/no_data_remaining/two_col/319.png,"Children with at least one unauthorized immigrant parent made up 6.9 % of students enrolled in kindergarten through 12th grade in the U.S.",same,"What is distribution of students with unauthorized immigrant parents in the US?",same,"Children with at least one unauthorized immigrant parent made up 6.9 % of students enrolled in kindergarten through 12th grade in the U.S.","Children with at least one unauthorized immigrant parent made up 6.9 % of students enrolled in kindergarten through 12th grade in the U.S.","","","",""," ","Parent(s), Share of K-12 Students with Unauthorized Immigrant Parent(s), 1995-2012","Children with at least one unauthorized immigrant parent made up 6.9 % of students enrolled in kindergarten through 12th grade in the U.S."
mturk_charts/no_data_remaining/two_col/320.png,"Unauthorized immigrants accounted for one - in - twenty people in the labor force , or 8.1 million people in 2012 , but the share is markedly higher in some states , especially those with high shares of unauthorized immigrants in the population ( like Nevada , California and Texas ) .",same,"What is trend in unauthorized immigrant population  in US?",answer2,"Unauthorized immigrants accounted for 8.1 million people in 2012 .","Unauthorized immigrants accounted for 8.1 million people in 2012 .",".","one - - twenty the labor force , or , but the share is markedly higher some states , especially those with high shares of unauthorized the population","",""," ","Unauthorized immigrants in the U.S. Labor force, 1995-2012","Unauthorized immigrants accounted for one - in - twenty people in the labor force , or 8.1 million people in 2012 , but the share is markedly higher in some states , especially those with high shares of unauthorized immigrants in the population"
mturk_charts/no_data_remaining/two_col/321.png,"As views of the economy improve and terrorist threats persist , the public ’s policy priorities have changed : For the first time in five years , as many Americans cite defending the U.S. against terrorism ( 76 % ) as a top policy priority as say that about strengthening the nation ’s economy ( 75 % ) . The Pew Research Center ’s annual policy priorities survey , conducted Jan. 7 - 11 among 1,504 adults , also finds that the goal of strengthening the military has increased in importance . Currently , 52 % say strengthening the military should be a top policy priority for the president and Congress this year , up from 41 % in January 2013 . The survey finds little change over time in many of the public ’s other priorities : 67 % rate improving education as a top priority , 66 % cite securing Social Security , 64 % reducing health care costs and 61 % securing Medicare .",same,"What is distribution of public policy priorities?",answer1,"Americans cite defending the U.S. against terrorism ( 76 % ) as a top policy priority as say that about strengthening the nation ’s economy ( 75 % ) . 67 % rate improving education as a top priority , 66 % cite securing Social Security , 64 % reducing health care costs and 61 % securing Medicare .","Americans cite defending the U.S. against terrorism ( 76 % ) as a top policy priority as say that about strengthening the nation ’s economy ( 75 % ) . 67 % rate improving education as a top priority , 66 % cite securing Social Security , 64 % reducing health care costs and 61 % securing Medicare .","Americans defending U.S. against terrorism ( 76 ) policy say that about strengthening nation economy ( 75 )","The survey finds little change over time in many of public other priorities :","",""," ","Public's Policy Priorities for 2015 % rating each a top priorityfor Obama and Congress","The survey finds little change over time in many of the public ’s other priorities : 67 % rate improving education as a top priority , 66 % cite securing Social Security , 64 % reducing health care costs and 61 % securing Medicare ."
mturk_charts/no_data_remaining/two_col/322.png,"The attack on the offices of the satirical French newspaper Charlie Hebdo claiming 12 lives was the most closely followed news in the U.S. last week , but interest in the story was not as high when compared with four previous terrorist incidents abroad . About three - in - ten Americans ( 29 % ) say they had followed the news from Paris very closely , according to a new Pew Research Center survey . The previous terrorist attacks that had drawn the highest shares of American news interest resulted in significant numbers of casualties . One was the 2005 bombings of three trains and a bus in London that killed 52 people and injured more than 700 . The second was the 2004 assault of Chechen rebels on a Russian school that resulted in more than 300 deaths , about half of them children . In both cases , 48 % of Americans said they had followed those stories very closely . Other incidents abroad that had a higher share of news interest were the 2004 train bombings in Madrid , killing 191 people and injuring 1,800 , and a planned terrorist attack in London in 2007 that was thwarted when police defused bombs in a pair of cars made with gasoline , gas cylinders and nails that could have caused a large number of casualties . About a third ( 34 % ) of Americans followed these stories very closely .",same,"What news on foreign attacks are Americans following closely?",answer2,"About three - in - ten Americans ( 29 % ) say they had followed the news from Paris very closely , according to a new Pew Research Center survey .","About three - in - ten Americans ( 29 % ) say they had followed the news from Paris very closely , according to a new Pew Research Center survey .",".","","",""," ","News Interest in Terrorism Incidents Abroad: 2001-2015 % who followed foreign attacks/incidents very closely British police defuse car bomb in London (July 2007) Atta lcks in Nairobi, Kenya mall (Se pt. 2013)","About three - in - ten Americans ( 29 % ) say they had followed the news from Paris very closely , according to a new Pew Research Center survey"
mturk_charts/no_data_remaining/two_col/324.png,"Ten of the 12 companies reported revenue growth through the third quarter of 2014 ( January – September ) compared with the same period a year earlier ( 21st Century Fox and Meredith operate on a fiscal year that ends June 30 , therefore the revenues reported here for those two companies are for July 1 through September 30 , 2014 ) . Media General sits at the top , with $ 458 million in revenue for the nine months ending in September 30 , 2014 , an 187 % growth from the previous year . During this accounting period , Media General owned 32 local TV stations in 29 markets , including 13 that it acquired in a merger with Young Broadcasting in November 2013 . In March 2014 , Media General announced plans to expand further by purchasing LIN Media . The merger was completed in December 2014 , bringing the Media General total to 71 stations in 48 markets . Gannett ranks second in revenue growth for this time period with a 97 % increase across its 46 stations . Only CBS and 21st Century Fox , which own 30 and 28 stations respectively saw their broadcast revenue flatten compared to the same period in the previous year . CBS said the previous year ’s revenue had been boosted by its Super Bowl broadcast but it also reported “ softness in the advertising marketplace . ” 21st Century Fox attributed its flat revenue to lower entertainment prime time ratings .",same,"What is distribution of growth of the surveyed media companies?",answer1,"Media General sits at the top with an 187 % growth from the previous year . Gannett ranks second in revenue growth for this time period with a 97 % increase across its 46 stations .","Media General sits at the top with an 187 % growth from the previous year . Gannett ranks second in revenue growth for this time period with a 97 % increase across its 46 stations .","Gannett ranks second this time period a 97 increase across its 46 stations",", $ 458 million nine months ending September 30 , 2014 ,","",""," ","Broadcast Revenues at Major Local TV Media Companies % of change of2014 third quarter vs. 2013 Media General","Media General sits at the top , with $ 458 million in revenue for the nine months ending in September 30 , 2014 , an 187 % growth from the previous year ."
mturk_charts/no_data_remaining/two_col/325.png,"Immigration policy debates continue to roil Congress and Washington , with Obama ’s recent executive action likely to affect millions of unauthorized immigrants . While the population growth of unauthorized immigrants living in the U.S. has stabilized , there ’s been a sharp increase in the median length of time they have lived here . The typical unauthorized immigrant adult has now been in the U.S. for nearly 13 years , up from 7.4 years in 1995 .",same,"What is the trend in median duration of residence in US for unauthorized migrant adults since 1995?",answer1,"The typical unauthorized immigrant adult has now been in the U.S. for nearly 13 years , up from 7.4 years in 1995 .","The typical unauthorized immigrant adult has now been in the U.S. for nearly 13 years , up from 7.4 years in 1995 .","","","",""," ","FIGURE2 As Unauthorized Immi grant Population Growth Has Slowed, Median Length of Residence Has Grown Adult median duration of residence in USS 15 years","The typical unauthorized immigrant adult has now been in the U.S. for nearly 13 years , up from 7.4 years in 1995 ."
mturk_charts/no_data_remaining/two_col/326.png,"As has been the case for the last several years , Americans view Congress negatively : Just 22 % now express a favorable opinion of the institution while 71 % say their opinion is unfavorable . The current ratings rival the lowest on record ( in July 2013 , 21 % had a favorable opinion , 70 % an unfavorable one ) ; and are down six points since July of this year , though they are on - par with ratings in February .",same,"Describe the trend in how Americans view Congress?",answer1,"As has been the case for the last several years , Americans view Congress negatively : Just 22 % now express a favorable opinion of the institution .","As has been the case for the last several years , Americans view Congress negatively : Just 22 % now express a favorable opinion of the institution .","","while 71 say their is unfavorable","",""," ","Views of Congress Still Deeply Negative % with afavorable view of Congress Nov '06","As has been the case for the last several years , Americans view Congress negatively : Just 22 % now express a favorable opinion of the institution while 71 % say their opinion is unfavorable ."
mturk_charts/no_data_remaining/two_col/327.png,"Even among Catholics , the two groups espouse very different views on some church teachings . For instance , Mexican Catholics are significantly less likely than Mexican - American Catholics to say the Catholic Church should allow priests to marry and women to be ordained as priests . Indeed , just 31 % of Mexican Catholics favor changes to church policy on the priesthood – that is , allowing priests to marry or women to become priests . By contrast , about half or more of Mexican - American Catholics say that priests should have the option to marry , and that the priesthood should be open to women . Mexican - American Catholics who were born in the U.S. are especially likely to support changes to the priesthood , with about two - thirds saying that priests should be able to marry and women should be able to become priests . Whether or not these levels of support for change among the American - born reflect the impact of acculturation , these percentages are roughly comparable to the corresponding shares of U.S. Catholics overall who favor these changes ( 72 % and 68 % , respectively ) .",same,"Describe the differences between Catholic Mexicans and Catholic Mexican Americans?",answer1,"Mexican Catholics are significantly less likely than Mexican - American Catholics to say the Catholic Church should allow priests to marry . Indeed , just 31 % of Mexican Catholics favor changes to church policy on the priesthood . By contrast , about half or more of Mexican - American Catholics say that priests should have the option to marry .","Mexican Catholics are significantly less likely than Mexican - American Catholics to say the Catholic Church should allow priests to marry . Indeed , just 31 % of Mexican Catholics favor changes to church policy on the priesthood . By contrast , about half or more of Mexican - American Catholics say that priests should have the option to marry .","","Even among two groups espouse very different views some teachings For instance and women be ordained as – is allowing women become and be open women","",""," ","Priests Marrying priests %of Catholics who say the Catholic Church should allow priests togetmarried","Even among Catholics , the two groups espouse very different views on some church teachings . For instance , Mexican Catholics are significantly less likely than Mexican - American Catholics to say the Catholic Church should allow priests to marry and women to be ordained as priests . Indeed , just 31 % of Mexican Catholics favor changes to church policy on the priesthood – that is , allowing priests to marry or women to become priests . By contrast , about half or more of Mexican - American Catholics say that priests should have the option to marry , and that the priesthood should be open to women"
