img_path,"summary",question_resolution,"question",answer_resolution,"abstractive_answer","extractive_answer","decontextualizated_text_added","decontextualizated_text_removed","abstractive_text_added","abstractive_text_removed","extra_added_text","title","original_answer"
mturk_charts/no_data_remaining/two_col/589.png,"There is no consensus as to whether in the future Turkey should look to Europe ( 17 % ) or to the Middle East ( 25 % ) . Nearly four - in - ten ( 37 % ) volunteer that both are equally important , while 6 % say that neither are important and 15 % do not offer an opinion .",same,"Describe the trend among Turks about which region should they prioritize?",same,"There is no consensus as to whether in the future Turkey should look to Europe ( 17 % ) or to the Middle East ( 25 % ) . Nearly four - in - ten ( 37 % ) volunteer that both are equally important , while 6 % say that neither are important and 15 % do not offer an opinion .","There is no consensus as to whether in the future Turkey should look to Europe ( 17 % ) or to the Middle East ( 25 % ) . Nearly four - in - ten ( 37 % ) volunteer that both are equally important , while 6 % say that neither are important and 15 % do not offer an opinion .","","","",""," ","Should Turkey Look More To","There is no consensus as to whether in the future Turkey should look to Europe ( 17 % ) or to the Middle East ( 25 % ) . Nearly four - in - ten ( 37 % ) volunteer that both are equally important , while 6 % say that neither are important and 15 % do not offer an opinion ."
mturk_charts/no_data_remaining/two_col/590.png,"The Japanese public is putting on a brave face in the wake of the historic devastation wrought by the March 11 earthquake and tsunami . Fully 58 % of the public believes that Japan will become a stronger nation as a result of the twin disasters , while about a third ( 32 % ) think the March calamities will weaken the country . This sense of promise is consistent across age , income and other major demographic groups .",same,"What is the public opinion on the impact of the earthquake and tsunami on Japan and its population?",answer1,"Fully 58 % of the public believes that Japan will become a stronger nation as a result of the twin disasters , while about a third ( 32 % ) think the calamities will weaken the country .","Fully 58 % of the public believes that Japan will become a stronger nation as a result of the twin disasters , while about a third ( 32 % ) think the calamities will weaken the country .","","March","",""," ","Do Will You Think Japan","Fully 58 % of the public believes that Japan will become a stronger nation as a result of the twin disasters , while about a third ( 32 % ) think the March calamities will weaken the country ."
mturk_charts/no_data_remaining/two_col/591.png,"With efforts to address the earthquake and tsunami damage at the Fukushima Daiichi plant still ongoing , a majority of Japanese ( 59 % ) are worried that they or some in their family may have been exposed to radiation from the plant . That includes roughly three - in - ten ( 31 % ) who say they are very worried about this possibility .",same,"Comment on worries about exposure to radiation?",same,"a majority of Japanese ( 59 % ) are worried that they or some in their family may have been exposed to radiation from the plant .","a majority of Japanese ( 59 % ) are worried that they or some in their family may have been exposed to radiation from the plant .","","That includes roughly three - - ten 31 who say very about this possibility","",""," ","Worries About","a majority of Japanese ( 59 % ) are worried that they or some in their family may have been exposed to radiation from the plant . That includes roughly three - in - ten ( 31 % ) who say they are very worried about this possibility"
mturk_charts/no_data_remaining/two_col/592.png,"Beyond immediate recriminations , the crisis at the Fukushima Daiichi plant has raised questions about the long - term future of nuclear energy in Japan . The Japanese public is divided on the issue . Nearly half ( 46 % ) favor maintaining Japan ’s reliance on nuclear power at its current levels , while 44 % think the use of nuclear power should be reduced . Only 8 % believe the country should increase its use of nuclear power .",same,"What are the Japanese public opinions on the use of nuclear power?",answer2,"Nearly half ( 46 % ) favor maintaining Japan ’s reliance on nuclear power at its current levels , while 44 % think the use of nuclear power should be reduced . Only 8 % believe the country should increase its use of nuclear power .","Nearly half ( 46 % ) favor maintaining Japan ’s reliance on nuclear power at its current levels , while 44 % think the use of nuclear power should be reduced . Only 8 % believe the country should increase its use of nuclear power .","","","",""," ","Should Use of Nuclear","Nearly half ( 46 % ) favor maintaining Japan ’s reliance on nuclear power at its current levels , while 44 % think the use of nuclear power should be reduced . Only 8 % believe the country should increase its use of nuclear power ."
mturk_charts/no_data_remaining/two_col/593.png,"In mid - January 49 % said that their top story was news about the shooting rampage in Tucson , Ariz. , that left six dead and Rep. Gabrielle Giffords fighting for her life . One month later , 48 % said they were most closely following news about the dramatic uprising in Egypt and the resignation of President Hosni Mubarak . While 42 % cite bin Laden ’s killing as their top story of the week , half of the public ( 50 % ) says they followed this news very closely . That ranks this news among the top stories of 2011 so far by this metric . It also is greater than the 44 % that said they followed news about the capture of Saddam Hussein in Iraq very closely in December 2003 . By this measure , the Japan disaster and the rising price of gas and oil attracted the highest interest ( 55 % very closely in mid - March for Japan , 53 % for rising prices in April ) . Other top stories have been the Arizona shootings in January ( 49 % ) and the nation ’s economy ( 49 % in February ) .",same,"What are the trends in news interest in 2011?",answer2,"The Japan disaster and the rising price of gas and oil attracted the highest interest ( 55 % very closely in mid - March for Japan , 53 % for rising prices in April ) . Other top stories have been the Arizona shootings in January ( 49 % ) and the nation ’s economy ( 49 % in February ) .","the Japan disaster and the rising price of gas and oil attracted the highest interest ( 55 % very closely in mid - March for Japan , 53 % for rising prices in April ) . Other top stories have been the Arizona shootings in January ( 49 % ) and the nation ’s economy ( 49 % in February ) .","Japan disaster rising price gas oil attracted highest interest 55 March Japan 53 rising prices April Other have been Arizona shootings nation economy February","In said that their story was news about shooting rampage Tucson Ariz. that left six dead Rep. Gabrielle Giffords fighting her life One month later 48 said they were most following news about dramatic uprising Egypt resignation President Hosni Mubarak While 42 cite bin Laden killing as their story week half public 50 says they followed this news That ranks this news among 2011 so far by this metric","The",""," ","Leading Stories of 2011 % following very closely Japan earthquake (Mar)","In mid - January 49 % said that their top story was news about the shooting rampage in Tucson , Ariz. , that left six dead and Rep. Gabrielle Giffords fighting for her life . One month later , 48 % said they were most closely following news about the dramatic uprising in Egypt and the resignation of President Hosni Mubarak . While 42 % cite bin Laden ’s killing as their top story of the week , half of the public ( 50 % ) says they followed this news very closely . That ranks this news among the top stories of 2011 so far by this metric"
mturk_charts/no_data_remaining/two_col/596.png,"About three - in - ten ( 31 % ) offer a variation on this theme – greed , oil companies or speculation – when asked what they think is the main reason gasoline prices have gone up recently , according to a Pew Research Center / Washington Post survey conducted April 28 - May 1 among 1,006 adults . Roughly two - in - ten ( 19 % ) cite the ongoing wars or unrest in Libya and elsewhere in the Middle East as the top reason for rising fuel prices . Another 14 % attribute this to politics or national policies .",same,"What is the distribution of factors driving gas prices?",answer1,"About three - in - ten ( 31 % ) offer a variation on this theme – greed , oil companies or speculation – when asked what they think is the main reason gasoline prices have gone up recently , according to a Pew Research Center / Washington Post survey . Roughly two - in - ten ( 19 % ) cite the ongoing wars or unrest in Libya and elsewhere in the Middle East as the top reason for rising fuel prices . Another 14 % attribute this to politics or national policies .","About three - in - ten ( 31 % ) offer a variation on this theme – greed , oil companies or speculation – when asked what they think is the main reason gasoline prices have gone up recently , according to a Pew Research Center / Washington Post survey . Roughly two - in - ten ( 19 % ) cite the ongoing wars or unrest in Libya and elsewhere in the Middle East as the top reason for rising fuel prices . Another 14 % attribute this to politics or national policies .",". Roughly two 19 cite ongoing wars unrest Libya and elsewhere Middle East as top for rising fuel . Another 14 attribute politics national policies .","conducted April 28 May 1 among 1,006 adults","",""," ","What Is the Main Reason Gas","About three - in - ten ( 31 % ) offer a variation on this theme – greed , oil companies or speculation – when asked what they think is the main reason gasoline prices have gone up recently , according to a Pew Research Center / Washington Post survey conducted April 28 - May 1 among 1,006 adults"
mturk_charts/no_data_remaining/two_col/597.png,"Roughly half ( 52 % ) of the public say they very closely followed news about the massive earthquake off the northeast coast of Japan and the tsunami that followed , according to the latest News Interest Index survey , conducted March 10 - 13 among 1,001 adults . The Japan disaster was by far the top story of the week – 46 % say this was the news they followed most closely last week ; no other story came close . Still , the number who say they followed the Japanese catastrophe very closely is somewhat less than the 60 % that said they followed news that closely about the earthquake that devastated Haiti in January 2010 . In January 2005 , 58 % said they very closely followed news about the major earthquake and tsunami that struck Indonesia , Sri Lanka and other south Asian nations . Later that year , more Americans paid very close attention to a disaster in this country – Hurricane Katrina – the week that hurricane hit the Gulf Coast ( 70 % very closely ) .",same,"What is distribution of news of foreign disasters followed very closely?",answer1,"Roughly half ( 52 % ) of the public say they very closely followed news about the massive earthquake off the northeast coast of Japan and the tsunami that followed . Still , the number who say they followed the Japanese catastrophe very closely is somewhat less than the 60 % that said they followed news that closely about the earthquake that devastated Haiti in January 2010 . In January 2005 , 58 % said they very closely followed news about the major earthquake and tsunami that struck .","Roughly half ( 52 % ) of the public say they very closely followed news about the massive earthquake off the northeast coast of Japan and the tsunami that followed . Still , the number who say they followed the Japanese catastrophe very closely is somewhat less than the 60 % that said they followed news that closely about the earthquake that devastated Haiti in January 2010 . In January 2005 , 58 % said they very closely followed news about the major earthquake and tsunami that struck .","Roughly half ( 52 ) of public say massive off northeast coast of Japan . Still number who say Japanese catastrophe is somewhat less than 60 devastated Haiti in 2010 . .","Indonesia Sri Lanka other south Asian nations","",""," ","Following following Foreign Disasters % following very closely Haiti earthquake (Jan-10)","In January 2005 , 58 % said they very closely followed news about the major earthquake and tsunami that struck Indonesia , Sri Lanka and other south Asian nations"
mturk_charts/no_data_remaining/two_col/598.png,"The latest national survey by the Pew Research Center for the People & amp ; the Press , conducted Feb. 22 - Mar. 1 among 1,504 adults , finds a modest recovery in public trust in government from historic lows last year . Yet even with this uptick , the general mood remains overwhelmingly negative . Just 29 % say they can trust the government in Washington to do what is right just about always or most of the time , up from 22 % last March . About seven - in - ten ( 69 % ) say they trust the government only some of the time or never , compared with 76 % a year ago .",same,"What is the trend in the mood of the public on their trust of the government to do what is right always or most of the time?",answer1,"Just 29 % say they can trust the government in Washington to do what is right just about always or most of the time .","Just 29 % say they can trust the government in Washington to do what is right just about always or most of the time .",".",", up from 22 last March","",""," ","Public Trust in Government, 1958 2011 always Trust the government the in time Washington to do whatis right 'justabout always Trust the or government most of the in time Washington","Just 29 % say they can trust the government in Washington to do what is right just about always or most of the time , up from 22 % last March"
mturk_charts/no_data_remaining/two_col/599.png,"Just under half of Republicans and Republican - leaning independents say they agree with the Tea Party — representing 17 % of Americans overall . The remaining Republicans make up 23 % of the public , and either disagree with ( 3 % ) or have no opinion of the Tea Party ( 20 % ) .",same,"Describe distribution in Republican agreement with the Tea Party?",answer1,"Just under half of Republicans and Republican - leaning independents say they agree with the Tea Party — representing 17 % of Americans overall . The remaining Republicans make up 23 % of the public , and either disagree with or have no opinion of the Tea Party .","Just under half of Republicans and Republican - leaning independents say they agree with the Tea Party — representing 17 % of Americans overall . The remaining Republicans make up 23 % of the public , and either disagree with or have no opinion of the Tea Party .","","( 3 ) ( 20 )","",""," ","Just Under with Half of Republicans","Just under half of Republicans and Republican - leaning independents say they agree with the Tea Party — representing 17 % of Americans overall . The remaining Republicans make up 23 % of the public , and either disagree with ( 3 % ) or have no opinion of the Tea Party ( 20 % ) ."
mturk_charts/no_data_remaining/two_col/600.png,"Overall , 42 % percent of all adults age 18 and older own a game console , and it is especially popular with members of the Millennial Generation and Generation X. Sixty - three percent of all adults ages 18 - 46 own a game console like an Xbox or Play Station , as well as 38 % of those ages 47 - 56 . Ownership rates continue to drop off , to 19 % of Older Boomers ( ages 56 - 64 ) , 8 % of the Silent Generation ( ages 66 - 74 ) , and only 3 % of the G.I. Generation ( age 75 and older ) .",same,"Discuss the compositions of people owning a gaming console among generations?",same,"Overall , 42 % percent of all adults age 18 and older own a game console , and it is especially popular with members of the Millennial Generation and Generation X. Sixty - three percent of all adults ages 18 - 46 own a game console like an Xbox or Play Station , as well as 38 % of those ages 47 - 56 . Ownership rates continue to drop off , to 19 % of Older Boomers ( ages 56 - 64 ) , 8 % of the Silent Generation ( ages 66 - 74 ) , and only 3 % of the G.I. Generation ( age 75 and older ) .","Overall , 42 % percent of all adults age 18 and older own a game console , and it is especially popular with members of the Millennial Generation and Generation X. Sixty - three percent of all adults ages 18 - 46 own a game console like an Xbox or Play Station , as well as 38 % of those ages 47 - 56 . Ownership rates continue to drop off , to 19 % of Older Boomers ( ages 56 - 64 ) , 8 % of the Silent Generation ( ages 66 - 74 ) , and only 3 % of the G.I. Generation ( age 75 and older ) .","","","",""," ","Do you own a game console, like an Xbox or Play Station? 70%","Overall , 42 % percent of all adults age 18 and older own a game console , and it is especially popular with members of the Millennial Generation and Generation X. Sixty - three percent of all adults ages 18 - 46 own a game console like an Xbox or Play Station , as well as 38 % of those ages 47 - 56 . Ownership rates continue to drop off , to 19 % of Older Boomers ( ages 56 - 64 ) , 8 % of the Silent Generation ( ages 66 - 74 ) , and only 3 % of the G.I. Generation ( age 75 and older ) ."
