img_path,summary,question_resolution,question,answer_resolution,abstractive_answer,extractive_answer,decontextualizated_text_added,decontextualizated_text_removed,extra_added_text,title,original_answer
mturk_charts/no_data/multi_col/7327.png,"However , when it comes to concerns about North Korea ’s nuclear arsenal , there is a slight partisan difference . Roughly three - quarters of Republicans ( 74 % ) are very concerned about the weapons program , compared with 66 % of Democrats . There is a larger division by age on concern about the North ’s nukes . Nearly eight - in - ten Americans ages 50 and older ( 78 % ) say they are very concerned about North Korea having nuclear weapons , compared with only 42 % of 18- to 29 - year - olds .",same,How afraid are Americans of North Korea's nuclear arsenal?,answer1,"When it comes to concerns about North Korea ’s nuclear arsenal , there is a slight partisan difference . Roughly three - quarters of Republicans ( 74 % ) are very concerned about the weapons program , compared with 66 % of Democrats . There is a larger division by age on concern about the North ’s nukes . Nearly eight - in - ten Americans ages 50 and older ( 78 % ) say they are very concerned about North Korea having nuclear weapons , compared with only 42 % of 18- to 29 - year - olds .","when it comes to concerns about North Korea ’s nuclear arsenal , there is a slight partisan difference . Roughly three - quarters of Republicans ( 74 % ) are very concerned about the weapons program , compared with 66 % of Democrats . There is a larger division by age on concern about the North ’s nukes . Nearly eight - in - ten Americans ages 50 and older ( 78 % ) say they are very concerned about North Korea having nuclear weapons , compared with only 42 % of 18- to 29 - year - olds .",,However,"When it comes to concerns about North Korea ’s nuclear arsenal , there is a slight partisan difference . Roughly three - quarters of Republicans ( 74 % ) are very concerned about the weapons program , compared with 66 % of Democrats . There is a larger division by age on concern about the North ’s nukes . Nearly eight - in - ten Americans ages 50 and older ( 78 % ) say they are very concerned about North Korea having nuclear weapons , compared with only 42 % of 18- to 29 - year - olds .",Older Americans more concerned about North Korea's nuclear arsenal Very concerned about North Korea having nuclear weapons,"However , when it comes to concerns about North Korea ’s nuclear arsenal , there is a slight partisan difference . Roughly three - quarters of Republicans ( 74 % ) are very concerned about the weapons program , compared with 66 % of Democrats . There is a larger division by age on concern about the North ’s nukes . Nearly eight - in - ten Americans ages 50 and older ( 78 % ) say they are very concerned about North Korea having nuclear weapons , compared with only 42 % of 18- to 29 - year - olds"
mturk_charts/no_data/multi_col/7325.png,"Roughly two - thirds of Americans ( 65 % ) are very concerned about North Korea having nuclear weapons . And 64 % say that in the event of a serious conflict , the United States should use military force to defend its Asian allies , such as Japan , South Korea or the Philippines , against the Pyongyang regime , according to a new Pew Research Center survey . A further 61 % think sanctions , rather than attempts at closer ties , are the best way to deal with the nuclear threat posed by the Democratic People ’s Republic of Korea .",same,What concerns do Americans have of North Korea?,answer1,"Roughly two - thirds of Americans ( 65 % ) are very concerned about North Korea having nuclear weapons . And 64 % say that in the event of a serious conflict , the United States should use military force to defend its Asian allies , such as Japan , South Korea or the Philippines according to a new Pew Research Center survey .","Roughly two - thirds of Americans ( 65 % ) are very concerned about North Korea having nuclear weapons . And 64 % say that in the event of a serious conflict , the United States should use military force to defend its Asian allies , such as Japan , South Korea or the Philippines according to a new Pew Research Center survey .",And 64 say that in event a serious conflict United States should use military force defend its Asian allies such as Japan South or Philippines according a new Pew Research Center survey,A further 61 think sanctions rather than attempts at closer ties best way deal with threat posed by Democratic People ’s Republic,,"Americans are very concerned about North Korea's nuclear weapons, say U.S. should defend Asian allies ","Roughly two - thirds of Americans ( 65 % ) are very concerned about North Korea having nuclear weapons . A further 61 % think sanctions , rather than attempts at closer ties , are the best way to deal with the nuclear threat posed by the Democratic People ’s Republic of Korea"
mturk_charts/no_data/multi_col/7315.png,"About half of the public ( 46 % ) says the U.S. Supreme Court should make its rulings based on its understanding of what the Constitution “ meant as it was originally written , ” while an identical share says the court should base its rulings on what the Constitution “ means in current times , ” according to a survey conducted in October . Public opinion about this issue has changed little in recent years . By about two - to - one ( 63 % to 31 % ) , adults younger than 30 say the court should base its rulings on its understanding of the Constitution ’s current meaning , rather than what it meant when originally written . Views among those ages 30 to 49 are more divided ( 44 % original meaning , 45 % meaning in current times ) . A 54 % majority of those 50 and older say rulings should be based on the court ’s understanding of the Constitution ’s original meaning . Blacks ( 63 % ) are more likely than whites ( 41 % ) to say the court should base its rulings on its understanding of the Constitution ’s current meaning . And adults with at least a college degree , particularly those with postgraduate degrees , are more likely than those with less education to express this view .",same,How is the Supreme Court rulings seen among Americans?,answer1,"About half of the public ( 46 % ) says the U.S. Supreme Court should make its rulings based on its understanding of what the Constitution “ meant as it was originally written , ” while an identical share says the court should base its rulings on what the Constitution “ means in current times , ” according to a survey conducted in October . Public opinion about this issue has changed little in recent years . By about two - to - one ( 63 % to 31 % ) , adults younger than 30 say the court should base its rulings on its understanding of the Constitution ’s current meaning , rather than what it meant when originally written . Views among those ages 30 to 49 are more divided ( 44 % original meaning , 45 % meaning in current times ) . A 54 % majority of those 50 and older say rulings should be based on the court ’s understanding of the Constitution ’s original meaning . Blacks ( 63 % ) are more likely than whites ( 41 % ) to say the court should base its rulings on its understanding of the Constitution ’s current meaning . And adults with at least a college degree , particularly those with postgraduate degrees , are more likely than those with less education to express this view .","About half of the public ( 46 % ) says the U.S. Supreme Court should make its rulings based on its understanding of what the Constitution “ meant as it was originally written , ” while an identical share says the court should base its rulings on what the Constitution “ means in current times , ” according to a survey conducted in October . Public opinion about this issue has changed little in recent years . By about two - to - one ( 63 % to 31 % ) , adults younger than 30 say the court should base its rulings on its understanding of the Constitution ’s current meaning , rather than what it meant when originally written . Views among those ages 30 to 49 are more divided ( 44 % original meaning , 45 % meaning in current times ) . A 54 % majority of those 50 and older say rulings should be based on the court ’s understanding of the Constitution ’s original meaning . Blacks ( 63 % ) are more likely than whites ( 41 % ) to say the court should base its rulings on its understanding of the Constitution ’s current meaning . And adults with at least a college degree , particularly those with postgraduate degrees , are more likely than those with less education to express this view .",,,,Young people more likely to say rulings should be based on current meaning understanding Should the US Supreme Court base its rulings on its understanding of Supreme what the U.S. Constitution rulings current times originally written,"About half of the public ( 46 % ) says the U.S. Supreme Court should make its rulings based on its understanding of what the Constitution “ meant as it was originally written , ” while an identical share says the court should base its rulings on what the Constitution “ means in current times , ” according to a survey conducted in October . Public opinion about this issue has changed little in recent years . By about two - to - one ( 63 % to 31 % ) , adults younger than 30 say the court should base its rulings on its understanding of the Constitution ’s current meaning , rather than what it meant when originally written . Views among those ages 30 to 49 are more divided ( 44 % original meaning , 45 % meaning in current times ) . A 54 % majority of those 50 and older say rulings should be based on the court ’s understanding of the Constitution ’s original meaning . Blacks ( 63 % ) are more likely than whites ( 41 % ) to say the court should base its rulings on its understanding of the Constitution ’s current meaning . And adults with at least a college degree , particularly those with postgraduate degrees , are more likely than those with less education to express this view"
mturk_charts/no_data/multi_col/7314.png,"About half of the public ( 46 % ) says the U.S. Supreme Court should make its rulings based on its understanding of what the Constitution “ meant as it was originally written , ” while an identical share says the court should base its rulings on what the Constitution “ means in current times , ” according to a survey conducted in October . Public opinion about this issue has changed little in recent years .",same,What does the public says about how the Supreme Court should make its rulings?,answer1,"About half of the public ( 46 % ) says the U.S. Supreme Court should make its rulings based on its understanding of what the Constitution “ meant as it was originally written , ” while an identical share says the court should base its rulings on what the Constitution “ means in current times ”","About half of the public ( 46 % ) says the U.S. Supreme Court should make its rulings based on its understanding of what the Constitution “ meant as it was originally written , ” while an identical share says the court should base its rulings on what the Constitution “ means in current times ”",,,,Wide partisan gap in views of how high court should interpret Constitution understanding Should the US Supreme Court base its rulings on its understanding of Supreme what the U.S. Constitution rulings (%),"About half of the public ( 46 % ) says the U.S. Supreme Court should make its rulings based on its understanding of what the Constitution “ meant as it was originally written , ” while an identical share says the court should base its rulings on what the Constitution “ means in current times , ”"
mturk_charts/no_data/multi_col/7301.png,"These policy debates are occurring at a time when roughly nine - in - ten Americans describe high - speed internet service as either essential ( 49 % ) or important but not essential ( 41 % ) . Only about one - in - ten Americans say that high - speed internet access is either not too important ( 6 % ) or not important at all ( 3 % ) . Republicans and Democrats tend to agree that broadband is important , but Democrats are more likely to say it is essential : 58 % of Democrats and Democratic leaners describe broadband in this way , compared with 38 % of Republicans and Republican leaners . A similar split is evident by race and ethnicity , with blacks ( 55 % ) and Hispanics ( 61 % ) more likely than whites ( 45 % ) to say that high - speed access at home is essential .",same,Describe how Americans perceive the importance of high speed internet service?,answer1,roughly nine - in - ten Americans describe high - speed internet service as either essential ( 49 % ) or important but not essential ( 41 % ) . Only about one - in - ten Americans say that high - speed internet access is either not too important ( 6 % ) or not important at all ( 3 % ) .,roughly nine - in - ten Americans describe high - speed internet service as either essential ( 49 % ) or important but not essential ( 41 % ) . Only about one - in - ten Americans say that high - speed internet access is either not too important ( 6 % ) or not important at all ( 3 % ) .,,These policy debates are occurring a time when,,Half of Americans say home broadband is essential % of U.S. adults who say home high-speed internet access is,These policy debates are occurring at a time when roughly nine - in - ten Americans describe high - speed internet service as either essential ( 49 % ) or important but not essential ( 41 % ) . Only about one - in - ten Americans say that high - speed internet access is either not too important ( 6 % ) or not important at all ( 3 % )
mturk_charts/no_data/multi_col/7300.png,"A majority of Democrats at various income levels support government subsidies for broadband , but there are significant differences among Republicans based on income . For example , 42 % of Republicans and Republican leaners with an annual household income of less than $ 30,000 support broadband subsidies for lower - income Americans . But that figure falls to just 10 % among Republicans from households earning $ 75,000 or more a year . Overall , however , Republicans at all income levels are less likely to support broadband subsidies than Democrats of comparable incomes .",same,Compare the opinions of Republicans of different income levels about government's role in ensuring broadband?,answer1,"42 % of Republicans and Republican leaners with an annual household income of less than $ 30,000 support broadband subsidies for lower - income Americans . But that figure falls to just 10 % among Republicans from households earning $ 75,000 or more a year .","42 % of Republicans and Republican leaners with an annual household income of less than $ 30,000 support broadband subsidies for lower - income Americans . But that figure falls to just 10 % among Republicans from households earning $ 75,000 or more a year .",,"For example ,",,"Republicans differ over government's rille in ensuring Americans have home broadband % of U.S. adults who say they agree with each statement, by annual household income ","For example , 42 % of Republicans and Republican leaners with an annual household income of less than $ 30,000 support broadband subsidies for lower - income Americans . But that figure falls to just 10 % among Republicans from households earning $ 75,000 or more a year"
mturk_charts/no_data/multi_col/7299.png,"A substantial majority of the public ( 70 % ) believes local governments should be able to build their own broadband networks if existing services in the area are either too expensive or not good enough , according to the survey , conducted March 13 - 27 . Just 27 % of U.S. adults say these so - called municipal broadband networks should not be allowed . ( A number of state laws currently prevent cities from building their own high - speed networks , and several U.S. senators recently introduced a bill that would ban these restrictions . )",same,What do public say about local governments building their own broadband networks?,answer1,"A substantial majority of the public ( 70 % ) believes local governments should be able to build their own broadband networks if existing services in the area are either too expensive or not good enough , according to the survey , conducted March 13 - 27 .","A substantial majority of the public ( 70 % ) believes local governments should be able to build their own broadband networks if existing services in the area are either too expensive or not good enough , according to the survey , conducted March 13 - 27 .",.,,,Support for broadband subsidies varies greatly by political affiliation % of US adults who agree with each statement Local should governments be Loal governments high-speed their own high-speed networks networks,"A substantial majority of the public ( 70 % ) believes local governments should be able to build their own broadband networks if existing services in the area are either too expensive or not good enough , according to the survey , conducted March 13 - 27"
mturk_charts/no_data/multi_col/7291.png,"There also are sizable gender and age differences in views of the missile strikes and on whether Trump has a clear plan for addressing the Syrian situation . Nearly seven - in - ten men ( 68 % ) approve of the U.S. missile strikes in response to the reported use of chemical weapons , compared with 48 % of women .",same,Describe the demographic approval of the U.S. missile strikes in response to reported use of chemical weapons?,answer1,"Nearly seven - in - ten men ( 68 % ) approve of the U.S. missile strikes in response to the reported use of chemical weapons , compared with 48 % of women .","Nearly seven - in - ten men ( 68 % ) approve of the U.S. missile strikes in response to the reported use of chemical weapons , compared with 48 % of women .",.,,,Men alear more likely than women to approve of U.S. missile strikes against Syria % with who the say situation Trump inSyria % with who the say situation Trump inSyria for,"Nearly seven - in - ten men ( 68 % ) approve of the U.S. missile strikes in response to the reported use of chemical weapons , compared with 48 % of women"
mturk_charts/no_data/multi_col/7290.png,"Public opinion about whether the U.S. has a responsibility to accept Syrian refugees has not changed since February , though the share saying the U.S. has a responsibility to accept Syrian refugees is higher today ( 47 % ) than it was last October ( 40 % ) . The partisan divisions on this issue remain stark .",same,what is the publics opinion on the U.S responsibility to accept Syrian refugees?,same,"Public opinion about whether the U.S. has a responsibility to accept Syrian refugees has not changed since February , though the share saying the U.S. has a responsibility to accept Syrian refugees is higher today ( 47 % ) than it was last October ( 40 % ) .","Public opinion about whether the U.S. has a responsibility to accept Syrian refugees has not changed since February , though the share saying the U.S. has a responsibility to accept Syrian refugees is higher today ( 47 % ) than it was last October ( 40 % ) .",.,,,Public remains split on whether U.S. has responsibility to accept Syrian refugees Do you think the Syria U.S. has a responsibility to accept refugees.from Syria into the country? (%) % from who Syria say U.S. has a responsibility to accept refugees,"Public opinion about whether the U.S. has a responsibility to accept Syrian refugees has not changed since February , though the share saying the U.S. has a responsibility to accept Syrian refugees is higher today ( 47 % ) than it was last October ( 40 % )"
mturk_charts/no_data/multi_col/7289.png,"By a wide margin ( 58 % to 36 % ) , Americans approve of the U.S. missile strikes against Syria in response to reports of the use of chemical weapons by Bashar al - Assad ’s government . By a comparable margin ( 61 % to 32 % ) , the public says that Donald Trump does not have a clear plan for dealing with the situation in Syria .",same,Describe the public opinion about Trumps actions against Syria?,answer1,"By a wide margin ( 58 % to 36 % ) , Americans approve of the U.S. missile strikes against Syria in response to reports of the use of chemical weapons . By a comparable margin ( 61 % to 32 % ) , the public says that Donald Trump does not have a clear plan for dealing with the situation in Syria .","By a wide margin ( 58 % to 36 % ) , Americans approve of the U.S. missile strikes against Syria in response to reports of the use of chemical weapons . By a comparable margin ( 61 % to 32 % ) , the public says that Donald Trump does not have a clear plan for dealing with the situation in Syria .",wide 58 36 Americans approve of U.S. missile strikes against response reports of use of chemical weapons,,,"Republicans largely approve of U.S strikes on Syria; Democrats are divided Do you approve or disapprove of the U.S. conducting the Syrian government used chemical weapons? (%, Do dealing you think Donald Trump inSyria? has a clear plan for Doesn't have a clear plan Has a clear plan ","By a comparable margin ( 61 % to 32 % ) , the public says that Donald Trump does not have a clear plan for dealing with the situation in Syria ."
