img_path,summary,question_resolution,question,answer_resolution,abstractive_answer,extractive_answer,decontextualizated_text_added,decontextualizated_text_removed,extra_added_text,title,original_answer
mturk_charts/no_data/multi_col/4998.png,"Roughly six - in - ten Americans ( 58 % ) say one very likely negative effect that will result from gene editing is that it will increase inequality because it will only be available for the wealthy . Another 54 % express concern that , even if gene editing is appropriate for certain purposes , it will lead to a slippery slope , with some using it in morally unacceptable ways . Far fewer Americans see upsides if gene editing for babies were to become widely available . About one - in - five ( 18 % ) consider it very likely that gene editing would pave the way for new medical advances that benefit society , and 16 % have a similar degree of confidence that it would help people live longer and better quality lives . Roughly a third or more consider each of these as not too or not at all likely to transpire .",same,What do the majority of Americans say about gene editing?,answer2,"Roughly six - in - ten Americans ( 58 % ) say one very likely negative effect that will result from gene editing is that it will increase inequality because it will only be available for the wealthy . Another 54 % express concern that , even if gene editing is appropriate for certain purposes , it will lead to a slippery slope , with some using it in morally unacceptable ways . Far fewer Americans see upsides if gene editing for babies were to become widely available . About one - in - five ( 18 % ) consider it very likely that gene editing would pave the way for new medical advances that benefit society , and 16 % have a similar degree of confidence that it would help people live longer and better quality lives .","Roughly six - in - ten Americans ( 58 % ) say one very likely negative effect that will result from gene editing is that it will increase inequality because it will only be available for the wealthy . Another 54 % express concern that , even if gene editing is appropriate for certain purposes , it will lead to a slippery slope , with some using it in morally unacceptable ways . Far fewer Americans see upsides if gene editing for babies were to become widely available . About one - in - five ( 18 % ) consider it very likely that gene editing would pave the way for new medical advances that benefit society , and 16 % have a similar degree of confidence that it would help people live longer and better quality lives .",Another 54 express concern even appropriate certain purposes lead slippery slope with some using morally unacceptable ways,,,Larger shares of Americans believe negative effects of widespread use of gene editing are very likely,"Roughly six - in - ten Americans ( 58 % ) say one very likely negative effect that will result from gene editing is that it will increase inequality because it will only be available for the wealthy . Far fewer Americans see upsides if gene editing for babies were to become widely available . About one - in - five ( 18 % ) consider it very likely that gene editing would pave the way for new medical advances that benefit society , and 16 % have a similar degree of confidence that it would help people live longer and better quality lives ."
mturk_charts/no_data/multi_col/4994.png,"About six - in - ten Americans ( 61 % ) say the higher education system in the United States is going in the wrong direction , according to a new Pew Research Center survey . But Republicans and Democrats differ over why they think this is the case .",same,What do the majority of Americans say about higher education?,same,"About six - in - ten Americans ( 61 % ) say the higher education system in the United States is going in the wrong direction , according to a new Pew Research Center survey .","About six - in - ten Americans ( 61 % ) say the higher education system in the United States is going in the wrong direction , according to a new Pew Research Center survey .",,But Republicans and Democrats differ over why they think this case,,Majority of Americans say higher education is going in wrong direction,"About six - in - ten Americans ( 61 % ) say the higher education system in the United States is going in the wrong direction , according to a new Pew Research Center survey . But Republicans and Democrats differ over why they think this is the case ."
mturk_charts/no_data/multi_col/4987.png,"There are racial , gender , religious and political divides in opinions on the death penalty in the U.S. A majority of whites ( 59 % ) favor the death penalty , compared with 36 % of blacks and 47 % of Hispanics , according to the Center ’s 2018 survey . Also , men are more likely than women to favor capital punishment ( 61 % vs. 46 % ) . Solid majorities of white evangelical Protestants ( 73 % ) and white mainline Protestants ( 61 % ) favor the death penalty , while Catholics ( 53 % ) and those without a religious affiliation ( 48 % ) are more divided on the issue . Partisanship also plays a role , with Republicans more than twice as likely as Democrats to support the death penalty ( 77 % vs. 35 % ) .",same,What are the opinions about the death penalty according to people's gender and race?,same,"There are racial , gender , religious and political divides in opinions on the death penalty in the U.S. A majority of whites ( 59 % ) favor the death penalty , compared with 36 % of blacks and 47 % of Hispanics , according to the Center ’s 2018 survey . Also , men are more likely than women to favor capital punishment ( 61 % vs. 46 % ) .","There are racial , gender , religious and political divides in opinions on the death penalty in the U.S. A majority of whites ( 59 % ) favor the death penalty , compared with 36 % of blacks and 47 % of Hispanics , according to the Center ’s 2018 survey . Also , men are more likely than women to favor capital punishment ( 61 % vs. 46 % ) .",,,,"Gender, racial differences in opinions about the death penalty","There are racial , gender , religious and political divides in opinions on the death penalty in the U.S. A majority of whites ( 59 % ) favor the death penalty , compared with 36 % of blacks and 47 % of Hispanics , according to the Center ’s 2018 survey . Also , men are more likely than women to favor capital punishment ( 61 % vs. 46 % ) ."
mturk_charts/no_data/multi_col/4976.png,"Six - in - ten religiously unaffiliated Americans – adults who describe their religious identity as atheist , agnostic or “ nothing in particular ” – say the questioning of religious teachings is a very important reason for their lack of affiliation . The second - most - common reason is opposition to the positions taken by churches on social and political issues , cited by 49 % of respondents ( the survey asked about each of the six options separately ) . Smaller , but still substantial , shares say they dislike religious organizations ( 41 % ) , do n’t believe in God ( 37 % ) , consider religion irrelevant to them ( 36 % ) or dislike religious leaders ( 34 % ) . Those who identify as atheist , agnostic or “ nothing in particular ” tend to give different reasons for their lack of affiliation , showing that “ nones ” are far from a monolithic group . For example , about nine - in - ten self - described atheists ( 89 % ) say their lack of belief in God is a very important reason for their religious identity , compared with 37 % of agnostics and 21 % of those in the “ nothing in particular ” category . Atheists also are more likely than other “ nones ” to say religion is simply “ irrelevant ” to them ( 63 % of atheists vs. 40 % of agnostics and 26 % of adults with no particular religion ) .",same,What are the reasons why some people aren't into any religion?,answer1,"Six - in - ten religiously unaffiliated Americans – adults who describe their religious identity as atheist , agnostic or “ nothing in particular ” – say the questioning of religious teachings is a very important reason for their lack of affiliation . The second - most - common reason is opposition to the positions taken by churches on social and political issues , cited by 49 % of respondents . Smaller , but still substantial , shares say they dislike religious organizations ( 41 % ) , do n’t believe in God ( 37 % ) , consider religion irrelevant to them ( 36 % ) or dislike religious leaders ( 34 % ) .","Six - in - ten religiously unaffiliated Americans – adults who describe their religious identity as atheist , agnostic or “ nothing in particular ” – say the questioning of religious teachings is a very important reason for their lack of affiliation . The second - most - common reason is opposition to the positions taken by churches on social and political issues , cited by 49 % of respondents . Smaller , but still substantial , shares say they dislike religious organizations ( 41 % ) , do n’t believe in God ( 37 % ) , consider religion irrelevant to them ( 36 % ) or dislike religious leaders ( 34 % ) .",,survey asked about each six options separately Those identify tend give different reasons showing that nones are far from monolithic group For example about nine self described atheists 89 belief compared with agnostics 21 those category Atheists also are more likely than other nones simply 63 atheists vs. 40 agnostics 26 with no,,Most religious 'nones' say questioning religious teachings is an important reason they are unaffiliated,"Six - in - ten religiously unaffiliated Americans – adults who describe their religious identity as atheist , agnostic or “ nothing in particular ” – say the questioning of religious teachings is a very important reason for their lack of affiliation . The second - most - common reason is opposition to the positions taken by churches on social and political issues , cited by 49 % of respondents ( the survey asked about each of the six options separately ) . Smaller , but still substantial , shares say they dislike religious organizations ( 41 % ) , do n’t believe in God ( 37 % ) , consider religion irrelevant to them ( 36 % ) or dislike religious leaders ( 34 % ) . Those who identify as atheist , agnostic or “ nothing in particular ” tend to give different reasons for their lack of affiliation , showing that “ nones ” are far from a monolithic group . For example , about nine - in - ten self - described atheists ( 89 % ) say their lack of belief in God is a very important reason for their religious identity , compared with 37 % of agnostics and 21 % of those in the “ nothing in particular ” category . Atheists also are more likely than other “ nones ” to say religion is simply “ irrelevant ” to them ( 63 % of atheists vs. 40 % of agnostics and 26 % of adults with no particular religion"
mturk_charts/no_data/multi_col/4968.png,"About a third of Trump ’s November 2016 voters ( 35 % ) had cold or neutral feelings toward him earlier that year . By September 2016 , a 57 % majority of these voters had warmed to him , including 24 % who felt very warmly . And shortly after the election , three - quarters of these once cold or neutral voters ( 74 % ) felt warmly toward him , including 43 % who rated him very warmly . Among the 65 % majority of Trump voters who felt warmly toward him in April 2016 , there was much less change in opinions about him . Of this group , 90 % or more maintained warm feelings toward him in September and November 2016 .",same,How was Trump seen by his supporters?,same,"By September 2016 , a 57 % majority of voters had warmed to Trump , including 24 % who felt very warmly . Among the 65 % majority of Trump voters who felt warmly toward him in April 2016 , there was much less change in opinions about him .","By September 2016 , a 57 % majority of voters had warmed to him , including 24 % who felt very warmly . Among the 65 % majority of Trump voters who felt warmly toward him in April 2016 , there was much less change in opinions about him .",,About third ’s November ( 35 ) cold or neutral feelings earlier that year these And shortly after election three - quarters these once cold or neutral ( 74 ) 43 rated Of this group 90 or more maintained warm feelings and November,"By September 2016 , a 57 % majority of voters had warmed to Trump , including 24 % who felt very warmly . Among the 65 % majority of Trump voters who felt warmly toward him in April 2016 , there was much less change in opinions about him .","Most Trump voters who had been cold or neutral toward him in April 2016 turned warmer, stayed warm Among validated voters in 2016 who reported voting for Trump, % who rated him warm on a feeling thermometer Trump, from o (coldest rating) to 100 (warmest","About a third of Trump ’s November 2016 voters ( 35 % ) had cold or neutral feelings toward him earlier that year . By September 2016 , a 57 % majority of these voters had warmed to him , including 24 % who felt very warmly . And shortly after the election , three - quarters of these once cold or neutral voters ( 74 % ) felt warmly toward him , including 43 % who rated him very warmly . Among the 65 % majority of Trump voters who felt warmly toward him in April 2016 , there was much less change in opinions about him . Of this group , 90 % or more maintained warm feelings toward him in September and November 2016"
mturk_charts/no_data/multi_col/4966.png,"In the wake of Donald Trump ’s 2016 election victory , an overwhelming majority of those who said they had voted for him had “ warm ” feelings for him . By this spring , more than a year into Trump ’s presidency , the feelings of these same Trump voters had changed very little . In March , 82 % of those who reported voting for Trump – and whom researchers were able to verify through voting records as having voted in 2016 – said they felt “ warmly ” toward Trump , with 62 % saying they had “ very warm ” feelings toward him . Their feelings were expressed on a 0 - 100 “ feeling thermometer . ” A rating of 51 or higher is “ warm , ” with 76 or higher indicating “ very warm ” feelings .",same,How have Trump's supporter's views changed along the time?,answer1,"By this spring , the feelings of these same Trump voters had changed very little . In March , 82 % of those who reported voting for Trump said they felt “ warmly ” toward Trump , with 62 % saying they had “ very warm ” feelings toward him . Their feelings were expressed on a 0 - 100 “ feeling thermometer . ” A rating of 51 or higher is “ warm , ” with 76 or higher indicating “ very warm ” feelings .","By this spring , the feelings of these same Trump voters had changed very little . In March , 82 % of those who reported voting for Trump said they felt “ warmly ” toward Trump , with 62 % saying they had “ very warm ” feelings toward him . Their feelings were expressed on a 0 - 100 “ feeling thermometer . ” A rating of 51 or higher is “ warm , ” with 76 or higher indicating “ very warm ” feelings .",,more than year into ’s presidency – and whom researchers able to verify through records as having voted in 2016 –,,"Trump voters' feelings for him changed little from his election to March 2018 Among validated voters in 2016 who reported lvoting for Trump, % who rated (coldest) him Nomination ","By this spring , more than a year into Trump ’s presidency , the feelings of these same Trump voters had changed very little . In March , 82 % of those who reported voting for Trump – and whom researchers were able to verify through voting records as having voted in 2016 – said they felt “ warmly ” toward Trump , with 62 % saying they had “ very warm ” feelings toward him . Their feelings were expressed on a 0 - 100 “ feeling thermometer . ” A rating of 51 or higher is “ warm , ” with 76 or higher indicating “ very warm ” feelings"
mturk_charts/no_data/multi_col/4964.png,"A sharp decrease in the share of mothers with four or more children has played a role in the long - term decline in larger families , according to the Census Bureau data . In 1976 , four - in - ten moms in their early 40s had given birth to four or more children . But by 2016 , the share had shrunk to just 15 % . The three - child family , by contrast , has held relatively constant : In both 1976 and 2016 , roughly a quarter of mothers ages 40 to 44 had given birth to three children .",same,Describe the trend in mothers with four or more children?,answer2,"A sharp decrease in the share of mothers with four or more children has played a role in the long - term decline in larger families , according to the Census Bureau data . In 1976 , four - in - ten moms in their early 40s had given birth to four or more children . But by 2016 , the share had shrunk to just 15 % .","A sharp decrease in the share of mothers with four or more children has played a role in the long - term decline in larger families , according to the Census Bureau data . In 1976 , four - in - ten moms in their early 40s had given birth to four or more children . But by 2016 , the share had shrunk to just 15 % .",A sharp decrease with played role long term decline larger families according Census Bureau data,The three child family contrast held relatively constant : both and roughly quarter ages 40 44 three,,Shrinking family size driven in part by decline in moms having 4+ children,"In 1976 , four - in - ten moms in their early 40s had given birth to four or more children . But by 2016 , the share had shrunk to just 15 % . The three - child family , by contrast , has held relatively constant : In both 1976 and 2016 , roughly a quarter of mothers ages 40 to 44 had given birth to three children"
mturk_charts/no_data/multi_col/4961.png,"Although most people have not changed their views on a political or social issue in the past year because of social media , those who have also tend to place a high level of personal importance on social media as a tool for personal political engagement and activism . Among all social media users , people who changed their views on an issue are much more likely than those who did n’t to say such sites are important when it comes to getting involved with political or social issues important to them ( 63 % vs. 35 % ) or finding others who share their views about important issues ( 67 % vs. 38 % ) . Just over half whose views changed ( 56 % ) say social media is personally important in providing a venue to express their political opinions , compared with a third of social media users who have not changed a view in the past year ( 33 % ) .",same,Describe the level of importance on social media for personal political engagement on people?,same,"Among all social media users , people who changed their views on an issue are much more likely than those who did n’t to say such sites are important when it comes to getting involved with political or social issues important to them ( 63 % vs. 35 % ) or finding others who share their views about important issues ( 67 % vs. 38 % ) . Just over half whose views changed ( 56 % ) say social media is personally important in providing a venue to express their political opinions , compared with a third of social media users who have not changed a view in the past year ( 33 % ) .","Among all social media users , people who changed their views on an issue are much more likely than those who did n’t to say such sites are important when it comes to getting involved with political or social issues important to them ( 63 % vs. 35 % ) or finding others who share their views about important issues ( 67 % vs. 38 % ) . Just over half whose views changed ( 56 % ) say social media is personally important in providing a venue to express their political opinions , compared with a third of social media users who have not changed a view in the past year ( 33 % ) .",,,,People whose views were changed by social media place more importance on these sites for getting involved in issues,"Among all social media users , people who changed their views on an issue are much more likely than those who did n’t to say such sites are important when it comes to getting involved with political or social issues important to them ( 63 % vs. 35 % ) or finding others who share their views about important issues ( 67 % vs. 38 % ) . Just over half whose views changed ( 56 % ) say social media is personally important in providing a venue to express their political opinions , compared with a third of social media users who have not changed a view in the past year ( 33 % )"
mturk_charts/no_data/multi_col/4960.png,"For most Americans , exposure to different content and ideas on social media has not caused them to change their opinions . But a small share of the public – 14 % – say they have changed their views about a political or social issue in the past year because of something they saw on social media , according to a Pew Research Center survey of U.S. adults conducted May 29 - June 11 . Certain groups , particularly young men , are more likely than others to say they ’ve modified their views because of social media . Around three - in - ten men ages 18 to 29 ( 29 % ) say their views on a political or social issue changed in the past year due to social media . This is roughly twice the share saying this among all Americans and more than double the shares among men and women ages 30 and older ( 12 % and 11 % , respectively ) . There are also differences by race and ethnicity , according to the new survey . Around one - in - five black ( 19 % ) and Hispanic ( 22 % ) Americans say their views changed due to social media , compared with 11 % of whites .",same,How U.S. adults perceive the impact of social media on their opinions?,same,"For most Americans , exposure to different content and ideas on social media has not caused them to change their opinions . But a small share of the public – 14 % – say they have changed their views about a political or social issue in the past year because of something they saw on social media according to a Pew Research Center survey of U.S. adults conducted May 29 - June 11 . Around three - in - ten men ages 18 to 29 ( 29 % ) say their views on a political or social issue changed in the past year due to social media . This is roughly twice the share saying this among all Americans and more than double the shares among men and women ages 30 and older ( 12 % and 11 % , respectively ) .","For most Americans , exposure to different content and ideas on social media has not caused them to change their opinions . But a small share of the public – 14 % – say they have changed their views about a political or social issue in the past year because of something they saw on social media according to a Pew Research Center survey of U.S. adults conducted May 29 - June 11 . Around three - in - ten men ages 18 to 29 ( 29 % ) say their views on a political or social issue changed in the past year due to social media . This is roughly twice the share saying this among all Americans and more than double the shares among men and women ages 30 and older ( 12 % and 11 % , respectively ) .",according Pew Research Center survey U.S. adults conducted May 29 - June 11 Around three - - ten men ages 18 29 ( 29 ) due This is roughly twice saying this among all more than double shares among men women ages 30 older ( 12 11 respectively ),,,Roughly three-in-ten younger men changed their views on an issue because of social media,"For most Americans , exposure to different content and ideas on social media has not caused them to change their opinions . But a small share of the public – 14 % – say they have changed their views about a political or social issue in the past year because of something they saw on social media"
mturk_charts/no_data/multi_col/4951.png,"The survey ’s most widely accepted use of genetic intervention of animals involves mosquitoes . Seven - in - ten Americans ( 70 % ) believe that genetically engineering mosquitoes to prevent their reproduction and therefore the spread of some mosquito - borne diseases would be an appropriate use of technology , while about three - in - ten ( 29 % ) see the use of genetic engineering for this purpose as taking technology too far .",same,What are views on genetic engineering of mosquitos?,answer2,"Seven - in - ten Americans ( 70 % ) believe that genetically engineering mosquitoes to prevent their reproduction and therefore the spread of some mosquito - borne diseases would be an appropriate use of technology , while about three - in - ten ( 29 % ) see the use of genetic engineering for this purpose as taking technology too far .","Seven - in - ten Americans ( 70 % ) believe that genetically engineering mosquitoes to prevent their reproduction and therefore the spread of some mosquito - borne diseases would be an appropriate use of technology , while about three - in - ten ( 29 % ) see the use of genetic engineering for this purpose as taking technology too far .",.,,,Americans’ views on genetic engineering of animals vary widely by its intended purpose,"Seven - in - ten Americans ( 70 % ) believe that genetically engineering mosquitoes to prevent their reproduction and therefore the spread of some mosquito - borne diseases would be an appropriate use of technology , while about three - in - ten ( 29 % ) see the use of genetic engineering for this purpose as taking technology too far"
mturk_charts/no_data/multi_col/4936.png,"Digital advertising revenue continues to grow , but little of it benefits news organizations . Total digital advertising revenue has jumped 25 % in 2017 across all types of digital outlets , not just news , according to eMarketer . This has been especially true of mobile advertising revenue , which totaled $ 61 billion in 2017 , roughly equal to the total amount of digital advertising revenue just two years prior , in 2015 ( $ 60 billion ) – and which goes hand in hand with Americans ’ increased use of mobile for news . However , news organizations seem to share little in this bonanza – 52 % of all digital display advertising revenue goes to just two companies : Facebook and Google .",same,What are trends in digital advertising revenue?,same,"Digital advertising revenue continues to grow , but little of it benefits news organizations . Total digital advertising revenue has jumped 25 % in 2017 across all types of digital outlets , not just news , according to eMarketer .","Digital advertising revenue continues to grow , but little of it benefits news organizations . Total digital advertising revenue has jumped 25 % in 2017 across all types of digital outlets , not just news , according to eMarketer .","Digital continues grow , but little it benefits news organizations . Total has jumped 25 in 2017 across types outlets , not news , according eMarketer .",52 display goes two companies : Facebook and Google,,Digital and non-digital advertising revenue,52 % of all digital display advertising revenue goes to just two companies : Facebook and Google
