img_path,summary,question_resolution,question,answer_resolution,abstractive_answer,extractive_answer,decontextualizated_text_added,decontextualizated_text_removed,extra_added_text,title,original_answer
mturk_charts/no_data/multi_col/3469.png,"About one - in - four mothers are raising their children on their own . While most U.S. mothers are married ( 68 % ) , nearly one - quarter ( 24 % ) are solo moms . All told , about 9 million mothers are living with a child younger than 18 without a spouse or partner . Solo motherhood is particularly common among black mothers ( 56 % are in this category ) . By comparison , 26 % of Hispanic moms , 17 % of white moms and 9 % of Asian moms are solo parents . ( Solo parenthood is far less common among fathers : 7 % of dads are raising a child without a spouse or partner in the home . )",same,Explain the overall trend of U.S. mothers raising their children who are under 18?,answer1,"About one - in - four mothers are raising their children on their own . While most U.S. mothers are married ( 68 % ) , nearly one - quarter ( 24 % ) are solo moms All told , about 9 million mothers are living with a child younger than 18 without a spouse or partner","About one - in - four mothers are raising their children on their own . While most U.S. mothers are married ( 68 % ) , nearly one - quarter ( 24 % ) are solo moms All told , about 9 million mothers are living with a child younger than 18 without a spouse or partner",,,,About a quarter of moms are going it alone,"About one - in - four mothers are raising their children on their own . While most U.S. mothers are married ( 68 % ) , nearly one - quarter ( 24 % ) are solo moms All told , about 9 million mothers are living with a child younger than 18 without a spouse or partner"
mturk_charts/no_data/multi_col/3461.png,"A 2018 Center survey found that some Facebook users had recently taken steps to moderate their use of the site – such as deleting the Facebook app from their phone or taking a break from the platform for some time . But despite these findings and amid some high profile controversies , Facebook users as a whole are just as active on the site today as they were a year ago . Roughly three - quarters of Facebook users ( 74 % ) visit the site daily , including about half who do so several times a day . These shares are identical to those reported by Facebook users in the Center ’s 2018 social media use survey . Majorities of Snapchat and Instagram users also say they visit these sites daily , though they are slightly less likely than Facebook users to do so . The shares of young adults using these platforms daily are especially large . Roughly eight - in - ten Snapchat users ages 18 to 29 ( 77 % ) say they use the app every day , including 68 % who say they do so multiple times day . Similarly , 76 % of Instagram users in this age group visit the site on a daily basis , with 60 % reporting that they do so several times per day . These patterns are largely similar to what the Center found in 2018 . Other platforms are visited somewhat less frequently . Some 51 % of YouTube users say they visit the site daily – a slight increase from the 45 % who said this in 2018 .",same,Describe the trend of Facebook users usage of the site on daily basis?,answer2,"Roughly three - quarters of Facebook users ( 74 % ) visit the site daily , including about half who do so several times a day .","Roughly three - quarters of Facebook users ( 74 % ) visit the site daily , including about half who do so several times a day .",,,,Roughly three-quarters of Facebook users visit the site on a daily basis,"Roughly three - quarters of Facebook users ( 74 % ) visit the site daily , including about half who do so several times a day ."
mturk_charts/no_data/multi_col/3458.png,"Among women , there is a significant age gap in views on this issue . A majority ( 60 % ) of women ages 65 and older say a woman should have children before entering politics , while only 30 % of women ages 18 to 29 say the same . Instead , four - in - ten women ages 18 to 29 say women should wait until they ’re well established in their political careers to have children . Just one - quarter of women 65 and older say this is the best choice . Women ’s views also differ by their level of education . About four - in - ten women without a four - year college degree ( 42 % ) say a woman has the best chance of success in politics if she has children early ; 57 % of women with a bachelor ’s degree or higher say this . About one - third ( 32 % ) of less educated women , compared with 21 % of college graduates , say a woman who wants to reach high political office should wait until she is well established in her career to have children . Women who are mothers themselves have somewhat different views on this than women who do n’t have young children . Mothers of children younger than 18 are more likely than other women to say a woman who aspires to high political office should wait until she ’s established in her political career before having children . About one - third ( 36 % ) of mothers say a woman who wants to reach this type of position is better off waiting to have children , compared with 26 % of those without children under 18 .",same,"According to the view of the mothers who have children under 18, describe their opinion on women having children while entering politics?",answer1,"Mothers of children younger than 18 are more likely than other women to say a woman who aspires to high political office should wait until she ’s established in her political career before having children . About one - third ( 36 % ) of mothers say a woman who wants to reach this type of position is better off waiting to have children , compared with 26 % of those without children under 18","Mothers of children younger than 18 are more likely than other women to say a woman who aspires to high political office should wait until she ’s established in her political career before having children . About one - third ( 36 % ) of mothers say a woman who wants to reach this type of position is better off waiting to have children , compared with 26 % of those without children under 18",,,,Majority of college educated women say women should have children before entering politics to be successful,"Mothers of children younger than 18 are more likely than other women to say a woman who aspires to high political office should wait until she ’s established in her political career before having children . About one - third ( 36 % ) of mothers say a woman who wants to reach this type of position is better off waiting to have children , compared with 26 % of those without children under 18"
mturk_charts/no_data/multi_col/2952.png,"Rural residents are more likely than people in suburban and urban areas to know all or most of their neighbors , but they are n’t more likely to interact with them . Four - in - ten rural residents say they know all or most of their neighbors , compared with 24 % of urban residents and 28 % of suburban residents . But rural residents have in - person conversations with their neighbors about as often as those in other community types . Roughly half of rural residents ( 47 % ) say they have face - to - face conversations with their neighbors at least once a week , with similar shares of suburban ( 49 % ) and urban residents ( 53 % ) saying the same .",same,Compare the proportion of rural residents with the proportion of urban residents who say they know all or most of their neighbors ?,answer2,"Rural residents are more likely than people in suburban and urban areas to know all or most of their neighbors , but they are n’t more likely to interact with them . Four - in - ten rural residents say they know all or most of their neighbors , compared with 24 % of urban residents and 28 % of suburban residents But rural residents have in - person conversations with their neighbors about as often as those in other community types","Rural residents are more likely than people in suburban and urban areas to know all or most of their neighbors , but they are n’t more likely to interact with them . Four - in - ten rural residents say they know all or most of their neighbors , compared with 24 % of urban residents and 28 % of suburban residents But rural residents have in - person conversations with their neighbors about as often as those in other community types",,,,Rural residents are more likely to know most or all neighbors – but not to interact with them,"Rural residents are more likely than people in suburban and urban areas to know all or most of their neighbors , but they are n’t more likely to interact with them . Four - in - ten rural residents say they know all or most of their neighbors , compared with 24 % of urban residents and 28 % of suburban residents But rural residents have in - person conversations with their neighbors about as often as those in other community types"
mturk_charts/no_data/multi_col/2950.png,"A majority of Americans ( 57 % ) say they know only some of their neighbors ; far fewer ( 26 % ) say they know most of them . Americans ages 65 and older are more likely than those ages 18 to 29 to say they know most of their neighbors ( 34 % vs. 20 % ) . In contrast , about a quarter ( 23 % ) of adults under 30 do n’t know any of their neighbors , compared with just 4 % among those 65 and older .",same,Describe the proportion of Americans who claim to know the majority of their neighbors?,answer1,far fewer ( 26 % ) say they know most of them .,far fewer ( 26 % ) say they know most of them .,,,,Older Americans are more likely to know their neighbors than younger ones,far fewer ( 26 % ) say they know most of them .
mturk_charts/no_data/multi_col/2942.png,"Majorities say Trump definitely or probably has not set a high moral standard for the presidency ( 70 % say this ) , improved the way government works ( 66 % ) , improved the country ’s standing around the world ( 63 % ) and run an open and transparent administration ( 61 % ) . In addition , 56 % say Trump has definitely or probably used his office to enrich himself , or his friends and family . There is somewhat more variance in Republicans ’ views . While three - quarters of Republicans say Trump has run an open and transparent administration ( 75 % ) and improved U.S. standing around the world ( 72 % ) , a smaller majority ( 57 % ) say he has set a high moral standard for the presidency . And while most Republicans say Trump has not improperly used the office of the presidency to enrich himself or others , 23 % say he definitely or probably has done this .",same,Describe what the majority said about Trump's moral standard?,answer1,Majorities say Trump definitely or probably has not set a high moral standard for the presidency ( 70 % say this ),Majorities say Trump definitely or probably has not set a high moral standard for the presidency ( 70 % say this ),,,,"Trump viewed negatively on transparency, effective governance and setting a high moral standard' % who say Donald Trump has",Majorities say Trump definitely or probably has not set a high moral standard for the presidency ( 70 % say this )
mturk_charts/no_data/multi_col/2551.png,"Germans in both areas say living standards in the former East have not yet caught up with those in the former West . Around three - quarters of people in the former East Germany ( 74 % ) and around two - thirds of those in the former West ( 66 % ) say the East still has not achieved the same living standards as the West , according to the Center ’s recent survey , which was conducted among representative samples of adults in both areas as part of a larger study of Europe .",same,How do Germans see the post-unification era?,answer2,Around three - quarters of people in the former East Germany ( 74 % ) and around two - thirds of those in the former West ( 66 % ) say the East still has not achieved the same living standards as the West,Around three - quarters of people in the former East Germany ( 74 % ) and around two - thirds of those in the former West ( 66 % ) say the East still has not achieved the same living standards as the West,,,,Majorities in former West and East Germany say East has not yet achieved same living standards as West % who say East Germany achieved the same standard of living as West Germany,Around three - quarters of people in the former East Germany ( 74 % ) and around two - thirds of those in the former West ( 66 % ) say the East still has not achieved the same living standards as the West
mturk_charts/no_data/multi_col/2546.png,"9 A majority of Americans and veterans associate discipline and patriotism with veterans . Majorities among veterans ( 61 % ) and the general public ( 64 % ) say most Americans look up to people who have served in the military . And veterans see themselves as more disciplined ( 84 % ) and patriotic ( 71 % ) than those who have not served in the military . Most Americans agree with this : 67 % of all adults say being disciplined better describes veterans than non - veterans , and 59 % say the same about being patriotic .",same,How distinct do veterans consider themselves from the general public?,answer2,veterans see themselves as more disciplined ( 84 % ) and patriotic ( 71 % ) than those who have not served in the military,veterans see themselves as more disciplined ( 84 % ) and patriotic ( 71 % ) than those who have not served in the military,,And,,Veterans and the public associate being disciplined and patriotic with those who have served in the military,And veterans see themselves as more disciplined ( 84 % ) and patriotic ( 71 % ) than those who have not served in the military
mturk_charts/no_data/multi_col/2545.png,"More broadly , 64 % of veterans say the government has given them about as much help as it should have . Three - in - ten say the government has given them too little help . Post-9/11 veterans are more likely than those from previous eras to say the government has given them less help than it should have ( 43 % vs. 27 % ) .",same,How do nowadays veterans see the government?,answer2,64 % of veterans say the government has given them about as much help as it should have Three - in - ten say the government has given them too little help . Post-9/11 veterans are more likely than those from previous eras to say the government has given them less help than it should have ( 43 % vs. 27 % ),64 % of veterans say the government has given them about as much help as it should have Three - in - ten say the government has given them too little help . Post-9/11 veterans are more likely than those from previous eras to say the government has given them less help than it should have ( 43 % vs. 27 % ),,,,About four-in-ten post-9/11 veterans say the government hasn't given them enough help,64 % of veterans say the government has given them about as much help as it should have Three - in - ten say the government has given them too little help . Post-9/11 veterans are more likely than those from previous eras to say the government has given them less help than it should have ( 43 % vs. 27 % )
mturk_charts/no_data/multi_col/3755.png,"Roughly four - in - ten adults ( 41 % ) say they are very worried about climate change when they think about the future . Young adults are significantly more concerned about this than their older counterparts : 52 % of those ages 18 to 29 are very worried , compared with 41 % of those ages 30 to 49 and 37 % of those 50 and older .",same,Describe the proportion of adults who say they are very concerned about climate change when thinking about the future?,new_answer,Roughly four - in - ten adults ( 41 % ) say they are very worried about climate change when they think about the future,Roughly four - in - ten adults ( 41 % ) say they are very worried about climate change when they think about the future,,,,Democrats and young adults voice greater concern over climate change,Roughly four - in - ten adults ( 41 % ) say they are very worried about climate change when they think about the future
