img_path,summary,question_resolution,question,answer_resolution,abstractive_answer,extractive_answer,decontextualizated_text_added,decontextualizated_text_removed,abstractive_text_added,abstractive_text_removed,extra_added_text,title,original_answer
mturk_charts/no_data_remaining/multi_col/1646.png,Barack Obama ’s overall approval ratings have been stable over the course of 2015 . Currently about as many say they approve of the way Barack Obama is handling his job as president as say they disapprove of his job performance ( 46 % vs. 48 % ) .,same,How does the public view Barack Obama?,same,Barack Obama ’s overall approval ratings have been stable over the course of 2015 . Currently about as many say they approve of the way Barack Obama is handling his job as president as say they disapprove of his job performance ( 46 % vs. 48 % ) .,Barack Obama ’s overall approval ratings have been stable over the course of 2015 . Currently about as many say they approve of the way Barack Obama is handling his job as president as say they disapprove of his job performance ( 46 % vs. 48 % ) .,,,,, ,Obama Job Approval: 2009-2015 of way Obama is shandling hisjob Approve,Barack Obama ’s overall approval ratings have been stable over the course of 2015 . Currently about as many say they approve of the way Barack Obama is handling his job as president as say they disapprove of his job performance ( 46 % vs. 48 % ) .
mturk_charts/no_data_remaining/multi_col/1648.png,"As has been the case for the last year , about two - thirds of the public ( 68 % ) say that the economy is recovering , but not strongly . Today , about one - in - ten ( 11 % ) see a strong economic recovery ; roughly two - in - ten ( 19 % ) say the economy is n’t recovering at all . The share saying there is a strong recovery is somewhat lower than it was in January ( 16 % then , 11 % today ) , but remains higher than in April 2014 ( when just 6 % said the economy was recovering strongly ) .",same,How does the public perceives the economy recovery?,answer1,"About two - thirds of the public ( 68 % ) say that the economy is recovering , but not strongly . Today , about one - in - ten ( 11 % ) see a strong economic recovery ; roughly two - in - ten ( 19 % ) say the economy is n’t recovering at all . The share saying there is a strong recovery remains higher than in April 2014 ( when just 6 % said the economy was recovering strongly ) .","about two - thirds of the public ( 68 % ) say that the economy is recovering , but not strongly . Today , about one - in - ten ( 11 % ) see a strong economic recovery ; roughly two - in - ten ( 19 % ) say the economy is n’t recovering at all . The share saying there is a strong recovery remains higher than in April 2014 ( when just 6 % said the economy was recovering strongly ) .",thirds of public 68 that not,somewhat lower it January 16 then today,About,, ,"Since Last April, Little Change in Attitudes About Economic Recovery The economy is (%)","Today , about one - in - ten ( 11 % ) see a strong economic recovery ; roughly two - in - ten ( 19 % ) say the economy is n’t recovering at all . The share saying there is a strong recovery is somewhat lower than it was in January ( 16 % then , 11 % today ) , but remains higher than in April 2014 ( when just 6 % said the economy was recovering strongly ) ."
mturk_charts/no_data_remaining/multi_col/1649.png,"For all of the 11 entities we asked about in the fall 2014 survey – from government agencies to credit card companies to social media sites – only small minorities say they are “ very confident ” the records maintained by these organizations will remain private and secure . Online service providers are among the least trusted entities when it comes to keeping information private and secure . When asked about search engine providers , online video sites , social media sites and online advertisers , the majority felt “ not too confident ” or “ not at all confident ” that these entities could protect their data :",same,Describe the confidence of the people in privacy and security of information maintained by social media sites.,answer1,"For all of the 11 entities we asked about – from government agencies to credit card companies to social media sites – only small minorities say they are “ very confident ” the records maintained by these organizations will remain private and secure . Online service providers are among the least trusted entities when it comes to keeping information private and secure . When asked about search engine providers , online video sites , social media sites and online advertisers , the majority felt “ not too confident ” or “ not at all confident ” that these entities could protect their data .","For all of the 11 entities we asked about – from government agencies to credit card companies to social media sites – only small minorities say they are “ very confident ” the records maintained by these organizations will remain private and secure . Online service providers are among the least trusted entities when it comes to keeping information private and secure . When asked about search engine providers , online video sites , social media sites and online advertisers , the majority felt “ not too confident ” or “ not at all confident ” that these entities could protect their data","When search engine , online video , online advertisers , majority felt not too or not at that could protect their data",in fall 2014 survey,,,  .,Few Express Confidence That Their Records Will Remain Private and Secure % of adults who private say they are that the records of their activity maintained by various companies and organizations will remain private and secure,For all of the 11 entities we asked about in the fall 2014 survey – from government agencies to credit card companies to social media sites – only small minorities say they are “ very confident ” the records maintained by these organizations will remain private and secure . Online service providers are among the least trusted entities when it comes to keeping information private and secure
mturk_charts/no_data_remaining/multi_col/1650.png,"Overall , 16 % of registered voters follow candidates for office , political parties , or elected officials on a social networking site , according to a Pew Research Center survey conducted during the lead - up to the 2014 midterm election . That is a 10 percentage point increase from the 2010 midterms , when only 6 % of registered voters did so . It ’s not just the youngest voters getting in on the act . The increase is even more substantial among registered voters ages 30 to 49 , more than tripling from 6 % to 21 % during this time period .",same,Describe the change in registered voters who follow political figures on social media.,answer1,"Overall , 16 % of registered voters follow candidates for office , political parties , or elected officials on a social networking site . That is a 10 percentage point increase from the 2010 midterms , when only 6 % of registered voters did so .","Overall , 16 % of registered voters follow candidates for office , political parties , or elected officials on a social networking site . That is a 10 percentage point increase from the 2010 midterms , when only 6 % of registered voters did so .",,according to Pew Research Center survey conducted during lead - up to 2014 midterm election It ’s not just youngest getting in act The even more substantial among ages 30 to 49 more than tripling to 21 during this time period,,, ,Share of Registered Voters Who Follow Political Figures on Social Media Has Doubled Since 2010,"Overall , 16 % of registered voters follow candidates for office , political parties , or elected officials on a social networking site , according to a Pew Research Center survey conducted during the lead - up to the 2014 midterm election . That is a 10 percentage point increase from the 2010 midterms , when only 6 % of registered voters did so . It ’s not just the youngest voters getting in on the act . The increase is even more substantial among registered voters ages 30 to 49 , more than tripling from 6 % to 21 % during this time period ."
mturk_charts/no_data_remaining/multi_col/1651.png,"Nearly six - in - ten ( 57 % ) Republican and Republican - leaning registered voters say they have an excellent or good impression of their party ’s presidential candidates . That compares with 54 % of Democratic and Democratic - leaning voters who have positive impressions of the Democratic Party ’s candidates . Republicans are more positive about the GOP field than they were at nearly comparable points in the past two presidential campaigns . In May 2011 , 44 % of Republicans viewed the field of GOP candidates as excellent or good . In September 2007 , 50 % gave the presidential candidates positive marks .",same,Comment on the public impression of the candidates running for their party's nomination.,answer2,Nearly six - in - ten ( 57 % ) Republican and Republican - leaning registered voters say they have an excellent or good impression of their party ’s presidential candidates . That compares with 54 % of Democratic and Democratic - leaning voters who have positive impressions of the Democratic Party ’s candidates .,Nearly six - in - ten ( 57 % ) Republican and Republican - leaning registered voters say they have an excellent or good impression of their party ’s presidential candidates . That compares with 54 % of Democratic and Democratic - leaning voters who have positive impressions of the Democratic Party ’s candidates .,,,,, ,"Little Difference in How Republicans, Democrats View Their 2016 Fields % saying they have excellent/good impression of the candidates they running for their party's nomination Democantipleconccticall ning voters",Nearly six - in - ten ( 57 % ) Republican and Republican - leaning registered voters say they have an excellent or good impression of their party ’s presidential candidates . That compares with 54 % of Democratic and Democratic - leaning voters who have positive impressions of the Democratic Party ’s candidates .
mturk_charts/no_data_remaining/multi_col/1652.png,"Meanwhile , Hillary Clinton , the clear front - runner for the Democratic nomination , is widely popular with Democrats ; 77 % of Democrats and Democratic leaners view her favorably . However , Clinton ’s favorable ratings have declined – among the public , as well as Democrats – since last summer . Currently , 49 % of the public has a favorable opinion of Clinton , while 47 % view her unfavorably . Clinton ’s overall favorability rating has fallen nine points from 58 % last August . This is Clinton ’s lowest favorability mark since the spring of 2008 , during her run for the Democratic nomination . ( For more on Clinton ’s favorable ratings since 1992 , see this interactive ) . The decline in Clinton ’s favorability since August has come about equally among Democrats and Democratic leaners ( from 86 % then to 77 % today ) and Republicans and Republican leaners ( from 27 % to 17 % ) .",same,Describe the public opinion about Hillary Clinton.,answer1,"Currently , 49 % of the public has a favorable opinion of Clinton , while 47 % view her unfavorably . Clinton ’s overall favorability rating has fallen nine points from 58 % last August . This is Clinton ’s lowest favorability mark since the spring of 2008 .","Currently , 49 % of the public has a favorable opinion of Clinton , while 47 % view her unfavorably . Clinton ’s overall favorability rating has fallen nine points from 58 % last August . This is Clinton ’s lowest favorability mark since the spring of 2008 .",,Meanwhile Hillary clear front - runner for Democratic nomination widely popular with Democrats ; 77 Democrats and Democratic leaners favorably However ratings have declined – among as well as Democrats – summer during run for Democratic nomination ( For more on ratings 1992 see this interactive ) The decline in come about equally among Democrats and Democratic leaners ( 86 then to 77 today ) and Republicans and Republican leaners ( 27 to 17 ),,, ,"Views of Hillary Clinton, 2007-2015 % who have afavorable opinion of Hillary Clinton","Meanwhile , Hillary Clinton , the clear front - runner for the Democratic nomination , is widely popular with Democrats ; 77 % of Democrats and Democratic leaners view her favorably . However , Clinton ’s favorable ratings have declined – among the public , as well as Democrats – since last summer . Currently , 49 % of the public has a favorable opinion of Clinton , while 47 % view her unfavorably . Clinton ’s overall favorability rating has fallen nine points from 58 % last August . This is Clinton ’s lowest favorability mark since the spring of 2008 , during her run for the Democratic nomination . ( For more on Clinton ’s favorable ratings since 1992 , see this interactive ) . The decline in Clinton ’s favorability since August has come about equally among Democrats and Democratic leaners ( from 86 % then to 77 % today ) and Republicans and Republican leaners ( from 27 % to 17 % ) ."
mturk_charts/no_data_remaining/multi_col/1654.png,"Of the two most recent past presidents , Bill Clinton remains a more popular figure than George W. Bush . Today , 58 % of Americans view Clinton favorably , while 38 % have an unfavorable opinion . George W. Bush , by contrast , is viewed more negatively than positively ( 44 % favorable , 52 % unfavorable ) . Though views of Bill Clinton remain in positive territory , they have declined 10 points since 2012 . In particular , Clinton is now viewed far less favorably by Republicans and Republican leaners than he was in September 2012 ( just 28 % view him favorably today , down from 43 % ) . And while about eight - in - ten ( 81 % ) Democrats and Democratic leaners view the former Democratic president favorably today , his ratings among Democrats were slightly better ( 88 % favorable ) in September 2012 . George W. Bush ’s ratings have been relatively stable since early 2011 . Currently , nearly three - quarters ( 73 % ) of Republicans and Republican leaners , along with just 23 % of Democrats and Democratic leaners have positive opinions of the former GOP president .",same,Describe Democrats' views about Bill Clinton.,same,"While about eight - in - ten ( 81 % ) Democrats and Democratic leaners view Bill Clinton favorably today , his ratings among Democrats were slightly better ( 88 % favorable ) in September 2012 .","while about eight - in - ten ( 81 % ) Democrats and Democratic leaners view the former Democratic president favorably today , his ratings among Democrats were slightly better ( 88 % favorable ) in September 2012 .",,And George W. Bush ’s have been relatively stable since early 2011,While Bill Clinton,while the former president, ,"Bill Clinton's Favorability Drops, Remains Higher Than George W. Bush's % who have a favorable opinion of George W. Bush","And while about eight - in - ten ( 81 % ) Democrats and Democratic leaners view the former Democratic president favorably today , his ratings among Democrats were slightly better ( 88 % favorable ) in September 2012 . George W. Bush ’s ratings have been relatively stable since early 2011"
mturk_charts/no_data_remaining/multi_col/1655.png,"Finally , the survey found that a number of religious groups are largely comprised of immigrants : The vast majority ( 87 % ) of Hindu adults living in the U.S. are first - generation immigrants , while about six - in - ten American Muslims ( 61 % ) in the survey were born overseas . Among Christian traditions , Orthodox Christians have the greatest share of members born abroad ( 40 % ) , a significantly higher percentage than the 27 % of Catholics who are first - generation immigrants .",same,Explain the relation between religiosity and immigration.,answer1,"A number of religious groups are largely comprised of immigrants : The vast majority ( 87 % ) of Hindu adults living in the U.S. are first - generation immigrants , while about six - in - ten American Muslims ( 61 % ) in the survey were born overseas . Among Christian traditions , 27 % of Catholics who are first - generation immigrants .","a number of religious groups are largely comprised of immigrants : The vast majority ( 87 % ) of Hindu adults living in the U.S. are first - generation immigrants , while about six - in - ten American Muslims ( 61 % ) in the survey were born overseas . Among Christian traditions , 27 % of Catholics who are first - generation immigrants .",,Finally found that Orthodox Christians have greatest share members abroad 40 significantly higher percentage than,A,a, ,Majority of Muslims and Hindus in U.S. the Immigrants % of adults in 2014,"Finally , the survey found that a number of religious groups are largely comprised of immigrants : The vast majority ( 87 % ) of Hindu adults living in the U.S. are first - generation immigrants , while about six - in - ten American Muslims ( 61 % ) in the survey were born overseas . Among Christian traditions , Orthodox Christians have the greatest share of members born abroad ( 40 % ) , a significantly higher percentage than the 27 % of Catholics who are first - generation immigrants ."
mturk_charts/no_data_remaining/multi_col/1656.png,"Trade is without question a bigger piece of the U.S. economy than it was in the early 1990s , when the last major trade deal , the North American Free Trade Agreement , was negotiated . Last year , according to data from the Bureau of Economic Analysis , exports totaled $ 2.34 trillion , equal to 13.4 % of gross domestic product ( up from 9.7 % in 1992 ) . Imports were $ 2.88 trillion , or 16.5 % of GDP ( up from 10.2 % in 1992 ) ; the difference between the two is the trade deficit .",same,Describe the trend in the international trade in the U.S.,same,"In 2014 , exports totaled $ 2.34 trillion , equal to 13.4 % of gross domestic product ( up from 9.7 % in 1992 ) . Imports were 16.5 % of GDP ( up from 10.2 % in 1992 ) .","Last year , exports totaled $ 2.34 trillion , equal to 13.4 % of gross domestic product ( up from 9.7 % in 1992 ) . Imports were 16.5 % of GDP ( up from 10.2 % in 1992 ) .",,according data the Bureau Economic Analysis 2.88 or ; the difference between the two is the trade deficit,In 2014,Last year, ,U.S. International Trade Flattens USS imports and exports of goods and services as a share JOfGDP,"Last year , according to data from the Bureau of Economic Analysis , exports totaled $ 2.34 trillion , equal to 13.4 % of gross domestic product ( up from 9.7 % in 1992 ) . Imports were $ 2.88 trillion , or 16.5 % of GDP ( up from 10.2 % in 1992 ) ; the difference between the two is the trade deficit ."
mturk_charts/no_data_remaining/multi_col/1657.png,"In Pew Research Center ’s most recent knowledge quiz , just 33 % knew that there are three women on the Supreme Court – Justices Ruth Bader Ginsburg , Elena Kagan and Sonia Sotomayor . A higher percentage ( 39 % ) said that there are two women on the high court , while 14 % said there is one and 4 % said four . An August 2013 survey included the names and photos of four justices – Ginsburg , Antonin Scalia , Anthony Kennedy and Clarence Thomas – and asked which one had most often been the court ’s “ swing vote . ” Despite the fact that there had been several closely divided Supreme Court cases during the 2012 - 2013 term in which Kennedy ’s votes were often decisive , just 28 % correctly identified him as the swing vote . Chief Justice John Roberts is also not well - known . In July 2012 , shortly after Roberts cast the deciding vote upholding most of the Affordable Care Act , just 34 % identified Roberts as chief justice from a list that included Stephen Breyer , Harry Reid and William Rehnquist . That was not much better than the 28 % who identified Roberts from a similar list in 2010 .",same,How well does the public know how many women there are on the Supreme Court?,answer2,"just 33 % knew that there are three women on the Supreme Court – Justices Ruth Bader Ginsburg , Elena Kagan and Sonia Sotomayor . A higher percentage ( 39 % ) said that there are two women on the high court , while 14 % said there is one and 4 % said four .","just 33 % knew that there are three women on the Supreme Court – Justices Ruth Bader Ginsburg , Elena Kagan and Sonia Sotomayor . A higher percentage ( 39 % ) said that there are two women on the high court , while 14 % said there is one and 4 % said four .",,In Pew Research Center ’s most recent knowledge quiz,,, ,Supreme Court's Members Little-Known How manyjustices are women? asked April 2015 Who is the swing vote in divided cases? August2013* Who is the chief justice? July 2012,"In Pew Research Center ’s most recent knowledge quiz , just 33 % knew that there are three women on the Supreme Court – Justices Ruth Bader Ginsburg , Elena Kagan and Sonia Sotomayor . A higher percentage ( 39 % ) said that there are two women on the high court , while 14 % said there is one and 4 % said four ."
