img_path,"summary",question_resolution,"question",answer_resolution,"abstractive_answer","extractive_answer","decontextualizated_text_added","decontextualizated_text_removed","extra_added_text"
mturk_charts/no_data/multi_col/6376.png,"Adults with lower incomes and less education are more likely to place a high value on a spouse or partner ’s ability to provide for a family – whether that spouse is a man or a woman . Roughly eight - in - ten adults ages 25 and older ( 81 % ) with no education beyond high school say that , for a man to be a good husband or partner , being able to support a family financially is very important . Among those with some college experience 72 % say this , and the share is smaller still among those with a four - year college degree ( 62 % ) . The pattern is similar when it comes to a woman being a good wife or partner . Four - in - ten high school graduates say being able to financially support a family is very important , compared with 29 % of those with some college and 25 % of those with a bachelor ’s degree or higher .",same,"Compare adults of different education levels that say a good husband or partner should be able to support the family financially?",answer2,"Roughly eight - in - ten adults ages 25 and older ( 81 % ) with no education beyond high school say that , for a man to be a good husband or partner , being able to support a family financially is very important . Among those with some college experience 72 % say this , and the share is smaller still among those with a four - year college degree ( 62 % ) .","Roughly eight - in - ten adults ages 25 and older ( 81 % ) with no education beyond high school say that , for a man to be a good husband or partner , being able to support a family financially is very important . Among those with some college experience 72 % say this , and the share is smaller still among those with a four - year college degree ( 62 % ) .","","",""
mturk_charts/no_data/multi_col/6382.png,"On the political front , Germany ’s mainstream parties enjoy widespread support . A 58 % majority have a favorable opinion of Merkel ’s center - right Christian Democratic Union ( CDU ) and a 68 % majority like the center - left Social Democratic Party ( SPD ) . This stands in stark contrast to France , Greece , Italy , Spain and the UK , where all political parties tend to be unpopular .",same,"Describe how happy Germans are with their mainstream political parties?",answer1,"On the political front , Germany ’s mainstream parties enjoy widespread support . A 58 % majority have a favorable opinion of ( CDU ) and a 68 % majority like the ( SPD ) .","On the political front , Germany ’s mainstream parties enjoy widespread support . A 58 % majority have a favorable opinion of ( CDU ) and a 68 % majority like the ( SPD ) .","","Merkel center - right Christian Democratic Union center - left Social Democratic Party",""
mturk_charts/no_data/multi_col/6393.png,"The number of Hispanics who speak Spanish at home is at an all - time high , though growth is slowing . A record 37 million Hispanics ages 5 and older speak Spanish at home , up from 25 million in 2000 . However , between 2010 and 2015 , this number grew at an annual average of 1.8 % , down from an annual average of 3.4 % between 2000 and 2010 . California continues to have the largest Latino population among states , but Texas is seeing a faster growth rate . In 2015 , 15.2 million Hispanics lived in California , a 39 % increase from 10.9 million in 2000 . Yet Texas has had even faster growth , with its Hispanic population increasing 60 % over the same period , from 6.7 million in 2000 to 10.7 million in 2015 . Meanwhile , Georgia ’s Hispanic population has more than doubled since 2000 , the fastest growth among the 10 states with the largest Hispanic populations .",same,"Describe the distribution of Latino population among US states?",same,"California continues to have the largest Latino population among states , but Texas is seeing a faster growth rate .","California continues to have the largest Latino population among states , but Texas is seeing a faster growth rate .",".","",""
mturk_charts/no_data/multi_col/6383.png,"As Germany expands its international role , the vast majority of the public ( 81 % ) is also feeling good about Merkel ’s capacity to do the right thing on the world stage . However , demographic groups differ somewhat in their trust of the chancellor ’s international leadership . Germans ages 50 and older have more confidence in Merkel than their younger counterparts and women are more likely to feel this way than men . Despite the chancellor ’s center - right political orientation , those on the political left are actually 11 percentage points more likely than those on the right to say they have confidence in Merkel ’s ability to deal with foreign affairs .",same,"How is population confidence in Angela Merkel?",answer1,"the vast majority of the public ( 81 % ) is feeling good about Merkel ’s capacity to do the right thing on the world stage . However , demographic groups differ somewhat in their trust of the chancellor ’s international leadership . Germans ages 50 and older have more confidence in Merkel than their younger counterparts and women are more likely to feel this way than men .","the vast majority of the public ( 81 % ) is feeling good about Merkel ’s capacity to do the right thing on the world stage . However , demographic groups differ somewhat in their trust of the chancellor ’s international leadership . Germans ages 50 and older have more confidence in Merkel than their younger counterparts and women are more likely to feel this way than men .","","also Despite center - political orientation those political left actually 11 percentage points those say they ability deal with foreign affairs",""
mturk_charts/no_data/multi_col/6507.png,"About two - thirds of the public ( 64 % ) give officers a warm rating on the scale ( between 51 and 100 ) , including 45 % who rate them very warmly ( 76 - 100 ) . Fewer give a neutral rating of 50 ( 16 % ) , and just 18 % give a cold rating on the scale ( 0 - 49 ) .",same,"How do blacks and hispanics view the police officers?",same,"About two - thirds of the public ( 64 % ) give officers a warm rating on the scale ( between 51 and 100 ) , including 45 % who rate them very warmly ( 76 - 100 ) . Fewer give a neutral rating of 50 ( 16 % ) , and just 18 % give a cold rating on the scale ( 0 - 49 ) .","About two - thirds of the public ( 64 % ) give officers a warm rating on the scale ( between 51 and 100 ) , including 45 % who rate them very warmly ( 76 - 100 ) . Fewer give a neutral rating of 50 ( 16 % ) , and just 18 % give a cold rating on the scale ( 0 - 49 ) .","","",""
mturk_charts/no_data/multi_col/6513.png,"Among adults who have never been married but say they are open to marrying in the future , about six - in - ten ( 59 % ) say that a major reason they are not married is that they have n’t found the right person . An additional 13 % say this is a minor reason they are not married today . Majorities across a range of demographic groups cite this as a major reason why they are not married . About four - in - ten never - married adults ( 41 % ) who say they may want to marry in the future say that not being financially stable is a major reason they are not currently married , and 28 % point to this as a minor reason . Fewer – but still a substantial share – say that a major ( 24 % ) or minor ( 30 % ) reason they are not married is that they are n’t ready to settle down .",same,"What is the reason behind adults that have never married?",answer1,"Among adults who have never been married but say they are open to marrying in the future , about six - in - ten ( 59 % ) say that a major reason they are not married is that they have n’t found the right person . An additional 13 % say this is a minor reason they are not married today . About four - in - ten never - married adults ( 41 % ) who say they may want to marry in the future say that not being financially stable is a major reason they are not currently married , and 28 % point to this as a minor reason . Fewer – but still a substantial share – say that a major ( 24 % ) or minor ( 30 % ) reason they are not married is that they are n’t ready to settle down .","Among adults who have never been married but say they are open to marrying in the future , about six - in - ten ( 59 % ) say that a major reason they are not married is that they have n’t found the right person . An additional 13 % say this is a minor reason they are not married today . About four - in - ten never - married adults ( 41 % ) who say they may want to marry in the future say that not being financially stable is a major reason they are not currently married , and 28 % point to this as a minor reason . Fewer – but still a substantial share – say that a major ( 24 % ) or minor ( 30 % ) reason they are not married is that they are n’t ready to settle down .","","Majorities across range of demographic groups cite why",""
mturk_charts/no_data/multi_col/6523.png,"Drop - off voters reported less outreach from political candidates and campaigns than did consistent voters . Only about half of drop - off voters ( 51 % ) said they had ever been personally contacted to vote for a candidate , compared with 70 % of consistent voters .",same,"Compare drop-off voters to consistent voters in being urged to vote for a candidate?",answer1,"Drop - off voters reported less outreach from political candidates and campaigns than did consistent voters . Only about half of drop - off voters ( 51 % ) said they had ever been personally contacted to vote for a candidate , compared with 70 % of consistent voters .","Drop - off voters reported less outreach from political candidates and campaigns than did consistent voters . Only about half of drop - off voters ( 51 % ) said they had ever been personally contacted to vote for a candidate , compared with 70 % of consistent voters .","Drop reported less outreach from political candidates and campaigns than did","",""
mturk_charts/no_data/multi_col/6515.png,"To understand these differences , this study combines people ’s voting histories ( from a national voter file , recently updated to include vote history from the 2016 election ) with their attitudes about politics and civic engagement , based on a nationally representative survey conducted in the spring of last year . In the survey , conducted in March and April during the presidential primaries , just 27 % of drop - off voters said they were following the 2016 election very closely , compared with 49 % of consistent voters . And drop - off voters were less likely than consistent voters to say that it made a lot of difference to them which party controlled the government ; just 39 % of drop - off voters said it mattered a lot whether Democrats or Republicans controlled the government , compared with 52 % of consistent voters .",same,"How do drop-off voters feel about who controls the government compared to consistent voters?",same,"drop - off voters were less likely than consistent voters to say that it made a lot of difference to them which party controlled the government ; just 39 % of drop - off voters said it mattered a lot whether Democrats or Republicans controlled the government , compared with 52 % of consistent voters .","drop - off voters were less likely than consistent voters to say that it made a lot of difference to them which party controlled the government ; just 39 % of drop - off voters said it mattered a lot whether Democrats or Republicans controlled the government , compared with 52 % of consistent voters .","","And",""
mturk_charts/no_data/multi_col/6527.png,"When asked about the household ’s financial situation , 41 % of Republicans who voted in all three elections said they “ live comfortably . ” Among Republican drop - off voters 28 % said they live comfortably , as did 30 % of nonvoters . Among Democrats , the pattern is even starker : 37 % of consistent voters said they live comfortably , compared with 27 % of less frequent voters and just 21 % of nonvoters .",same,"Compare Democrats who live comfortably based on voting frequency?",answer1,"Among Democrats , 37 % of consistent voters said they live comfortably , compared with 27 % of less frequent voters and just 21 % of nonvoters .","Among Democrats , 37 % of consistent voters said they live comfortably , compared with 27 % of less frequent voters and just 21 % of nonvoters .","","the pattern is even starker :",""
mturk_charts/no_data/multi_col/6533.png,"Views among Republicans are much chillier : 43 % give cold ratings to college professors , including about a quarter ( 27 % ) who give a very cold rating . A significantly smaller share of Republicans ( 30 % ) give professors a warm rating , while 25 % take a neutral view . Conservative Republicans are especially likely to give very ( 31 % ) or somewhat ( 20 % ) cold ratings to professors . By contrast , moderate and liberal Republicans hold quite different views : More offer warm ( 49 % ) than cold ( 20 % ) assessments of professors .",same,"What are differences when it comes to college professors rating among partisans?",answer1,"Views among Republicans are much chillier : 43 % give cold ratings to college professors , including about a quarter ( 27 % ) who give a very cold rating . A significantly smaller share of Republicans ( 30 % ) give professors a warm rating , while 25 % take a neutral view . Conservative Republicans are especially likely to give very ( 31 % ) or somewhat ( 20 % ) cold ratings to professors . By contrast , moderate and liberal Republicans hold quite different views : More offer warm ( 49 % ) than cold ( 20 % ) assessments of professors .","Views among Republicans are much chillier : 43 % give cold ratings to college professors , including about a quarter ( 27 % ) who give a very cold rating . A significantly smaller share of Republicans ( 30 % ) give professors a warm rating , while 25 % take a neutral view . Conservative Republicans are especially likely to give very ( 31 % ) or somewhat ( 20 % ) cold ratings to professors . By contrast , moderate and liberal Republicans hold quite different views : More offer warm ( 49 % ) than cold ( 20 % ) assessments of professors .","","",""
