img_path,"summary",question_resolution,"question",answer_resolution,"abstractive_answer","extractive_answer","decontextualizated_text_added","decontextualizated_text_removed","extra_added_text"
mturk_charts/no_data/multi_col/222.png,"Single adults accounted for the majority of apprehensions in fiscal 2020 , another big shift from last year . There were 317,864 apprehensions of single adults , representing 79 % of the total and the largest number of single adults apprehended in six years . Apprehensions of “ family units ” – defined as the number of individuals traveling in a family – made up 13 % of the total , falling from 473,682 in fiscal 2019 to 52,230 this past year . Meanwhile , apprehensions of unaccompanied children ages 17 and younger also decreased from their peak in fiscal 2019 , from 76,020 to 30,557 .",same,"Describe the southwest border apprehensions situation?",answer1,"Single adults accounted for the majority of apprehensions in fiscal 2020 , another big shift from last year . There were 317,864 apprehensions of single adults , representing 79 % of the total and the largest number of single adults apprehended in six years . Apprehensions of “ family units ” – defined as the number of individuals traveling in a family – made up 13 % of the total , falling from 473,682 in fiscal 2019 to 52,230 this past year . Meanwhile , apprehensions of unaccompanied children ages 17 and younger also decreased from their peak in fiscal 2019 , from 76,020 to 30,557","Single adults accounted for the majority of apprehensions in fiscal 2020 , another big shift from last year . There were 317,864 apprehensions of single adults , representing 79 % of the total and the largest number of single adults apprehended in six years . Apprehensions of “ family units ” – defined as the number of individuals traveling in a family – made up 13 % of the total , falling from 473,682 in fiscal 2019 to 52,230 this past year . Meanwhile , apprehensions of unaccompanied children ages 17 and younger also decreased from their peak in fiscal 2019 , from 76,020 to 30,557","","",""
mturk_charts/no_data/multi_col/233.png,"A growing share of Americans are paying close attention to news about the election , but many are also concerned about the media reporting inaccurate or incomplete information . And that includes information reported by their own most - used news sources , according to a recent Pew Research Center survey . Two - thirds of U.S. adults say they ’ve seen the news sources they turn to most often present factual information that favors one side of an issue in coverage of the 2020 election , according to the survey , conducted Oct. 6 to 12 among 10,059 Americans – including 8,972 registered voters – as part of the Center ’s American News Pathways project . More than half ( 56 % ) say their news sources have published breaking information before it was fully verified , and 37 % say their sources have reported made - up news that is intended to mislead .",same,"What are the Americans' thoughts on media news when it comes to the presidential election?",answer2,"Two - thirds of U.S. adults say they ’ve seen the news sources they turn to most often present factual information that favors one side of an issue in coverage of the 2020 election More than half ( 56 % ) say their news sources have published breaking information before it was fully verified , and 37 % say their sources have reported made - up news that is intended to mislead .","Two - thirds of U.S. adults say they ’ve seen the news sources they turn to most often present factual information that favors one side of an issue in coverage of the 2020 election More than half ( 56 % ) say their news sources have published breaking information before it was fully verified , and 37 % say their sources have reported made - up news that is intended to mislead .","More than half ( 56 % ) their have published breaking before it was fully verified , and 37 % their have reported made up is intended mislead .","",""
mturk_charts/no_data/multi_col/234.png,"Registered voters who support Donald Trump are about twice as likely as registered voters who support Joe Biden to say that the news sources they turn to most often have reported made - up information that is intended to mislead the public ( 45 % vs. 22 % ) . They are also somewhat more likely to say their news sources have reported breaking information that has n’t been fully verified ( 59 % vs. 50 % ) and factual information presented to favor one side of an issue ( 73 % vs. 64 % ) .",same,"How do partisans see the effect of news sources on the presidential election?",answer2,"Registered voters who support Donald Trump are about twice as likely as registered voters who support Joe Biden to say that the news sources they turn to most often have reported made - up information that is intended to mislead the public ( 45 % vs. 22 % ) . They are also somewhat more likely to say their news sources have reported breaking information that has n’t been fully verified ( 59 % vs. 50 % ) and factual information presented to favor one side of an issue ( 73 % vs. 64 % ) .","Registered voters who support Donald Trump are about twice as likely as registered voters who support Joe Biden to say that the news sources they turn to most often have reported made - up information that is intended to mislead the public ( 45 % vs. 22 % ) . They are also somewhat more likely to say their news sources have reported breaking information that has n’t been fully verified ( 59 % vs. 50 % ) and factual information presented to favor one side of an issue ( 73 % vs. 64 % ) .","","",""
mturk_charts/no_data/multi_col/238.png,"The vast majority of countries and territories have a minimum voting age of 18 for national elections . The U.S. aligns with most other places in this respect . Out of 237 countries and territories for which the ACE Electoral Knowledge Network has data , 205 have a minimum voting age of 18 . Just 12 countries or territories allow people younger than 18 to vote in national elections . Worldwide , the lowest minimum voting age for national elections is 16 , including in Argentina , Austria and Brazil . The highest is in the United Arab Emirates , where citizens must be 25 . In Italy , there is a split voting age : The minimum voting age for the lower house of Parliament is 18 years old , while voters must be 25 to vote in Senate elections .",same,"Describe the trend of minimum voting age in countries around the world?",same,"The vast majority of countries and territories have a minimum voting age of 18 for national elections . The U.S. aligns with most other places in this respect . Out of 237 countries and territories for which the ACE Electoral Knowledge Network has data , 205 have a minimum voting age of 18 . Just 12 countries or territories allow people younger than 18 to vote in national elections . Worldwide , the lowest minimum voting age for national elections is 16 , including in Argentina , Austria and Brazil . The highest is in the United Arab Emirates , where citizens must be 25 . In Italy , there is a split voting age : The minimum voting age for the lower house of Parliament is 18 years old , while voters must be 25 to vote in Senate elections .","The vast majority of countries and territories have a minimum voting age of 18 for national elections . The U.S. aligns with most other places in this respect . Out of 237 countries and territories for which the ACE Electoral Knowledge Network has data , 205 have a minimum voting age of 18 . Just 12 countries or territories allow people younger than 18 to vote in national elections . Worldwide , the lowest minimum voting age for national elections is 16 , including in Argentina , Austria and Brazil . The highest is in the United Arab Emirates , where citizens must be 25 . In Italy , there is a split voting age : The minimum voting age for the lower house of Parliament is 18 years old , while voters must be 25 to vote in Senate elections .","","",""
mturk_charts/no_data/multi_col/239.png,"Most countries and territories allow voters abroad to cast ballots in some capacity . That ’s the case in the U.S. and another 151 of the 216 countries and territories evaluated by the International Institute for Democracy and Electoral Assistance , at least for national legislative , European Parliament or presidential elections . Among those , many allow external voting for legislative elections ( 124 ) , presidential elections ( 88 ) or referenda ( 74 ) , and just 24 allow it for sub - national elections . Around the world , 55 countries and territories do not allow any voting from abroad . Many of these countries are located in Latin America , sub - Saharan Africa and the Asia - Pacific region .",same,"Describe the trend of countries and regions that do not allow external voting for national elections?",answer1,"Around the world , 55 countries and territories do not allow any voting from abroad . Many of these countries are located in Latin America , sub - Saharan Africa and the Asia - Pacific region .","Around the world , 55 countries and territories do not allow any voting from abroad . Many of these countries are located in Latin America , sub - Saharan Africa and the Asia - Pacific region .","","",""
mturk_charts/no_data/multi_col/249.png,"This study also examines several other factors that might affect people ’s level of engagement and comfort with the contact tracing process . First , it looks at Americans ’ openness to answering phone calls from unknown numbers and finds some evidence that even starting the contact tracing process might not be easy in many cases . Just 19 % of Americans say they generally answer their cellphones when an unknown phone number calls . Some 67 % say they do n’t answer but would check a voicemail if one is left . And 14 % say they generally do n’t answer and would ignore a voicemail . At the same time , shares of Americans say people pretend to be someone else in order to steal other people ’s personal information with some frequency . Some nine - in - ten Americans think it is often ( 49 % ) or sometimes ( 42 % ) the case that people do this .",same,"Explain the trend of Americans response to phone calls from unknown numbers?",answer1,"First , it looks at Americans ’ openness to answering phone calls from unknown numbers and finds some evidence that even starting the contact tracing process might not be easy in many cases . Just 19 % of Americans say they generally answer their cellphones when an unknown phone number calls . Some 67 % say they do n’t answer but would check a voicemail if one is left . And 14 % say they generally do n’t answer and would ignore a voicemail","First , it looks at Americans ’ openness to answering phone calls from unknown numbers and finds some evidence that even starting the contact tracing process might not be easy in many cases . Just 19 % of Americans say they generally answer their cellphones when an unknown phone number calls . Some 67 % say they do n’t answer but would check a voicemail if one is left . And 14 % say they generally do n’t answer and would ignore a voicemail","","",""
mturk_charts/no_data/multi_col/255.png,"Fully 90 % of Americans think people pretend to be someone else in order to try to steal people ’s personal information often or sometimes , with roughly half ( 49 % ) saying they think this happens often . While these overall shares are fairly consistent across demographic groups , there is more variation across groups on whether people often pretend to be someone else to steal information . Black adults ( 63 % ) and Hispanic adults ( 56 % ) are more likely than White ( 45 % ) or Asian adults ( 35 % ) to say this type of attempted theft happens often . Additionally , those with relatively low incomes and less formal education are more likely to say people pretend to be someone else in order to steal others ’ information often . Roughly six - in - ten of those who have lower incomes say so , compared with about half of those from middle - income households ( 47 % ) and about four - in - ten of those with higher incomes ( 37 % ) .",same,"What proportion of Americans think that people pretend to be someone else in order to try to steal other people's personal information often or sometimes?",same,"Fully 90 % of Americans think people pretend to be someone else in order to try to steal people ’s personal information often or sometimes","Fully 90 % of Americans think people pretend to be someone else in order to try to steal people ’s personal information often or sometimes","","",""
mturk_charts/no_data/multi_col/260.png,"The small share of Americans – 7 % – who say they would definitely or probably not quarantine were then asked about possible reasons why they may not act on this advice . Some 44 % of this group say a major reason they would be unlikely to quarantine is that they just do n’t think it would be necessary , while 35 % say the same about not being able to miss work .",same,"Describe the proportion of Americans who say they definitely or likely would not quarantine were asked about possible reasons why they might not act on this advice?",same,"The small share of Americans – 7 % – who say they would definitely or probably not quarantine were then asked about possible reasons why they may not act on this advice","The small share of Americans – 7 % – who say they would definitely or probably not quarantine were then asked about possible reasons why they may not act on this advice","","",""
mturk_charts/no_data/multi_col/264.png,"Overall , Americans generally feel their doctors and health care providers will keep their personal records safe from hackers or unauthorized users , with about eight - in - ten Americans expressing confidence that they will do so . A majority feels the same way about public health organizations , though four - in - ten say they are not at all or not too confident that these organizations will keep their records safe . And roughly half of U.S. adults ( 49 % ) are at least somewhat confident in the ability of the federal government to keep their records safe .",same,"Describe the confidence of American adult to medical doctors, government and public health organization for protecting their records? ",answer2,"Americans generally feel their doctors and health care providers will keep their personal records safe from hackers or unauthorized users , with about eight - in - ten Americans expressing confidence that they will do so . A majority feels the same way about public health organizations , though four - in - ten say they are not at all or not too confident that these organizations will keep their records safe . And roughly half of U.S. adults ( 49 % ) are at least somewhat confident in the ability of the federal government to keep their records safe .","Americans generally feel their doctors and health care providers will keep their personal records safe from hackers or unauthorized users , with about eight - in - ten Americans expressing confidence that they will do so . A majority feels the same way about public health organizations , though four - in - ten say they are not at all or not too confident that these organizations will keep their records safe . And roughly half of U.S. adults ( 49 % ) are at least somewhat confident in the ability of the federal government to keep their records safe .","Americans generally feel doctors and care providers personal from hackers unauthorized users with eight Americans expressing confidence do so And roughly half of U.S. adults ( 49 % ) least somewhat ability of federal government to","",""
mturk_charts/no_data/multi_col/266.png,"This survey shows that three - quarters think it is acceptable for public health officials to make personal information that may be collected during the coronavirus outbreak available for use by infectious disease researchers , while smaller shares say the same about pharmaceutical companies ( 40 % ) , health insurance companies ( 40 % ) and state and local elected officials ( 37 % ) .",same,"What is the opinion of American public about sharing of personal information collected during coronavirus outbreak ?",answer2,"three - quarters think it is acceptable for public health officials to make personal information that may be collected during the coronavirus outbreak available for use by infectious disease researchers , while smaller shares say the same about pharmaceutical companies ( 40 % ) , health insurance companies ( 40 % ) and state and local elected officials ( 37 % ) .","three - quarters think it is acceptable for public health officials to make personal information that may be collected during the coronavirus outbreak available for use by infectious disease researchers , while smaller shares say the same about pharmaceutical companies ( 40 % ) , health insurance companies ( 40 % ) and state and local elected officials ( 37 % ) .","","",""
