img_path,"summary",question_resolution,"question",answer_resolution,"abstractive_answer","extractive_answer","decontextualizated_text_added","decontextualizated_text_removed","extra_added_text"
mturk_charts/no_data/multi_col/1197.png,"As the U.S. Supreme Court weighs the future of the Deferred Action for Childhood Arrivals program ( or DACA ) , 74 % of Americans favor a law that would provide permanent legal status to immigrants who came to the U.S. illegally as children , while 24 % are opposed . As with other immigration issues , some of the sharpest differences in these views are between Democrats and Republicans . While 91 % of Democrats and Democratic - leaning independents favor granting legal status to immigrants who came to the U.S. illegally as children , about half of Republicans and Republican leaners ( 54 % ) say the same . Support also varies by race and ethnicity . About nine - in - ten Hispanics ( 88 % ) say they favor granting legal status to immigrants who came to the U.S. illegally as children , with similar shares of U.S.-born and immigrant Hispanics saying so . Smaller majorities of black ( 82 % ) , Asian American ( 72 % ) and white ( 69 % ) adults say the same .",same,"How Democrats and Republicans support granting legal status to immigrants who were brought to U.S. illegally as children ?",answer2,"As with other immigration issues , some of the sharpest differences in these views are between Democrats and Republicans . While 91 % of Democrats and Democratic - leaning independents favor granting legal status to immigrants who came to the U.S. illegally as children , about half of Republicans and Republican leaners ( 54 % ) say the same . Support also varies by race and ethnicity . About nine - in - ten Hispanics ( 88 % ) say they favor granting legal status to immigrants who came to the U.S. illegally as children , with similar shares of U.S.-born and immigrant Hispanics saying so . Smaller majorities of black ( 82 % ) , Asian American ( 72 % ) and white ( 69 % ) adults say the same","As with other immigration issues , some of the sharpest differences in these views are between Democrats and Republicans . While 91 % of Democrats and Democratic - leaning independents favor granting legal status to immigrants who came to the U.S. illegally as children , about half of Republicans and Republican leaners ( 54 % ) say the same . Support also varies by race and ethnicity . About nine - in - ten Hispanics ( 88 % ) say they favor granting legal status to immigrants who came to the U.S. illegally as children , with similar shares of U.S.-born and immigrant Hispanics saying so . Smaller majorities of black ( 82 % ) , Asian American ( 72 % ) and white ( 69 % ) adults say the same","","",""
mturk_charts/no_data/multi_col/1199.png,"Among Hispanics , more immigrants ( 94 % ) than the U.S. born ( 82 % ) support allowing undocumented immigrants to stay in the U.S. legally . Majorities of black ( 81 % ) , Asian ( 76 % ) and white adults ( 70 % ) also express support .",same,"What is the trend in supporting undocumented immigrants to stay in the U.S. legally ?",answer2,"Among Hispanics , more immigrants ( 94 % ) than the U.S. born ( 82 % ) support allowing undocumented immigrants to stay in the U.S. legally . Majorities of black ( 81 % ) , Asian ( 76 % ) and white adults ( 70 % ) also express support .","Among Hispanics , more immigrants ( 94 % ) than the U.S. born ( 82 % ) support allowing undocumented immigrants to stay in the U.S. legally . Majorities of black ( 81 % ) , Asian ( 76 % ) and white adults ( 70 % ) also express support .","","",""
mturk_charts/no_data/multi_col/1201.png,"Older Americans are the most likely to see the outbreak as a major threat to their health and the least likely to see it as a threat to their personal financial situation . About half ( 49 % ) of those 65 and older said in a late April - early May survey that the coronavirus is a major threat to their health . But fewer in this age group – 32 % – say it is a major threat to their personal finances .",same,"What is the opinion of older people in U.S. think about COVID-19 outbreak ?",answer1,"About half ( 49 % ) of those 65 and older said in a late April - early May survey that the coronavirus is a major threat to their health","About half ( 49 % ) of those 65 and older said in a late April - early May survey that the coronavirus is a major threat to their health","","",""
mturk_charts/no_data/multi_col/1202.png,"Job disruption during the COVID-19 shutdown is most common among adults younger than 50 . In an early April survey , 54 % of those ages 18 to 29 and 49 % of those 30 to 49 said they or someone in their household had experienced job or wage loss because of the coronavirus outbreak . This compares with 42 % of those ages 50 to 64 and a quarter of those 65 and older .",same,"Describe the proportion of people between 18 and 50 who said that they or someone in their household had experienced loss of employment or wages because of the coronavirus outbreak?",same,"54 % of those ages 18 to 29 and 49 % of those 30 to 49 said they or someone in their household had experienced job or wage loss because of the coronavirus outbreak","54 % of those ages 18 to 29 and 49 % of those 30 to 49 said they or someone in their household had experienced job or wage loss because of the coronavirus outbreak","","",""
mturk_charts/no_data/multi_col/1206.png,"But there was significant variation across the countries studied . For example , in Jordan and Lebanon , both heavily affected by the Syrian refugee crisis , seven - in - ten or more said their country has been made worse by increasing diversity . In contrast , around half or more in Kenya ( 49 % ) , the Philippines ( 54 % ) , Colombia ( 66 % ) and India ( 68 % ) said their country is improved by these demographic changes . In most countries surveyed , people who interact more with those who are different from them – whether religiously , ethnically or racially – tended to be more positive toward societal diversity .",same,"In which countries do inhabitants believe that increasing diversity has improved their countries, and in which countries do inhabitants believe that diversity has worsened where they live?",answer2,"in Jordan and Lebanon , both heavily affected by the Syrian refugee crisis , seven - in - ten or more said their country has been made worse by increasing diversity . In contrast , around half or more in Kenya ( 49 % ) , the Philippines ( 54 % ) , Colombia ( 66 % ) and India ( 68 % ) said their country is improved by these demographic changes","in Jordan and Lebanon , both heavily affected by the Syrian refugee crisis , seven - in - ten or more said their country has been made worse by increasing diversity . In contrast , around half or more in Kenya ( 49 % ) , the Philippines ( 54 % ) , Colombia ( 66 % ) and India ( 68 % ) said their country is improved by these demographic changes","","",""
mturk_charts/no_data/multi_col/1211.png,"Part of these cross - country differences may stem from differences in which group people were asked about , given that past Pew Research Center analysis has shown that people tend to express much more support for taking in refugees fleeing violence and war than for immigrants moving to their country . Still , even across the three countries asked specifically about refugees – Jordan , Kenya and Lebanon – opinion differed substantially . For example , 76 % of Jordanians had a favorable view of refugees living in their country , compared with 58 % of Kenyans and 27 % of Lebanese .",same,"What proportion of people in Jordan, Kenya and Lebanon have a favorable view of refugees?",same,"76 % of Jordanians had a favorable view of refugees living in their country , compared with 58 % of Kenyans and 27 % of Lebanese .","76 % of Jordanians had a favorable view of refugees living in their country , compared with 58 % of Kenyans and 27 % of Lebanese .","","",""
mturk_charts/no_data/multi_col/1212.png,"Lebanon – the country where views of diversity were most negative – has been heavily affected in recent years by Syrian refugees . It is the country that hosts the highest number of Syrian refugees per capita , according to the United Nations High Commissioner for Refugees ( UNHCR ) , having taken in around 1 million refugees in a country with fewer than 7 million people . Even before the coronavirus pandemic and the resulting lockdown restrictions placed on Syrian refugees in Lebanon , public sentiment about refugees in Lebanon was largely negative : a 70 % majority had an unfavorable view of refugees , including 41 % who had very unfavorable opinions . Though age , education and income levels all played a role in views of refugees , majorities across each of these demographic groups held negative opinions . And when it came to religion , Sunni Muslims ( 60 % ) were less likely to have unfavorable opinions of refugees than Shiite Muslims ( 71 % ) or Christians ( 83 % ) .",same,"Describe the Lebanese view of the refugees living in their country?",answer2,"Even before the coronavirus pandemic and the resulting lockdown restrictions placed on Syrian refugees in Lebanon , public sentiment about refugees in Lebanon was largely negative : a 70 % majority had an unfavorable view of refugees Though age , education and income levels all played a role in views of refugees , majorities across each of these demographic groups held negative opinions","Even before the coronavirus pandemic and the resulting lockdown restrictions placed on Syrian refugees in Lebanon , public sentiment about refugees in Lebanon was largely negative : a 70 % majority had an unfavorable view of refugees Though age , education and income levels all played a role in views of refugees , majorities across each of these demographic groups held negative opinions","","",""
mturk_charts/no_data/multi_col/1215.png,"Mexico has recently experienced increased immigration from Central America , and the Mexican government apprehended nearly 92,000 migrants in the first seven months of fiscal 2019 . Against this backdrop , around half ( 48 % ) of Mexicans gave unfavorable ratings to Central Americans fleeing to Mexico . Younger people had more favorable views of Central American migrants in Mexico than those 50 and older . Regardless of gender , income or level of education , Mexicans tended to be slightly more negative than positive . Colombia has received more than 1 million Venezuelan immigrants in recent years since political and economic unrest began escalating under current Venezuelan President Nicolás Maduro . Amid this influx , more than half of Colombian adults ( 54 % ) said they held an unfavorable view of migrants in Colombia ; 42 % had a favorable opinion . Younger Colombians were more likely than their older counterparts to have favorable views of people from other countries who live in Colombia .",same,"Describe the Mexicans view of the Central Americans migrants living in their country?",answer2,"Against this backdrop , around half ( 48 % ) of Mexicans gave unfavorable ratings to Central Americans fleeing to Mexico Regardless of gender , income or level of education , Mexicans tended to be slightly more negative than positive","Against this backdrop , around half ( 48 % ) of Mexicans gave unfavorable ratings to Central Americans fleeing to Mexico Regardless of gender , income or level of education , Mexicans tended to be slightly more negative than positive","","",""
mturk_charts/no_data/multi_col/1218.png,"In some countries , the regularity with which people interact with those of different racial or ethnic groups varied based on their own racial or ethnic identity . For example , in South Africa , where the majority of the population is black , 75 % of white South Africans ( who are in the minority ) reported interactions with people of different racial and ethnic groups , while roughly six - in - ten black adults ( 63 % ) said the same .",same,"What is the trend in white South Africans among interaction with people of different racial and ethnic groups?",answer2,"75 % of white South Africans ( who are in the minority ) reported interactions with people of different racial and ethnic groups","75 % of white South Africans ( who are in the minority ) reported interactions with people of different racial and ethnic groups","","",""
mturk_charts/no_data/multi_col/1221.png,"People in five countries – Jordan , Lebanon , India , the Philippines and Tunisia – were specifically asked their opinion of other religious groups in their country , and opinion varies widely across these five nations . In Jordan , where about 97 % of the population practices Islam , about nine - in - ten adults or more rated both Muslims and Christians favorably . Similar positivity appeared in Lebanon , with roughly three - quarters or more giving positive reviews to Christian , Sunni and Shiite religious groups . Bigger divisions appear in three of the other surveyed countries that were asked about various religious groups . Favorable views of Sunni Muslims outpaced that of Shiites by more than five - to - one in Tunisia , where Islam is the official religion but very few identify as Shiite . Likewise , in Christian - majority Philippines , favorable views of Christians were nearly universal ( 97 % ) while just 57 % said the same of Muslims in their country .",same,"What is the favourable ratings of Philippines given by Christians and Muslims ?",answer1,"in Christian - majority Philippines , favorable views of Christians were nearly universal ( 97 % ) while just 57 % said the same of Muslims in their country .","in Christian - majority Philippines , favorable views of Christians were nearly universal ( 97 % ) while just 57 % said the same of Muslims in their country .","","",""
